经度,纬度,年份,数目,地名
38.4154,-82.3188,2010,116,"Cabell, Pea Ridge"
38.8015,-81.0962,2010,1,"Calhoun, Millstone"
40.4111,-78.8446,2010,44,"Cambria, Vinco"
41.4148,-78.1989,2010,1,"Cameron, Sterling Run"
41.4148,-78.1989,2010,2,"Cameron, Sterling Run"
40.8289,-75.7009,2010,20,"Carbon, Weissport"
40.8289,-75.7009,2010,1,"Carbon, Weissport"
38.0533,-77.3473,2010,5,"Caroline, Bowling Green"
38.0533,-77.3473,2010,8,"Caroline, Bowling Green"
38.6098,-85.0681,2010,8,"Carroll, Worthville"
40.5209,-81.0031,2010,2,"Carroll, Harlem Springs"
38.3318,-82.9371,2010,1,"Carter, Grayson"
37.4551,-84.9875,2010,1,"Casey, Chilton"
38.0374,-78.4856,2010,1,"Charlottesville (city), Charlottesville"
36.6778,-76.3024,2010,3,"Chesapeake (city), Chesapeake"
39.9639,-75.885,2010,95,"Chester, Pomeroy"
37.506,-77.6492,2010,5,"Chesterfield, Midlothian"
37.506,-77.6492,2010,9,"Chesterfield, Midlothian"
37.12,-87.4875,2010,7,"Christian, Mannington"
37.12,-87.4875,2010,3,"Christian, Mannington"
41.2106,-79.3803,2010,35,"Clarion, Clarion"
41.1062,-78.7749,2010,11,"Clearfield, Sandy"
39.2325,-84.1532,2010,17,"Clermont, Goshen"
39.3224,-83.8109,2010,5,"Clinton, Martinsville"
38.2565,-76.9784,2010,2,"Westmoreland, Colonial Beach"
41.0177,-76.4969,2010,1,"Columbia, Buckhorn"
41.0177,-76.4969,2010,29,"Columbia, Buckhorn"
40.8871,-80.675,2010,34,"Columbiana, Columbiana"
40.8871,-80.675,2010,1,"Columbiana, Columbiana"
40.7392,-82.7773,2010,3,"Crawford, Galion"
41.8176,-79.8364,2010,1,"Crawford, Canadohta Lake"
41.8176,-79.8364,2010,2,"Crawford, Canadohta Lake"
41.8176,-79.8364,2010,2,"Crawford, Canadohta Lake"
37.2198,-88.1411,2010,8,"Crittenden, Frances"
41.4948,-81.5348,2010,2,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,251,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,4,"Cuyahoga, University Heights"
36.5831,-79.4088,2010,6,"Danville (city), Danville"
40.2752,-76.8843,2010,3,"Dauphin, Harrisburg"
37.7892,-86.9805,2010,1,"Daviess, Ensor"
41.3259,-84.2855,2010,2,"Defiance, Jewell"
41.3259,-84.2855,2010,9,"Defiance, Jewell"
40.1679,-83.08,2010,1,"Delaware, Powell"
39.894,-75.4338,2010,97,"Delaware, Glen Riddle"
39.894,-75.4338,2010,61,"Delaware, Glen Riddle"
37.1026,-82.3763,2010,14,"Dickenson, McClure"
39.1254,-80.7407,2010,2,"Doddridge, Leopold"
41.4011,-82.808,2010,5,"Erie, Castalia"
41.4011,-82.808,2010,1,"Erie, Castalia"
42.2134,-79.8333,2010,2,"Erie, North East"
37.9185,-76.8665,2010,2,"Essex, Tappahannock"
38.8514,-77.1579,2010,2,"Fairfax, Lake Barcroft"
38.8514,-77.1579,2010,167,"Fairfax, Lake Barcroft"
37.6917,-75.7182,2010,1,"Accomack, Onley"
37.1803,-85.3197,2010,1,"Adair, Cane Valley"
39.8826,-77.1569,2010,1,"Adams, Hunterstown"
38.041,-78.5222,2010,7,"Albemarle, University Heights"
38.041,-78.5222,2010,3,"Albemarle, University Heights"
37.8865,-79.9795,2010,13,"Alleghany, Falling Spring"
37.8865,-79.9795,2010,1,"Alleghany, Falling Spring"
40.4001,-80.1873,2010,3,"Allegheny, Oakdale"
40.4001,-80.1873,2010,20,"Allegheny, Oakdale"
40.8305,-84.0848,2010,51,"Allen, Cairo"
37.3366,-77.9882,2010,2,"Amelia, Amelia Court House"
37.4487,-79.1058,2010,5,"Amherst, Madison Heights"
38.8786,-77.1011,2010,6,"Arlington, Arlington"
40.9214,-82.2818,2010,1,"Ashland, Nankin"
40.6513,-84.146,2010,4,"Auglaize, Cridersville"
38.1939,-79.0087,2010,1,"Augusta, Verona"
37.0048,-85.9264,2010,3,"Barren, Glasgow"
37.0048,-85.9264,2010,2,"Barren, Glasgow"
38.1948,-79.5709,2010,2,"Bath, Williamsville"
40.5989,-80.4738,2010,2,"Beaver, Hookstown"
40.5989,-80.4738,2010,2,"Beaver, Hookstown"
40.2592,-78.5075,2010,6,"Bedford, Queen"
37.3866,-79.7253,2010,2,"Bedford, Montvale"
36.5942,-83.8774,2010,11,"Bell, Fonde"
40.1621,-81.1313,2010,1,"Belmont, Holloway"
39.458,-77.9779,2010,146,"Berkeley, Martinsburg"
37.1521,-81.1501,2010,4,"Bland, Bastian"
37.1521,-81.1501,2010,4,"Bland, Bastian"
38.9472,-84.6731,2010,47,"Boone, Union"
38.9472,-84.6731,2010,1,"Boone, Union"
38.1425,-84.1101,2010,3,"Bourbon, North Middletown"
38.3354,-82.7816,2010,5,"Boyd, Rush"
38.3354,-82.7816,2010,21,"Boyd, Rush"
37.5855,-84.7903,2010,21,"Boyle, Junction City"
37.5855,-84.7903,2010,31,"Boyle, Junction City"
37.4215,-83.4585,2010,4,"Breathitt, Talbert"
36.618,-82.1607,2010,13,"Bristol (city), Bristol"
38.8673,-83.7878,2010,5,"Brown, Russellville"
37.2473,-81.8015,2010,23,"Buchanan, Jewell Valley"
40.1015,-74.8852,2010,13,"Bucks, West Bristol"
37.7316,-79.3565,2010,2,"Buena Vista (city), Buena Vista"
38.0645,-85.7146,2010,1,"Bullitt, Brooks"
36.5892,-88.4381,2010,1,"Calloway, Lynn Grove"
41.4148,-78.1989,2010,1,"Cameron, Sterling Run"
39.0401,-84.4815,2010,5,"Campbell, Wilder"
37.2338,-79.2895,2010,6,"Campbell, Evington"
37.2338,-79.2895,2010,1,"Campbell, Evington"
36.6771,-80.6997,2010,12,"Carroll, Fancy Gap"
38.3318,-82.9371,2010,1,"Carter, Grayson"
38.3318,-82.9371,2010,3,"Carter, Grayson"
38.3318,-82.9371,2010,2,"Carter, Grayson"
40.98,-77.7057,2010,11,"Centre, Mount Eagle"
40.2174,-83.9635,2010,17,"Champaign, Rosewood"
38.0374,-78.4856,2010,4,"Charlottesville (city), Charlottesville"
36.6778,-76.3024,2010,12,"Chesapeake (city), Chesapeake"
39.9639,-75.885,2010,23,"Chester, Pomeroy"
39.9639,-75.885,2010,82,"Chester, Pomeroy"
38.0014,-84.1908,2010,1,"Clark, Winchester"
39.1508,-77.9823,2010,1,"Clarke, Berryville"
37.1464,-83.7635,2010,39,"Clay, Manchester"
41.1062,-78.7749,2010,13,"Clearfield, Sandy"
41.1062,-78.7749,2010,1,"Clearfield, Sandy"
39.2325,-84.1532,2010,2,"Clermont, Goshen"
36.8051,-85.0683,2010,1,"Clinton, Cumberland City"
39.3224,-83.8109,2010,2,"Clinton, Martinsville"
39.3224,-83.8109,2010,5,"Clinton, Martinsville"
41.0094,-77.5306,2010,1,"Clinton, Lamar"
38.2565,-76.9784,2010,1,"Westmoreland, Colonial Beach"
38.2565,-76.9784,2010,2,"Westmoreland, Colonial Beach"
38.2565,-76.9784,2010,1,"Westmoreland, Colonial Beach"
40.2761,-81.7517,2010,2,"Coshocton, West Lafayette"
38.0842,-79.3842,2010,7,"Augusta, Craigsville"
41.8176,-79.8364,2010,12,"Crawford, Canadohta Lake"
41.8176,-79.8364,2010,1,"Crawford, Canadohta Lake"
38.416,-77.8267,2010,34,"Culpeper, Lignum"
38.416,-77.8267,2010,1,"Culpeper, Lignum"
36.8051,-85.0683,2010,3,"Clinton, Cumberland City"
37.6674,-78.0883,2010,3,"Cumberland, Cartersville"
41.4948,-81.5348,2010,36,"Cuyahoga, University Heights"
40.2802,-84.6384,2010,2,"Darke, Rossburg"
40.2752,-76.8843,2010,1,"Dauphin, Harrisburg"
40.2752,-76.8843,2010,2,"Dauphin, Harrisburg"
40.2752,-76.8843,2010,12,"Dauphin, Harrisburg"
37.7892,-86.9805,2010,3,"Daviess, Ensor"
40.1679,-83.08,2010,4,"Delaware, Powell"
39.894,-75.4338,2010,1,"Delaware, Glen Riddle"
37.1026,-82.3763,2010,18,"Dickenson, McClure"
37.1026,-82.3763,2010,1,"Dickenson, McClure"
36.9853,-77.7219,2010,1,"Dinwiddie, McKenney"
38.1879,-83.0188,2010,1,"Elliott, Bruin"
41.4011,-82.808,2010,19,"Erie, Castalia"
41.4011,-82.808,2010,40,"Erie, Castalia"
41.4011,-82.808,2010,4,"Erie, Castalia"
42.2134,-79.8333,2010,5,"Erie, North East"
37.9185,-76.8665,2010,1,"Essex, Tappahannock"
38.8514,-77.1579,2010,5,"Fairfax, Lake Barcroft"
38.8514,-77.1579,2010,1,"Fairfax, Lake Barcroft"
38.8514,-77.1579,2010,2,"Fairfax, Lake Barcroft"
38.8514,-77.1579,2010,2,"Fairfax, Lake Barcroft"
41.1045,-82.6137,2010,186,"Huron, North Fairfield"
38.041,-78.5222,2010,4,"Albemarle, University Heights"
38.8184,-77.0861,2010,2,"Alexandria (city), Alexandria"
37.8865,-79.9795,2010,3,"Alleghany, Falling Spring"
37.8865,-79.9795,2010,4,"Alleghany, Falling Spring"
40.4001,-80.1873,2010,280,"Allegheny, Oakdale"
40.4001,-80.1873,2010,10,"Allegheny, Oakdale"
40.8305,-84.0848,2010,1,"Allen, Cairo"
40.8305,-84.0848,2010,2,"Allen, Cairo"
37.4487,-79.1058,2010,3,"Amherst, Madison Heights"
37.4487,-79.1058,2010,1,"Amherst, Madison Heights"
38.089,-84.935,2010,1,"Anderson, Alton"
38.089,-84.935,2010,7,"Anderson, Alton"
38.089,-84.935,2010,3,"Anderson, Alton"
40.9185,-79.4603,2010,4,"Armstrong, Templeton"
40.9185,-79.4603,2010,2,"Armstrong, Templeton"
39.4005,-82.1261,2010,4,"Athens, Chauncey"
38.1939,-79.0087,2010,9,"Augusta, Verona"
37.0048,-85.9264,2010,11,"Barren, Glasgow"
38.1193,-83.6156,2010,1,"Bath, Salt Lick"
40.5989,-80.4738,2010,9,"Beaver, Hookstown"
37.3866,-79.7253,2010,1,"Bedford, Montvale"
36.5942,-83.8774,2010,1,"Bell, Fonde"
40.1621,-81.1313,2010,19,"Belmont, Holloway"
39.458,-77.9779,2010,9,"Berkeley, Martinsburg"
40.3495,-76.1391,2010,1,"Berks, Robesonia"
40.3495,-76.1391,2010,172,"Berks, Robesonia"
40.6864,-78.2272,2010,1,"Blair, Northwood"
37.4167,-79.8779,2010,2,"Botetourt, Troutville"
37.4167,-79.8779,2010,9,"Botetourt, Troutville"
38.1425,-84.1101,2010,2,"Bourbon, North Middletown"
38.3354,-82.7816,2010,5,"Boyd, Rush"
41.7606,-76.1763,2010,1,"Bradford, Stevensville"
41.7606,-76.1763,2010,2,"Bradford, Stevensville"
41.7606,-76.1763,2010,13,"Bradford, Stevensville"
41.7606,-76.1763,2010,4,"Bradford, Stevensville"
37.4215,-83.4585,2010,3,"Breathitt, Talbert"
37.4215,-83.4585,2010,17,"Breathitt, Talbert"
37.4215,-83.4585,2010,4,"Breathitt, Talbert"
37.2473,-81.8015,2010,98,"Buchanan, Jewell Valley"
40.1015,-74.8852,2010,2,"Bucks, West Bristol"
40.1015,-74.8852,2010,618,"Bucks, West Bristol"
40.1015,-74.8852,2010,3,"Bucks, West Bristol"
40.1015,-74.8852,2010,27,"Bucks, West Bristol"
38.0645,-85.7146,2010,71,"Bullitt, Brooks"
38.0645,-85.7146,2010,2,"Bullitt, Brooks"
39.3938,-84.5652,2010,17,"Butler, Hamilton"
38.8015,-81.0962,2010,1,"Calhoun, Millstone"
38.8015,-81.0962,2010,1,"Calhoun, Millstone"
40.4111,-78.8446,2010,13,"Cambria, Vinco"
37.2338,-79.2895,2010,1,"Campbell, Evington"
38.0533,-77.3473,2010,1,"Caroline, Bowling Green"
40.5209,-81.0031,2010,1,"Carroll, Harlem Springs"
36.6771,-80.6997,2010,2,"Carroll, Fancy Gap"
38.3318,-82.9371,2010,4,"Carter, Grayson"
38.3318,-82.9371,2010,17,"Carter, Grayson"
40.2174,-83.9635,2010,1,"Champaign, Rosewood"
40.2174,-83.9635,2010,37,"Champaign, Rosewood"
36.9933,-78.601,2010,1,"Charlotte, Drakes Branch"
36.9933,-78.601,2010,2,"Charlotte, Drakes Branch"
38.0374,-78.4856,2010,3,"Charlottesville (city), Charlottesville"
36.6778,-76.3024,2010,7,"Chesapeake (city), Chesapeake"
36.6778,-76.3024,2010,2,"Chesapeake (city), Chesapeake"
36.6778,-76.3024,2010,14,"Chesapeake (city), Chesapeake"
39.9639,-75.885,2010,5,"Chester, Pomeroy"
37.506,-77.6492,2010,69,"Chesterfield, Midlothian"
37.506,-77.6492,2010,6,"Chesterfield, Midlothian"
37.12,-87.4875,2010,19,"Christian, Mannington"
41.2106,-79.3803,2010,7,"Clarion, Clarion"
41.2106,-79.3803,2010,5,"Clarion, Clarion"
38.0014,-84.1908,2010,8,"Clark, Winchester"
39.1508,-77.9823,2010,4,"Clarke, Berryville"
41.1062,-78.7749,2010,1,"Clearfield, Sandy"
39.2325,-84.1532,2010,1,"Clermont, Goshen"
39.2325,-84.1532,2010,167,"Clermont, Goshen"
39.3224,-83.8109,2010,7,"Clinton, Martinsville"
39.3224,-83.8109,2010,17,"Clinton, Martinsville"
41.0094,-77.5306,2010,1,"Clinton, Lamar"
40.8871,-80.675,2010,2,"Columbiana, Columbiana"
40.8871,-80.675,2010,2,"Columbiana, Columbiana"
38.0842,-79.3842,2010,12,"Augusta, Craigsville"
38.0842,-79.3842,2010,2,"Augusta, Craigsville"
40.7392,-82.7773,2010,48,"Crawford, Galion"
40.7392,-82.7773,2010,2,"Crawford, Galion"
41.8176,-79.8364,2010,1,"Crawford, Canadohta Lake"
40.2422,-76.9274,2010,5,"Cumberland, Camp Hill"
37.6674,-78.0883,2010,2,"Cumberland, Cartersville"
41.4948,-81.5348,2010,12,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,21,"Cuyahoga, University Heights"
41.3259,-84.2855,2010,2,"Defiance, Jewell"
40.1679,-83.08,2010,82,"Delaware, Powell"
39.894,-75.4338,2010,6,"Delaware, Glen Riddle"
37.1026,-82.3763,2010,2,"Dickenson, McClure"
36.9853,-77.7219,2010,8,"Dinwiddie, McKenney"
41.5726,-78.6869,2010,6,"Elk, Wilcox"
36.6953,-77.5356,2010,25,"Emporia (city), Emporia"
42.2134,-79.8333,2010,54,"Erie, North East"
42.2134,-79.8333,2010,3,"Erie, North East"
37.9185,-76.8665,2010,1,"Essex, Tappahannock"
37.6969,-83.9685,2010,1,"Estill, Irvine"
37.6969,-83.9685,2010,6,"Estill, Irvine"
37.6917,-75.7182,2010,6,"Accomack, Onley"
38.8559,-83.4713,2010,6,"Adams, Dunkinsville"
38.8559,-83.4713,2010,50,"Adams, Dunkinsville"
38.8559,-83.4713,2010,1,"Adams, Dunkinsville"
39.8826,-77.1569,2010,29,"Adams, Hunterstown"
38.8184,-77.0861,2010,5,"Alexandria (city), Alexandria"
37.3366,-77.9882,2010,1,"Amelia, Amelia Court House"
37.3366,-77.9882,2010,1,"Amelia, Amelia Court House"
37.4487,-79.1058,2010,7,"Amherst, Madison Heights"
37.4487,-79.1058,2010,2,"Amherst, Madison Heights"
38.089,-84.935,2010,2,"Anderson, Alton"
38.8786,-77.1011,2010,38,"Arlington, Arlington"
38.8786,-77.1011,2010,4,"Arlington, Arlington"
40.9214,-82.2818,2010,82,"Ashland, Nankin"
40.9214,-82.2818,2010,2,"Ashland, Nankin"
41.8567,-80.6173,2010,3,"Ashtabula, Kelloggsville"
41.8567,-80.6173,2010,3,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2010,122,"Athens, Chauncey"
39.4005,-82.1261,2010,3,"Athens, Chauncey"
40.6513,-84.146,2010,6,"Auglaize, Cridersville"
38.1939,-79.0087,2010,2,"Augusta, Verona"
38.1939,-79.0087,2010,3,"Augusta, Verona"
37.0048,-85.9264,2010,2,"Barren, Glasgow"
37.0048,-85.9264,2010,37,"Barren, Glasgow"
37.0048,-85.9264,2010,1,"Barren, Glasgow"
36.5942,-83.8774,2010,1,"Bell, Fonde"
36.5942,-83.8774,2010,2,"Bell, Fonde"
36.5942,-83.8774,2010,1,"Bell, Fonde"
39.458,-77.9779,2010,7,"Berkeley, Martinsburg"
39.458,-77.9779,2010,1,"Berkeley, Martinsburg"
40.3495,-76.1391,2010,6,"Berks, Robesonia"
40.6864,-78.2272,2010,1,"Blair, Northwood"
37.1521,-81.1501,2010,1,"Bland, Bastian"
38.9472,-84.6731,2010,6,"Boone, Union"
37.9713,-81.7138,2010,2,"Boone, Van"
37.4167,-79.8779,2010,1,"Botetourt, Troutville"
38.1425,-84.1101,2010,39,"Bourbon, North Middletown"
38.3354,-82.7816,2010,254,"Boyd, Rush"
38.3354,-82.7816,2010,1,"Boyd, Rush"
38.6818,-84.0666,2010,1,"Bracken, Brooksville"
38.5632,-80.8979,2010,1,"Braxton, Strange Creek"
36.618,-82.1607,2010,45,"Bristol (city), Bristol"
36.618,-82.1607,2010,1,"Bristol (city), Bristol"
40.2811,-80.6102,2010,3,"Brooke, Wellsburg"
38.8673,-83.7878,2010,35,"Brown, Russellville"
38.8673,-83.7878,2010,2,"Brown, Russellville"
37.2473,-81.8015,2010,1,"Buchanan, Jewell Valley"
37.494,-78.6333,2010,9,"Buckingham, Toga"
37.7316,-79.3565,2010,2,"Buena Vista (city), Buena Vista"
37.7316,-79.3565,2010,1,"Buena Vista (city), Buena Vista"
37.2093,-86.8921,2010,1,"Butler, Rochester"
39.3938,-84.5652,2010,3,"Butler, Hamilton"
39.3938,-84.5652,2010,15,"Butler, Hamilton"
40.9505,-79.74,2010,49,"Butler, Chicora"
40.9505,-79.74,2010,1,"Butler, Chicora"
38.4154,-82.3188,2010,16,"Cabell, Pea Ridge"
40.4111,-78.8446,2010,57,"Cambria, Vinco"
40.4111,-78.8446,2010,10,"Cambria, Vinco"
39.0401,-84.4815,2010,17,"Campbell, Wilder"
40.8289,-75.7009,2010,3,"Carbon, Weissport"
36.9081,-88.8869,2010,2,"Carlisle, Cunningham"
38.6098,-85.0681,2010,29,"Carroll, Worthville"
38.6098,-85.0681,2010,1,"Carroll, Worthville"
38.3318,-82.9371,2010,210,"Carter, Grayson"
37.4551,-84.9875,2010,7,"Casey, Chilton"
40.2174,-83.9635,2010,4,"Champaign, Rosewood"
38.0374,-78.4856,2010,1,"Charlottesville (city), Charlottesville"
37.506,-77.6492,2010,3,"Chesterfield, Midlothian"
41.2106,-79.3803,2010,1,"Clarion, Clarion"
41.2106,-79.3803,2010,1,"Clarion, Clarion"
38.0014,-84.1908,2010,6,"Clark, Winchester"
39.8862,-84.0243,2010,3,"Clark, Crystal Lakes"
39.8862,-84.0243,2010,3,"Clark, Crystal Lakes"
39.1508,-77.9823,2010,1,"Clarke, Berryville"
38.4662,-81.0815,2010,9,"Clay, Clay"
41.1062,-78.7749,2010,14,"Clearfield, Sandy"
36.8051,-85.0683,2010,11,"Clinton, Cumberland City"
38.2565,-76.9784,2010,1,"Westmoreland, Colonial Beach"
41.0177,-76.4969,2010,3,"Columbia, Buckhorn"
40.2761,-81.7517,2010,2,"Coshocton, West Lafayette"
40.2761,-81.7517,2010,4,"Coshocton, West Lafayette"
38.0842,-79.3842,2010,2,"Augusta, Craigsville"
40.7392,-82.7773,2010,2,"Crawford, Galion"
41.8176,-79.8364,2010,15,"Crawford, Canadohta Lake"
41.8176,-79.8364,2010,14,"Crawford, Canadohta Lake"
36.8051,-85.0683,2010,4,"Clinton, Cumberland City"
37.6674,-78.0883,2010,1,"Cumberland, Cartersville"
41.4948,-81.5348,2010,1,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,462,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,7,"Cuyahoga, University Heights"
36.5831,-79.4088,2010,8,"Danville (city), Danville"
40.2802,-84.6384,2010,2,"Darke, Rossburg"
40.2802,-84.6384,2010,2,"Darke, Rossburg"
40.2802,-84.6384,2010,1,"Darke, Rossburg"
40.2752,-76.8843,2010,7,"Dauphin, Harrisburg"
40.2752,-76.8843,2010,27,"Dauphin, Harrisburg"
37.7892,-86.9805,2010,27,"Daviess, Ensor"
41.3259,-84.2855,2010,12,"Defiance, Jewell"
39.894,-75.4338,2010,12,"Delaware, Glen Riddle"
39.894,-75.4338,2010,15,"Delaware, Glen Riddle"
39.894,-75.4338,2010,1,"Delaware, Glen Riddle"
37.1803,-85.3197,2010,6,"Adair, Cane Valley"
39.8826,-77.1569,2010,14,"Adams, Hunterstown"
38.041,-78.5222,2010,2,"Albemarle, University Heights"
38.041,-78.5222,2010,3,"Albemarle, University Heights"
38.8184,-77.0861,2010,1,"Alexandria (city), Alexandria"
40.4001,-80.1873,2010,236,"Allegheny, Oakdale"
40.8305,-84.0848,2010,43,"Allen, Cairo"
40.8305,-84.0848,2010,2,"Allen, Cairo"
37.3366,-77.9882,2010,1,"Amelia, Amelia Court House"
37.4487,-79.1058,2010,31,"Amherst, Madison Heights"
38.8786,-77.1011,2010,8,"Arlington, Arlington"
40.9185,-79.4603,2010,3,"Armstrong, Templeton"
40.9214,-82.2818,2010,13,"Ashland, Nankin"
40.9214,-82.2818,2010,8,"Ashland, Nankin"
41.8567,-80.6173,2010,1,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2010,14,"Athens, Chauncey"
37.0846,-88.8827,2010,1,"Ballard, Kevil"
38.1193,-83.6156,2010,1,"Bath, Salt Lick"
40.5989,-80.4738,2010,87,"Beaver, Hookstown"
40.5989,-80.4738,2010,1,"Beaver, Hookstown"
36.5942,-83.8774,2010,4,"Bell, Fonde"
36.5942,-83.8774,2010,4,"Bell, Fonde"
40.1621,-81.1313,2010,2,"Belmont, Holloway"
39.458,-77.9779,2010,1,"Berkeley, Martinsburg"
40.3495,-76.1391,2010,13,"Berks, Robesonia"
40.3495,-76.1391,2010,26,"Berks, Robesonia"
40.6864,-78.2272,2010,1,"Blair, Northwood"
40.6864,-78.2272,2010,103,"Blair, Northwood"
40.6864,-78.2272,2010,17,"Blair, Northwood"
40.6864,-78.2272,2010,11,"Blair, Northwood"
38.9472,-84.6731,2010,1,"Boone, Union"
38.9472,-84.6731,2010,3,"Boone, Union"
37.4167,-79.8779,2010,1,"Botetourt, Troutville"
37.4167,-79.8779,2010,10,"Botetourt, Troutville"
38.1425,-84.1101,2010,2,"Bourbon, North Middletown"
37.5855,-84.7903,2010,1,"Boyle, Junction City"
38.5632,-80.8979,2010,17,"Braxton, Strange Creek"
37.4215,-83.4585,2010,63,"Breathitt, Talbert"
37.8312,-86.6304,2010,10,"Breckinridge, Cloverport"
38.8673,-83.7878,2010,2,"Brown, Russellville"
38.8673,-83.7878,2010,1,"Brown, Russellville"
36.8553,-77.8937,2010,1,"Brunswick, Alberta"
37.2473,-81.8015,2010,1,"Buchanan, Jewell Valley"
37.2473,-81.8015,2010,12,"Buchanan, Jewell Valley"
37.494,-78.6333,2010,1,"Buckingham, Toga"
37.494,-78.6333,2010,2,"Buckingham, Toga"
40.1015,-74.8852,2010,63,"Bucks, West Bristol"
37.7316,-79.3565,2010,1,"Buena Vista (city), Buena Vista"
39.3938,-84.5652,2010,2,"Butler, Hamilton"
38.4154,-82.3188,2010,23,"Cabell, Pea Ridge"
37.2085,-88.0604,2010,8,"Caldwell, Fredonia"
40.4111,-78.8446,2010,1,"Cambria, Vinco"
40.4111,-78.8446,2010,2,"Cambria, Vinco"
39.0401,-84.4815,2010,4,"Campbell, Wilder"
39.0401,-84.4815,2010,5,"Campbell, Wilder"
39.0401,-84.4815,2010,5,"Campbell, Wilder"
37.2338,-79.2895,2010,3,"Campbell, Evington"
40.8289,-75.7009,2010,3,"Carbon, Weissport"
36.9081,-88.8869,2010,2,"Carlisle, Cunningham"
38.6098,-85.0681,2010,4,"Carroll, Worthville"
40.5209,-81.0031,2010,8,"Carroll, Harlem Springs"
36.6771,-80.6997,2010,1,"Carroll, Fancy Gap"
37.4551,-84.9875,2010,14,"Casey, Chilton"
40.98,-77.7057,2010,2,"Centre, Mount Eagle"
36.6778,-76.3024,2010,119,"Chesapeake (city), Chesapeake"
36.6778,-76.3024,2010,2,"Chesapeake (city), Chesapeake"
39.9639,-75.885,2010,9,"Chester, Pomeroy"
37.506,-77.6492,2010,10,"Chesterfield, Midlothian"
37.506,-77.6492,2010,1,"Chesterfield, Midlothian"
37.12,-87.4875,2010,18,"Christian, Mannington"
37.12,-87.4875,2010,1,"Christian, Mannington"
38.0014,-84.1908,2010,1,"Clark, Winchester"
39.8862,-84.0243,2010,1,"Clark, Crystal Lakes"
37.1464,-83.7635,2010,2,"Clay, Manchester"
41.1062,-78.7749,2010,29,"Clearfield, Sandy"
39.2325,-84.1532,2010,52,"Clermont, Goshen"
36.8051,-85.0683,2010,4,"Clinton, Cumberland City"
41.0094,-77.5306,2010,8,"Clinton, Lamar"
41.0094,-77.5306,2010,1,"Clinton, Lamar"
38.2565,-76.9784,2010,13,"Westmoreland, Colonial Beach"
38.2565,-76.9784,2010,1,"Westmoreland, Colonial Beach"
