经度,纬度,年份,数目,地名
41.7806,-79.0941,2010,1,"Warren, Clarendon"
40.3312,-79.677,2010,2,"Westmoreland, Westmoreland City"
38.3319,-77.4655,2010,1,"Stafford, Falmouth"
36.5882,-76.6847,2010,1,"Suffolk (city), Whaleyville"
41.3957,-75.2731,2010,1,"Wayne, Wallenpaupack Lake Estates"
39.9163,-76.5841,2010,1,"York, Windsor"
38.8559,-83.4713,2011,1,"Adams, Dunkinsville"
40.9214,-82.2818,2011,1,"Ashland, Nankin"
39.4005,-82.1261,2011,4,"Athens, Chauncey"
38.1425,-84.1101,2011,1,"Bourbon, North Middletown"
36.666,-81.6382,2010,1,"Washington, Konnarock"
40.4001,-80.1873,2011,8,"Allegheny, Oakdale"
38.8786,-77.1011,2011,2,"Arlington, Arlington"
41.462,-80.6656,2010,4,"Trumbull, Gustavus"
40.3264,-80.4091,2010,1,"Washington, Cross Creek"
40.9864,-81.9948,2010,2,"Wayne, Burbank"
36.8862,-81.192,2010,1,"Wythe, Crockett"
37.8865,-79.9795,2011,1,"Alleghany, Falling Spring"
41.8567,-80.6173,2011,2,"Ashtabula, Kelloggsville"
38.1193,-83.6156,2011,1,"Bath, Salt Lick"
37.3866,-79.7253,2011,1,"Bedford, Montvale"
40.6864,-78.2272,2011,1,"Blair, Northwood"
37.2473,-81.8015,2011,1,"Buchanan, Jewell Valley"
36.9725,-86.4371,2010,1,"Warren, Bowling Green"
39.8826,-77.1569,2011,1,"Adams, Hunterstown"
40.8305,-84.0848,2011,2,"Allen, Cairo"
37.494,-78.6333,2011,1,"Buckingham, Toga"
40.9185,-79.4603,2011,2,"Armstrong, Templeton"
39.458,-77.9779,2011,1,"Berkeley, Martinsburg"
38.416,-77.8267,2011,1,"Culpeper, Lignum"
39.9487,-83.2993,2010,4,"Madison, West Jefferson"
39.5013,-80.1696,2010,1,"Marion, Barrackville"
39.6323,-84.2725,2010,2,"Montgomery, Miamisburg"
38.6653,-78.4545,2010,1,"Page, Luray"
38.6823,-77.2604,2010,1,"Prince William, Occoquan"
40.9345,-82.4502,2010,2,"Richland, Adario"
38.1982,-77.5885,2010,3,"Spotsylvania, Spotsylvania Courthouse"
40.8006,-84.7746,2010,1,"Van Wert, Wren"
36.7335,-76.0435,2010,1,"Virginia Beach (city), Virginia Beach"
39.3496,-84.1236,2010,2,"Warren, Morrow"
36.8404,-84.8506,2010,1,"Wayne, Monticello"
37.4662,-87.7342,2010,1,"Webster, Lisman"
36.9321,-84.1004,2010,1,"Whitley, Corbin"
38.8673,-83.7878,2011,1,"Brown, Russellville"
38.3318,-82.9371,2011,1,"Carter, Grayson"
39.3224,-83.8109,2011,1,"Clinton, Martinsville"
40.2752,-76.8843,2011,2,"Dauphin, Harrisburg"
40.1679,-83.08,2011,3,"Delaware, Powell"
40.4111,-78.8446,2011,1,"Cambria, Vinco"
40.5209,-81.0031,2011,1,"Carroll, Harlem Springs"
36.6778,-76.3024,2011,1,"Chesapeake (city), Chesapeake"
39.9639,-75.885,2011,6,"Chester, Pomeroy"
41.4948,-81.5348,2011,6,"Cuyahoga, University Heights"
38.8514,-77.1579,2011,15,"Fairfax, Lake Barcroft"
39.264,-78.3319,2011,4,"Frederick, Gore"
40.9348,-83.8235,2011,5,"Hancock, Mount Cory"
36.8155,-83.4045,2011,1,"Harlan, South Wallins"
42.2134,-79.8333,2011,2,"Erie, North East"
41.1045,-82.6137,2011,2,"Huron, North Fairfield"
40.0903,-79.5872,2011,2,"Fayette, Everson"
38.3228,-84.8955,2011,3,"Franklin, Ottusville"
39.7243,-77.515,2011,1,"Franklin, Pen Mar"
41.7113,-83.9053,2011,1,"Fulton, Metamora"
39.932,-77.9958,2011,1,"Fulton, McConnellsburg"
41.3722,-81.0591,2011,1,"Geauga, Parkman"
39.1864,-84.763,2011,13,"Hamilton, Hooven"
38.2529,-83.3185,2010,1,"Rowan, Haldeman"
40.4389,-84.2597,2010,1,"Shelby, Kettlersville"
41.0802,-81.5219,2010,2,"Summit, Akron"
39.3938,-84.5652,2011,1,"Butler, Hamilton"
39.894,-75.4338,2011,19,"Delaware, Glen Riddle"
36.9853,-77.7219,2011,1,"Dinwiddie, McKenney"
38.6355,-77.6661,2011,2,"Fauquier, Calverton"
38.8862,-82.1463,2011,1,"Gallia, Addison"
40.3495,-76.1391,2011,4,"Berks, Robesonia"
37.506,-77.6492,2011,5,"Chesterfield, Midlothian"
38.4949,-82.6911,2011,1,"Greenup, Bellefonte"
36.8051,-85.0683,2011,1,"Clinton, Cumberland City"
41.4011,-82.808,2011,1,"Erie, Castalia"
39.1117,-82.6108,2011,2,"Jackson, Coalton"
38.0533,-77.3473,2011,1,"Caroline, Bowling Green"
38.1059,-84.5255,2011,1,"Fayette, Greendale"
39.8665,-83.0703,2011,13,"Franklin, Grove City"
38.3318,-82.9371,2011,2,"Carter, Grayson"
40.0221,-81.5868,2011,2,"Guernsey, Cambridge"
37.7668,-77.3706,2011,1,"Hanover, Hanover"
37.8193,-85.9358,2011,1,"Hardin, Radcliff"
41.4846,-75.666,2011,2,"Lackawanna, Chinchilla"
39.832,-76.3275,2011,2,"Lancaster, Holtwood"
40.7841,-76.6713,2011,1,"Northumberland, Trevorton"
40.0076,-75.134,2011,281,"Philadelphia, Philadelphia"
38.2907,-85.6333,2011,17,"Jefferson, Glenview Manor"
39.9595,-82.4129,2011,5,"Licking, Jacksontown"
41.6639,-83.582,2011,1,"Lucas, Toledo"
41.3338,-75.8214,2011,3,"Luzerne, Exeter"
41.4884,-82.0978,2011,3,"Lorain, Sheffield Lake"
41.3265,-76.9455,2011,1,"Lycoming, Warrensville"
40.2111,-75.2744,2011,1,"Montgomery, North Wales"
41.3128,-81.9157,2011,2,"Lorain, Columbia Hills Corners"
41.4045,-75.183,2011,4,"Pike, Tafton"
38.6823,-77.2604,2011,1,"Prince William, Occoquan"
36.7588,-78.7914,2011,3,"Halifax, Scottsburg"
41.2162,-83.3285,2011,1,"Seneca, Amsden"
38.0068,-77.9061,2011,1,"Louisa, Mineral"
40.9207,-81.0231,2011,3,"Mahoning, Sebring"
41.0348,-82.0122,2011,3,"Medina, Lodi"
37.2245,-83.2752,2011,1,"Perry, Avawam"
38.486,-81.3502,2011,5,"Kanawha, Clendenin"
40.6666,-75.5072,2011,6,"Lehigh, Stiles"
39.0292,-82.034,2011,1,"Meigs, Pomeroy"
37.0675,-80.4405,2011,1,"Montgomery, Riner"
40.4007,-83.5444,2011,1,"Logan, West Mansfield"
40.4113,-84.7761,2011,1,"Mercer, Fort Recovery"
39.7927,-84.3165,2011,1,"Montgomery, Trotwood"
38.3354,-82.7816,2011,1,"Boyd, Rush"
40.1015,-74.8852,2011,16,"Bucks, West Bristol"
39.2325,-84.1532,2011,4,"Clermont, Goshen"
38.1982,-77.5885,2011,2,"Spotsylvania, Spotsylvania Courthouse"
37.1909,-81.6387,2011,1,"Tazewell, Amonate"
40.5609,-81.495,2011,1,"Tuscarawas, Parral"
40.9864,-81.9948,2011,3,"Wayne, Burbank"
37.4807,-82.0632,2011,1,"Pike, Argo"
38.6823,-77.2604,2011,1,"Prince William, Occoquan"
39.4069,-83.1842,2011,3,"Ross, Frankfort"
36.8615,-82.7774,2011,1,"Wise, Big Stone Gap"
39.8826,-77.1569,2012,1,"Adams, Hunterstown"
40.8305,-84.0848,2012,6,"Allen, Cairo"
41.6795,-77.069,2011,1,"Tioga, Blossburg"
40.8006,-84.7746,2011,1,"Van Wert, Wren"
41.3957,-75.2731,2011,1,"Wayne, Wallenpaupack Lake Estates"
39.9163,-76.5841,2011,2,"York, Windsor"
38.8559,-83.4713,2012,1,"Adams, Dunkinsville"
37.6119,-82.7291,2012,1,"Floyd, Allen City"
37.4487,-79.1058,2012,1,"Amherst, Madison Heights"
40.8565,-76.235,2011,2,"Schuylkill, Ringtown"
38.8786,-77.1011,2012,1,"Arlington, Arlington"
41.7606,-76.1763,2012,2,"Bradford, Stevensville"
37.6274,-77.4322,2011,2,"Henrico, Chamberlayne Heights"
39.0302,-77.4712,2011,1,"Loudoun, Ashburn"
38.2204,-84.4699,2011,1,"Scott, Newtown"
40.8159,-81.4165,2011,2,"Stark, Meyers Lake"
36.8404,-84.8506,2011,1,"Wayne, Monticello"
41.3236,-83.4363,2011,2,"Wood, Bradner"
37.1803,-85.3197,2012,1,"Adair, Cane Valley"
40.6295,-75.2024,2011,1,"Northampton, Raubsville"
40.0753,-80.6951,2011,2,"Ohio, Wheeling"
39.1517,-82.9102,2011,1,"Pike, Omega"
41.388,-83.3218,2011,1,"Sandusky, Gibsonburg"
38.9927,-80.2279,2011,1,"Upshur, Buckhannon"
37.4027,-84.4144,2011,2,"Rockcastle, Brodhead"
38.7383,-82.842,2011,1,"Scioto, Wheelersburg"
41.462,-80.6656,2011,1,"Trumbull, Gustavus"
40.3264,-80.4091,2011,3,"Washington, Cross Creek"
38.4604,-80.3731,2011,1,"Webster, Parcoal"
40.3312,-79.677,2011,2,"Westmoreland, Westmoreland City"
37.8865,-79.9795,2012,1,"Alleghany, Falling Spring"
38.6823,-77.2604,2011,5,"Prince William, Occoquan"
37.2747,-79.8886,2011,1,"Roanoke, Vinton"
40.4389,-84.2597,2011,3,"Shelby, Kettlersville"
39.0551,-78.3681,2011,1,"Shenandoah, Lebanon Church"
38.3319,-77.4655,2011,1,"Stafford, Falmouth"
41.0802,-81.5219,2011,1,"Summit, Akron"
37.2642,-78.682,2012,1,"Appomattox, Pamplin"
37.3866,-79.7253,2012,1,"Bedford, Montvale"
40.3495,-76.1391,2012,2,"Berks, Robesonia"
40.1015,-74.8852,2012,7,"Bucks, West Bristol"
42.2134,-79.8333,2012,3,"Erie, North East"
38.4154,-82.3188,2012,1,"Cabell, Pea Ridge"
37.2338,-79.2895,2012,1,"Campbell, Evington"
38.416,-77.8267,2012,1,"Culpeper, Lignum"
38.6355,-77.6661,2012,2,"Fauquier, Calverton"
41.7113,-83.9053,2012,1,"Fulton, Metamora"
38.8673,-83.7878,2012,1,"Brown, Russellville"
39.9639,-75.885,2012,2,"Chester, Pomeroy"
41.4948,-81.5348,2012,24,"Cuyahoga, University Heights"
38.8514,-77.1579,2012,17,"Fairfax, Lake Barcroft"
39.264,-78.3319,2012,1,"Frederick, Gore"
39.3938,-84.5652,2012,3,"Butler, Hamilton"
40.4111,-78.8446,2012,1,"Cambria, Vinco"
39.3224,-83.8109,2012,1,"Clinton, Martinsville"
40.2752,-76.8843,2012,2,"Dauphin, Harrisburg"
37.9185,-76.8665,2012,1,"Essex, Tappahannock"
39.8665,-83.0703,2012,7,"Franklin, Grove City"
38.7326,-84.5966,2012,1,"Grant, Sherman"
38.3318,-82.9371,2012,1,"Carter, Grayson"
40.0221,-81.5868,2012,1,"Guernsey, Cambridge"
36.839,-78.7284,2012,2,"Halifax, Clover"
39.1734,-78.1745,2011,2,"Winchester (city), Winchester"
40.4001,-80.1873,2012,10,"Allegheny, Oakdale"
36.8553,-77.8937,2012,1,"Brunswick, Alberta"
39.0401,-84.4815,2012,1,"Campbell, Wilder"
39.8862,-84.0243,2012,1,"Clark, Crystal Lakes"
36.8051,-85.0683,2012,1,"Clinton, Cumberland City"
40.6513,-84.146,2012,9,"Auglaize, Cridersville"
40.2802,-84.6384,2012,1,"Darke, Rossburg"
41.4011,-82.808,2012,4,"Erie, Castalia"
40.9348,-83.8235,2012,8,"Hancock, Mount Cory"
37.7668,-77.3706,2012,1,"Hanover, Hanover"
38.8656,-81.8235,2012,1,"Jackson, Cottageville"
39.3242,-77.7517,2012,1,"Jefferson, Bolivar"
38.486,-81.3502,2012,6,"Kanawha, Clendenin"
37.494,-78.6333,2012,1,"Buckingham, Toga"
40.6666,-75.5072,2012,4,"Lehigh, Stiles"
41.8567,-80.6173,2012,4,"Ashtabula, Kelloggsville"
37.2473,-81.8015,2012,1,"Buchanan, Jewell Valley"
38.0645,-85.7146,2012,1,"Bullitt, Brooks"
36.5892,-88.4381,2012,1,"Calloway, Lynn Grove"
37.506,-77.6492,2012,5,"Chesterfield, Midlothian"
40.1679,-83.08,2012,2,"Delaware, Powell"
39.894,-75.4338,2012,18,"Delaware, Glen Riddle"
36.9853,-77.7219,2012,1,"Dinwiddie, McKenney"
39.0747,-83.3871,2012,2,"Highland, Sinking Spring"
39.0338,-84.5675,2012,1,"Kenton, Lakeside Park"
37.494,-78.6333,2012,2,"Buckingham, Toga"
37.6274,-77.4322,2012,5,"Henrico, Chamberlayne Heights"
37.3799,-76.8041,2012,2,"James City, Toano"
40.8618,-80.2625,2012,1,"Lawrence, Ellport"
41.1045,-82.6137,2012,1,"Huron, North Fairfield"
40.0903,-79.5872,2012,2,"Fayette, Everson"
39.7243,-77.515,2012,1,"Franklin, Pen Mar"
41.3722,-81.0591,2012,1,"Geauga, Parkman"
39.1864,-84.763,2012,15,"Hamilton, Hooven"
36.8155,-83.4045,2012,1,"Harlan, South Wallins"
37.1638,-82.7493,2012,1,"Letcher, Millstone"
39.9595,-82.4129,2012,2,"Licking, Jacksontown"
39.0302,-77.4712,2012,2,"Loudoun, Ashburn"
39.1117,-82.6108,2012,1,"Jackson, Coalton"
36.954,-83.3907,2012,2,"Leslie, Helton"
39.9487,-83.2993,2012,3,"Madison, West Jefferson"
40.9207,-81.0231,2012,7,"Mahoning, Sebring"
41.3265,-76.9455,2012,1,"Lycoming, Warrensville"
38.2001,-80.8512,2012,1,"Nicholas, Mount Nebo"
36.8945,-76.259,2012,4,"Norfolk (city), Norfolk"
40.7841,-76.6713,2012,1,"Northumberland, Trevorton"
40.0076,-75.134,2012,150,"Philadelphia, Philadelphia"
39.9476,-79.9986,2012,1,"Greene, Rices Landing"
37.8512,-87.3542,2012,1,"Henderson, Reed"
36.866,-76.8308,2012,1,"Isle of Wight, Zuni"
38.2907,-85.6333,2012,19,"Jefferson, Glenview Manor"
40.337,-76.448,2012,2,"Lebanon, Pleasant Hill"
41.6639,-83.582,2012,5,"Lucas, Toledo"
39.5013,-80.1696,2012,1,"Marion, Barrackville"
41.5853,-82.8369,2012,1,"Ottawa, Catawba Island"
41.0245,-81.0501,2012,5,"Portage, Deerfield"
37.6301,-79.5431,2012,1,"Rockbridge, Natural Bridge"
36.7588,-78.7914,2012,1,"Halifax, Scottsburg"
40.6209,-82.6618,2012,2,"Morrow, Shauck"
40.8565,-76.235,2012,3,"Schuylkill, Ringtown"
37.0675,-80.4405,2012,1,"Montgomery, Riner"
41.1798,-84.7378,2012,1,"Paulding, Antwerp"
38.6601,-78.9061,2012,1,"Rockingham, Fulks Run"
40.8159,-81.4165,2012,3,"Stark, Meyers Lake"
37.9366,-85.9915,2012,2,"Meade, Muldraugh"
41.0348,-82.0122,2012,2,"Medina, Lodi"
41.177,-75.418,2012,1,"Monroe, Tobyhanna"
38.2484,-78.1125,2012,1,"Orange, Orange"
36.9342,-80.7255,2012,2,"Pulaski, Allisonia"
38.3355,-85.4839,2012,2,"Oldham, Crestwood"
38.6562,-78.2322,2012,2,"Rappahannock, Sperryville"
41.4884,-82.0978,2012,9,"Lorain, Sheffield Lake"
39.832,-76.3275,2012,2,"Lancaster, Holtwood"
36.666,-78.3908,2012,5,"Mecklenburg, Boydton"
39.6323,-84.2725,2012,1,"Montgomery, Miamisburg"
37.8996,-85.2196,2012,2,"Nelson, Chaplin"
38.6653,-78.4545,2012,1,"Page, Luray"
39.9163,-76.5841,2012,3,"York, Windsor"
38.8786,-77.1011,2013,3,"Arlington, Arlington"
39.4005,-82.1261,2013,2,"Athens, Chauncey"
38.3354,-82.7816,2013,3,"Boyd, Rush"
38.8673,-83.7878,2013,1,"Brown, Russellville"
39.3496,-84.1236,2012,5,"Warren, Morrow"
40.3264,-80.4091,2012,1,"Washington, Cross Creek"
41.3236,-83.4363,2012,10,"Wood, Bradner"
41.8567,-80.6173,2013,2,"Ashtabula, Kelloggsville"
40.6864,-78.2272,2013,1,"Blair, Northwood"
39.0401,-84.4815,2013,1,"Campbell, Wilder"
38.0533,-77.3473,2013,1,"Caroline, Bowling Green"
40.98,-77.7057,2013,1,"Centre, Mount Eagle"
36.9933,-78.601,2013,3,"Charlotte, Drakes Branch"
41.4998,-79.8736,2012,1,"Venango, Cooperstown"
40.4001,-80.1873,2013,6,"Allegheny, Oakdale"
37.4487,-79.1058,2013,2,"Amherst, Madison Heights"
37.0048,-85.9264,2013,1,"Barren, Glasgow"
41.7606,-76.1763,2013,1,"Bradford, Stevensville"
41.7806,-79.0941,2012,1,"Warren, Clarendon"
40.3312,-79.677,2012,1,"Westmoreland, Westmoreland City"
40.1621,-81.1313,2013,1,"Belmont, Holloway"
40.3495,-76.1391,2013,7,"Berks, Robesonia"
37.4807,-82.0632,2012,2,"Pike, Argo"
39.7917,-84.7133,2012,1,"Preble, New Hope"
38.6823,-77.2604,2012,11,"Prince William, Occoquan"
38.9231,-78.1033,2012,2,"Warren, Apple Mountain Lake"
38.7881,-77.4494,2012,1,"Prince William, Yorkshire"
40.8305,-84.0848,2013,1,"Allen, Cairo"
37.2747,-79.8886,2012,2,"Roanoke, Vinton"
39.0551,-78.3681,2012,1,"Shenandoah, Lebanon Church"
38.3319,-77.4655,2012,11,"Stafford, Falmouth"
41.0802,-81.5219,2012,3,"Summit, Akron"
39.7927,-84.3165,2012,6,"Montgomery, Trotwood"
40.3951,-77.0278,2012,3,"Perry, Duncannon"
38.1982,-77.5885,2012,2,"Spotsylvania, Spotsylvania Courthouse"
41.462,-80.6656,2012,5,"Trumbull, Gustavus"
40.3533,-83.2628,2012,2,"Union, Magnetic Springs"
36.8862,-81.192,2012,2,"Wythe, Crockett"
36.6771,-80.6997,2013,1,"Carroll, Fancy Gap"
36.5831,-79.4088,2013,1,"Danville (city), Danville"
39.894,-75.4338,2013,16,"Delaware, Glen Riddle"
38.1059,-84.5255,2013,3,"Fayette, Greendale"
36.9725,-86.4371,2012,1,"Warren, Bowling Green"
40.6513,-84.146,2013,3,"Auglaize, Cridersville"
36.5942,-83.8774,2013,1,"Bell, Fonde"
38.0374,-78.4856,2013,1,"Charlottesville (city), Charlottesville"
38.416,-77.8267,2013,2,"Culpeper, Lignum"
41.1045,-82.6137,2013,1,"Huron, North Fairfield"
40.0903,-79.5872,2013,1,"Fayette, Everson"
38.3228,-84.8955,2013,2,"Franklin, Ottusville"
36.8051,-85.0683,2013,1,"Clinton, Cumberland City"
39.3224,-83.8109,2013,1,"Clinton, Martinsville"
40.2752,-76.8843,2013,2,"Dauphin, Harrisburg"
37.9607,-81.0795,2013,1,"Fayette, Thurmond"
39.6598,-83.7431,2013,2,"Greene, Jamestown"
36.9052,-76.8978,2013,1,"Southampton, Ivor"
38.2907,-85.6333,2013,14,"Jefferson, Glenview Manor"
40.5209,-81.0031,2013,1,"Carroll, Harlem Springs"
39.9639,-75.885,2013,6,"Chester, Pomeroy"
41.8176,-79.8364,2013,1,"Crawford, Canadohta Lake"
41.4948,-81.5348,2013,34,"Cuyahoga, University Heights"
38.8514,-77.1579,2013,16,"Fairfax, Lake Barcroft"
39.8665,-83.0703,2013,2,"Franklin, Grove City"
36.6015,-81.6257,2013,2,"Grayson, Whitetop"
40.9348,-83.8235,2013,12,"Hancock, Mount Cory"
37.7668,-77.3706,2013,3,"Hanover, Hanover"
40.8064,-83.5114,2013,1,"Hardin, Forest"
36.6778,-76.3024,2013,3,"Chesapeake (city), Chesapeake"
41.1062,-78.7749,2013,1,"Clearfield, Sandy"
38.6355,-77.6661,2013,1,"Fauquier, Calverton"
41.4011,-82.808,2013,8,"Erie, Castalia"
37.451,-82.7994,2013,2,"Floyd, Wayland"
36.8155,-83.4045,2013,1,"Harlan, South Wallins"
37.6274,-77.4322,2013,4,"Henrico, Chamberlayne Heights"
39.9595,-82.4129,2013,2,"Licking, Jacksontown"
39.0302,-77.4712,2013,1,"Loudoun, Ashburn"
41.3338,-75.8214,2013,1,"Luzerne, Exeter"
39.1864,-84.763,2013,21,"Hamilton, Hooven"
41.2508,-82.4915,2013,1,"Huron, Collins"
36.9853,-77.7219,2013,1,"Dinwiddie, McKenney"
36.8293,-79.9917,2013,1,"Franklin, Henry"
37.8806,-82.8382,2013,1,"Johnson, Sitka"
37.506,-77.6492,2013,11,"Chesterfield, Midlothian"
37.12,-87.4875,2013,1,"Christian, Mannington"
39.2325,-84.1532,2013,3,"Clermont, Goshen"
40.7392,-82.7773,2013,1,"Crawford, Galion"
40.2422,-76.9274,2013,1,"Cumberland, Camp Hill"
42.2134,-79.8333,2013,1,"Erie, North East"
40.6666,-75.5072,2013,1,"Lehigh, Stiles"
37.724,-84.2928,2013,2,"Madison, Richmond"
37.0675,-80.4405,2013,1,"Montgomery, Riner"
39.6522,-83.5564,2013,2,"Fayette, Jeffersonville"
41.0348,-82.0122,2013,1,"Medina, Lodi"
37.1052,-76.5185,2013,3,"Newport News (city), Newport News"
39.0338,-84.5675,2013,1,"Kenton, Lakeside Park"
41.6639,-83.582,2013,2,"Lucas, Toledo"
37.4004,-79.1911,2013,1,"Lynchburg (city), Lynchburg"
36.8945,-76.259,2013,1,"Norfolk (city), Norfolk"
37.2042,-77.3914,2013,1,"Petersburg (city), Petersburg"
40.0076,-75.134,2013,132,"Philadelphia, Philadelphia"
41.177,-75.418,2013,1,"Monroe, Tobyhanna"
40.6295,-75.2024,2013,1,"Northampton, Raubsville"
