经度,纬度,年份,数目,地名
40.2174,-83.9635,2010,37,"Champaign, Rosewood"
39.2325,-84.1532,2010,1,"Clermont, Goshen"
39.2325,-84.1532,2010,167,"Clermont, Goshen"
39.3224,-83.8109,2010,7,"Clinton, Martinsville"
39.3224,-83.8109,2010,17,"Clinton, Martinsville"
40.8871,-80.675,2010,2,"Columbiana, Columbiana"
40.8871,-80.675,2010,2,"Columbiana, Columbiana"
40.7392,-82.7773,2010,48,"Crawford, Galion"
40.7392,-82.7773,2010,2,"Crawford, Galion"
41.4948,-81.5348,2010,12,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,21,"Cuyahoga, University Heights"
41.3259,-84.2855,2010,2,"Defiance, Jewell"
40.1679,-83.08,2010,82,"Delaware, Powell"
38.8559,-83.4713,2010,6,"Adams, Dunkinsville"
38.8559,-83.4713,2010,50,"Adams, Dunkinsville"
38.8559,-83.4713,2010,1,"Adams, Dunkinsville"
40.9214,-82.2818,2010,82,"Ashland, Nankin"
40.9214,-82.2818,2010,2,"Ashland, Nankin"
41.8567,-80.6173,2010,3,"Ashtabula, Kelloggsville"
41.8567,-80.6173,2010,3,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2010,122,"Athens, Chauncey"
39.4005,-82.1261,2010,3,"Athens, Chauncey"
40.6513,-84.146,2010,6,"Auglaize, Cridersville"
38.8673,-83.7878,2010,35,"Brown, Russellville"
38.8673,-83.7878,2010,2,"Brown, Russellville"
39.3938,-84.5652,2010,3,"Butler, Hamilton"
39.3938,-84.5652,2010,15,"Butler, Hamilton"
40.2174,-83.9635,2010,4,"Champaign, Rosewood"
39.8862,-84.0243,2010,3,"Clark, Crystal Lakes"
39.8862,-84.0243,2010,3,"Clark, Crystal Lakes"
40.2761,-81.7517,2010,2,"Coshocton, West Lafayette"
40.2761,-81.7517,2010,4,"Coshocton, West Lafayette"
40.7392,-82.7773,2010,2,"Crawford, Galion"
41.4948,-81.5348,2010,1,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,462,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,7,"Cuyahoga, University Heights"
40.2802,-84.6384,2010,2,"Darke, Rossburg"
40.2802,-84.6384,2010,2,"Darke, Rossburg"
40.2802,-84.6384,2010,1,"Darke, Rossburg"
41.3259,-84.2855,2010,12,"Defiance, Jewell"
40.8305,-84.0848,2010,43,"Allen, Cairo"
40.8305,-84.0848,2010,2,"Allen, Cairo"
40.9214,-82.2818,2010,13,"Ashland, Nankin"
40.9214,-82.2818,2010,8,"Ashland, Nankin"
41.8567,-80.6173,2010,1,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2010,14,"Athens, Chauncey"
40.1621,-81.1313,2010,2,"Belmont, Holloway"
38.8673,-83.7878,2010,2,"Brown, Russellville"
38.8673,-83.7878,2010,1,"Brown, Russellville"
39.3938,-84.5652,2010,2,"Butler, Hamilton"
40.5209,-81.0031,2010,8,"Carroll, Harlem Springs"
39.8862,-84.0243,2010,1,"Clark, Crystal Lakes"
39.2325,-84.1532,2010,52,"Clermont, Goshen"
40.8871,-80.675,2010,11,"Columbiana, Columbiana"
40.8871,-80.675,2010,2,"Columbiana, Columbiana"
41.3259,-84.2855,2010,1,"Defiance, Jewell"
41.3259,-84.2855,2010,15,"Defiance, Jewell"
40.1679,-83.08,2010,13,"Delaware, Powell"
40.1679,-83.08,2010,4,"Delaware, Powell"
41.4011,-82.808,2010,30,"Erie, Castalia"
38.8559,-83.4713,2010,3,"Adams, Dunkinsville"
38.8559,-83.4713,2010,59,"Adams, Dunkinsville"
38.8559,-83.4713,2010,12,"Adams, Dunkinsville"
40.8305,-84.0848,2010,15,"Allen, Cairo"
40.9214,-82.2818,2010,12,"Ashland, Nankin"
40.9214,-82.2818,2010,6,"Ashland, Nankin"
41.8567,-80.6173,2010,26,"Ashtabula, Kelloggsville"
41.8567,-80.6173,2010,1,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2010,40,"Athens, Chauncey"
39.4005,-82.1261,2010,9,"Athens, Chauncey"
38.8673,-83.7878,2010,1,"Brown, Russellville"
38.8673,-83.7878,2010,21,"Brown, Russellville"
39.3938,-84.5652,2010,127,"Butler, Hamilton"
39.3938,-84.5652,2010,12,"Butler, Hamilton"
39.8862,-84.0243,2010,26,"Clark, Crystal Lakes"
39.2325,-84.1532,2010,19,"Clermont, Goshen"
39.2325,-84.1532,2010,4,"Clermont, Goshen"
39.3224,-83.8109,2010,68,"Clinton, Martinsville"
40.8871,-80.675,2010,9,"Columbiana, Columbiana"
40.7392,-82.7773,2010,6,"Crawford, Galion"
41.4948,-81.5348,2010,81,"Cuyahoga, University Heights"
41.4948,-81.5348,2010,13,"Cuyahoga, University Heights"
40.2802,-84.6384,2010,1,"Darke, Rossburg"
41.3259,-84.2855,2010,31,"Defiance, Jewell"
41.3259,-84.2855,2010,2,"Defiance, Jewell"
40.1679,-83.08,2010,2,"Delaware, Powell"
41.4011,-82.808,2010,1,"Erie, Castalia"
41.1045,-82.6137,2010,1,"Huron, North Fairfield"
41.1045,-82.6137,2010,1,"Huron, North Fairfield"
38.8559,-83.4713,2010,4,"Adams, Dunkinsville"
38.8559,-83.4713,2010,1,"Adams, Dunkinsville"
40.8305,-84.0848,2010,1,"Allen, Cairo"
40.8305,-84.0848,2010,2,"Allen, Cairo"
40.8305,-84.0848,2010,20,"Allen, Cairo"
40.8305,-84.0848,2010,3,"Allen, Cairo"
39.4005,-82.1261,2010,2,"Athens, Chauncey"
40.6513,-84.146,2010,7,"Auglaize, Cridersville"
40.1621,-81.1313,2010,2,"Belmont, Holloway"
40.1621,-81.1313,2010,10,"Belmont, Holloway"
40.2174,-83.9635,2010,19,"Champaign, Rosewood"
40.2174,-83.9635,2010,1,"Champaign, Rosewood"
39.2325,-84.1532,2010,1,"Clermont, Goshen"
39.2325,-84.1532,2010,78,"Clermont, Goshen"
39.2325,-84.1532,2010,5,"Clermont, Goshen"
39.3224,-83.8109,2010,1,"Clinton, Martinsville"
40.7392,-82.7773,2010,16,"Crawford, Galion"
41.4948,-81.5348,2010,3,"Cuyahoga, University Heights"
40.1679,-83.08,2010,1123,"Delaware, Powell"
40.1679,-83.08,2010,10,"Delaware, Powell"
41.4011,-82.808,2010,3,"Erie, Castalia"
41.1045,-82.6137,2010,16,"Huron, North Fairfield"
41.1045,-82.6137,2010,1,"Huron, North Fairfield"
41.1045,-82.6137,2010,24,"Huron, North Fairfield"
41.1045,-82.6137,2010,3,"Huron, North Fairfield"
38.8559,-83.4713,2010,119,"Adams, Dunkinsville"
38.8559,-83.4713,2010,1,"Adams, Dunkinsville"
41.8567,-80.6173,2010,42,"Ashtabula, Kelloggsville"
40.1621,-81.1313,2010,1,"Belmont, Holloway"
40.1621,-81.1313,2010,3,"Belmont, Holloway"
38.8673,-83.7878,2010,4,"Brown, Russellville"
39.3938,-84.5652,2010,223,"Butler, Hamilton"
40.5209,-81.0031,2010,1,"Carroll, Harlem Springs"
39.2325,-84.1532,2010,3,"Clermont, Goshen"
39.3224,-83.8109,2010,33,"Clinton, Martinsville"
40.2761,-81.7517,2010,1,"Coshocton, West Lafayette"
40.7392,-82.7773,2010,4,"Crawford, Galion"
40.2802,-84.6384,2010,20,"Darke, Rossburg"
40.2802,-84.6384,2010,2,"Darke, Rossburg"
41.3259,-84.2855,2010,24,"Defiance, Jewell"
41.3259,-84.2855,2010,2,"Defiance, Jewell"
40.1679,-83.08,2010,3,"Delaware, Powell"
40.1679,-83.08,2010,22,"Delaware, Powell"
40.1679,-83.08,2010,1,"Delaware, Powell"
41.1045,-82.6137,2010,2,"Huron, North Fairfield"
39.6522,-83.5564,2010,8,"Fayette, Jeffersonville"
39.8665,-83.0703,2010,29,"Franklin, Grove City"
38.8862,-82.1463,2010,59,"Gallia, Addison"
41.3722,-81.0591,2010,3,"Geauga, Parkman"
41.3722,-81.0591,2010,1,"Geauga, Parkman"
39.6598,-83.7431,2010,1,"Greene, Jamestown"
39.6598,-83.7431,2010,3,"Greene, Jamestown"
40.0221,-81.5868,2010,6,"Guernsey, Cambridge"
39.1864,-84.763,2010,1917,"Hamilton, Hooven"
39.1864,-84.763,2010,68,"Hamilton, Hooven"
40.9348,-83.8235,2010,5,"Hancock, Mount Cory"
40.8064,-83.5114,2010,2,"Hardin, Forest"
40.5533,-81.9164,2010,5,"Holmes, Millersburg"
41.2508,-82.4915,2010,38,"Huron, Collins"
39.1117,-82.6108,2010,1,"Jackson, Coalton"
39.6522,-83.5564,2010,4,"Fayette, Jeffersonville"
39.6522,-83.5564,2010,16,"Fayette, Jeffersonville"
40.5342,-82.5049,2010,2,"Knox, Ankenytown"
41.4884,-82.0978,2010,29,"Lorain, Sheffield Lake"
39.9595,-82.4129,2010,175,"Licking, Jacksontown"
39.9595,-82.4129,2010,2,"Licking, Jacksontown"
40.4007,-83.5444,2010,1,"Logan, West Mansfield"
41.1045,-82.6137,2010,78,"Huron, North Fairfield"
39.8665,-83.0703,2010,60,"Franklin, Grove City"
39.8665,-83.0703,2010,346,"Franklin, Grove City"
39.8665,-83.0703,2010,4,"Franklin, Grove City"
39.8665,-83.0703,2010,1,"Franklin, Grove City"
41.7113,-83.9053,2010,1,"Fulton, Metamora"
41.3722,-81.0591,2010,13,"Geauga, Parkman"
40.0221,-81.5868,2010,15,"Guernsey, Cambridge"
39.1864,-84.763,2010,347,"Hamilton, Hooven"
39.1864,-84.763,2010,25,"Hamilton, Hooven"
40.8064,-83.5114,2010,46,"Hardin, Forest"
40.8064,-83.5114,2010,1,"Hardin, Forest"
39.0747,-83.3871,2010,20,"Highland, Sinking Spring"
39.0747,-83.3871,2010,7,"Highland, Sinking Spring"
40.5533,-81.9164,2010,1,"Holmes, Millersburg"
41.2508,-82.4915,2010,33,"Huron, Collins"
39.1117,-82.6108,2010,35,"Jackson, Coalton"
39.1117,-82.6108,2010,1,"Jackson, Coalton"
39.6522,-83.5564,2010,13,"Fayette, Jeffersonville"
39.6522,-83.5564,2010,1,"Fayette, Jeffersonville"
40.5342,-82.5049,2010,2,"Knox, Ankenytown"
41.4884,-82.0978,2010,14,"Lorain, Sheffield Lake"
41.4884,-82.0978,2010,39,"Lorain, Sheffield Lake"
41.4884,-82.0978,2010,4,"Lorain, Sheffield Lake"
39.9595,-82.4129,2010,55,"Licking, Jacksontown"
39.9595,-82.4129,2010,4,"Licking, Jacksontown"
41.3128,-81.9157,2010,11,"Lorain, Columbia Hills Corners"
39.8665,-83.0703,2010,3,"Franklin, Grove City"
39.6598,-83.7431,2010,1,"Greene, Jamestown"
39.1864,-84.763,2010,11,"Hamilton, Hooven"
39.1864,-84.763,2010,13,"Hamilton, Hooven"
40.9348,-83.8235,2010,5,"Hancock, Mount Cory"
40.9348,-83.8235,2010,22,"Hancock, Mount Cory"
40.9348,-83.8235,2010,1,"Hancock, Mount Cory"
40.8064,-83.5114,2010,9,"Hardin, Forest"
40.8064,-83.5114,2010,3,"Hardin, Forest"
39.1907,-81.7495,2010,21,"Athens, Hockingport"
39.1117,-82.6108,2010,2,"Jackson, Coalton"
41.4884,-82.0978,2010,193,"Lorain, Sheffield Lake"
41.4884,-82.0978,2010,10,"Lorain, Sheffield Lake"
40.4007,-83.5444,2010,3,"Logan, West Mansfield"
40.4007,-83.5444,2010,38,"Logan, West Mansfield"
41.6639,-83.582,2010,17,"Lucas, Toledo"
41.6639,-83.582,2010,17,"Lucas, Toledo"
40.9207,-81.0231,2010,2,"Mahoning, Sebring"
40.5321,-83.2077,2010,1,"Marion, Green Camp"
40.5321,-83.2077,2010,19,"Marion, Green Camp"
40.5321,-83.2077,2010,8,"Marion, Green Camp"
40.4113,-84.7761,2010,28,"Mercer, Fort Recovery"
40.4113,-84.7761,2010,16,"Mercer, Fort Recovery"
39.6522,-83.5564,2010,19,"Fayette, Jeffersonville"
38.8862,-82.1463,2010,125,"Gallia, Addison"
38.8862,-82.1463,2010,13,"Gallia, Addison"
39.6598,-83.7431,2010,7,"Greene, Jamestown"
39.6598,-83.7431,2010,1,"Greene, Jamestown"
39.6598,-83.7431,2010,4,"Greene, Jamestown"
40.0221,-81.5868,2010,5,"Guernsey, Cambridge"
40.9348,-83.8235,2010,2,"Hancock, Mount Cory"
40.8064,-83.5114,2010,2,"Hardin, Forest"
41.371,-83.9415,2010,3,"Henry, McClure"
39.0747,-83.3871,2010,1,"Highland, Sinking Spring"
39.0747,-83.3871,2010,56,"Highland, Sinking Spring"
40.5342,-82.5049,2010,3,"Knox, Ankenytown"
38.4298,-82.4488,2010,4,"Lawrence, Chesapeake"
39.9595,-82.4129,2010,11,"Licking, Jacksontown"
39.9595,-82.4129,2010,1,"Licking, Jacksontown"
40.4007,-83.5444,2010,10,"Logan, West Mansfield"
41.6639,-83.582,2010,6,"Lucas, Toledo"
40.9207,-81.0231,2010,4,"Mahoning, Sebring"
40.5321,-83.2077,2010,61,"Marion, Green Camp"
39.0292,-82.034,2010,3,"Meigs, Pomeroy"
40.4113,-84.7761,2010,8,"Mercer, Fort Recovery"
41.4011,-82.808,2010,2,"Erie, Castalia"
39.8665,-83.0703,2010,327,"Franklin, Grove City"
39.8665,-83.0703,2010,16,"Franklin, Grove City"
38.8862,-82.1463,2010,20,"Gallia, Addison"
39.6598,-83.7431,2010,2,"Greene, Jamestown"
40.0221,-81.5868,2010,14,"Guernsey, Cambridge"
40.0221,-81.5868,2010,45,"Guernsey, Cambridge"
40.0221,-81.5868,2010,1,"Guernsey, Cambridge"
39.1864,-84.763,2010,7,"Hamilton, Hooven"
39.1864,-84.763,2010,74,"Hamilton, Hooven"
40.9348,-83.8235,2010,55,"Hancock, Mount Cory"
39.0747,-83.3871,2010,3,"Highland, Sinking Spring"
39.1907,-81.7495,2010,13,"Athens, Hockingport"
40.5533,-81.9164,2010,1,"Holmes, Millersburg"
41.2508,-82.4915,2010,1,"Huron, Collins"
39.1117,-82.6108,2010,27,"Jackson, Coalton"
39.1117,-82.6108,2010,5,"Jackson, Coalton"
39.6522,-83.5564,2010,1,"Fayette, Jeffersonville"
39.6522,-83.5564,2010,4,"Fayette, Jeffersonville"
40.5342,-82.5049,2010,1,"Knox, Ankenytown"
41.4884,-82.0978,2010,119,"Lorain, Sheffield Lake"
41.4884,-82.0978,2010,1,"Lorain, Sheffield Lake"
39.9595,-82.4129,2010,1,"Licking, Jacksontown"
39.9595,-82.4129,2010,3,"Licking, Jacksontown"
39.9595,-82.4129,2010,14,"Licking, Jacksontown"
40.4007,-83.5444,2010,16,"Logan, West Mansfield"
40.4007,-83.5444,2010,3,"Logan, West Mansfield"
41.4011,-82.808,2010,3,"Erie, Castalia"
41.1045,-82.6137,2010,1,"Huron, North Fairfield"
39.8665,-83.0703,2010,1,"Franklin, Grove City"
39.8665,-83.0703,2010,2,"Franklin, Grove City"
38.8862,-82.1463,2010,8,"Gallia, Addison"
38.8862,-82.1463,2010,3,"Gallia, Addison"
41.3722,-81.0591,2010,6,"Geauga, Parkman"
39.6598,-83.7431,2010,88,"Greene, Jamestown"
39.6598,-83.7431,2010,33,"Greene, Jamestown"
39.1864,-84.763,2010,106,"Hamilton, Hooven"
40.9348,-83.8235,2010,32,"Hancock, Mount Cory"
40.9348,-83.8235,2010,2,"Hancock, Mount Cory"
40.8064,-83.5114,2010,113,"Hardin, Forest"
40.8064,-83.5114,2010,1,"Hardin, Forest"
39.0747,-83.3871,2010,7,"Highland, Sinking Spring"
40.5533,-81.9164,2010,3,"Holmes, Millersburg"
40.5533,-81.9164,2010,1,"Holmes, Millersburg"
41.2508,-82.4915,2010,2,"Huron, Collins"
39.6522,-83.5564,2010,3,"Fayette, Jeffersonville"
41.4884,-82.0978,2010,4,"Lorain, Sheffield Lake"
41.4884,-82.0978,2010,8,"Lorain, Sheffield Lake"
38.4298,-82.4488,2010,2,"Lawrence, Chesapeake"
41.4011,-82.808,2010,6,"Erie, Castalia"
41.1045,-82.6137,2010,1,"Huron, North Fairfield"
39.6522,-83.5564,2010,1,"Fayette, Jeffersonville"
39.8665,-83.0703,2010,18,"Franklin, Grove City"
41.7113,-83.9053,2010,5,"Fulton, Metamora"
39.6598,-83.7431,2010,22,"Greene, Jamestown"
40.0221,-81.5868,2010,3,"Guernsey, Cambridge"
39.1864,-84.763,2010,26,"Hamilton, Hooven"
39.1864,-84.763,2010,1016,"Hamilton, Hooven"
39.1864,-84.763,2010,17,"Hamilton, Hooven"
40.8064,-83.5114,2010,13,"Hardin, Forest"
39.0747,-83.3871,2010,3,"Highland, Sinking Spring"
39.0747,-83.3871,2010,3,"Highland, Sinking Spring"
40.5533,-81.9164,2010,5,"Holmes, Millersburg"
41.2508,-82.4915,2010,2,"Huron, Collins"
39.1117,-82.6108,2010,141,"Jackson, Coalton"
39.1117,-82.6108,2010,8,"Jackson, Coalton"
39.6522,-83.5564,2010,2,"Fayette, Jeffersonville"
40.5342,-82.5049,2010,1,"Knox, Ankenytown"
41.4884,-82.0978,2010,1,"Lorain, Sheffield Lake"
41.4884,-82.0978,2010,2,"Lorain, Sheffield Lake"
38.4298,-82.4488,2010,8,"Lawrence, Chesapeake"
39.9595,-82.4129,2010,98,"Licking, Jacksontown"
39.9595,-82.4129,2010,1,"Licking, Jacksontown"
40.4007,-83.5444,2010,4,"Logan, West Mansfield"
39.6522,-83.5564,2010,5,"Fayette, Jeffersonville"
39.8665,-83.0703,2010,5,"Franklin, Grove City"
41.7113,-83.9053,2010,4,"Fulton, Metamora"
41.7113,-83.9053,2010,3,"Fulton, Metamora"
38.8862,-82.1463,2010,1,"Gallia, Addison"
38.8862,-82.1463,2010,8,"Gallia, Addison"
38.8862,-82.1463,2010,3,"Gallia, Addison"
41.3722,-81.0591,2010,3,"Geauga, Parkman"
40.0221,-81.5868,2010,1,"Guernsey, Cambridge"
39.1864,-84.763,2010,1,"Hamilton, Hooven"
41.371,-83.9415,2010,2,"Henry, McClure"
39.0747,-83.3871,2010,92,"Highland, Sinking Spring"
39.0747,-83.3871,2010,2,"Highland, Sinking Spring"
39.1907,-81.7495,2010,1,"Athens, Hockingport"
39.1907,-81.7495,2010,5,"Athens, Hockingport"
40.5533,-81.9164,2010,1,"Holmes, Millersburg"
41.2508,-82.4915,2010,2,"Huron, Collins"
41.2508,-82.4915,2010,9,"Huron, Collins"
39.1117,-82.6108,2010,6,"Jackson, Coalton"
39.1117,-82.6108,2010,1,"Jackson, Coalton"
39.1117,-82.6108,2010,5,"Jackson, Coalton"
40.5342,-82.5049,2010,1,"Knox, Ankenytown"
38.4298,-82.4488,2010,96,"Lawrence, Chesapeake"
41.3128,-81.9157,2010,3,"Lorain, Columbia Hills Corners"
41.3128,-81.9157,2010,1,"Lorain, Columbia Hills Corners"
41.6639,-83.582,2010,301,"Lucas, Toledo"
41.6639,-83.582,2010,4,"Lucas, Toledo"
39.9487,-83.2993,2010,5,"Madison, West Jefferson"
40.9207,-81.0231,2010,1,"Mahoning, Sebring"
40.9207,-81.0231,2010,358,"Mahoning, Sebring"
39.9595,-82.4129,2010,5,"Licking, Jacksontown"
39.9595,-82.4129,2010,1,"Licking, Jacksontown"
41.3128,-81.9157,2010,14,"Lorain, Columbia Hills Corners"
41.6639,-83.582,2010,31,"Lucas, Toledo"
39.9487,-83.2993,2010,41,"Madison, West Jefferson"
39.9487,-83.2993,2010,5,"Madison, West Jefferson"
39.9487,-83.2993,2010,1,"Madison, West Jefferson"
40.9207,-81.0231,2010,6,"Mahoning, Sebring"
40.9207,-81.0231,2010,18,"Mahoning, Sebring"
41.0348,-82.0122,2010,3,"Medina, Lodi"
39.0292,-82.034,2010,3,"Meigs, Pomeroy"
39.0292,-82.034,2010,2,"Meigs, Pomeroy"
40.4113,-84.7761,2010,1,"Mercer, Fort Recovery"
40.4113,-84.7761,2010,1,"Mercer, Fort Recovery"
39.4461,-84.3666,2010,1,"Butler, Monroe"
39.7927,-84.3165,2010,5,"Montgomery, Trotwood"
41.267,-80.7958,2010,1,"Trumbull, Morgandale"
40.6209,-82.6618,2010,1,"Morrow, Shauck"
39.9037,-82.018,2010,1,"Muskingum, South Zanesville"
39.9037,-82.018,2010,1,"Muskingum, South Zanesville"
41.5853,-82.8369,2010,9,"Ottawa, Catawba Island"
39.921,-82.4271,2010,17,"Perry, Thornport"
39.1517,-82.9102,2010,5,"Pike, Omega"
41.0245,-81.0501,2010,11,"Portage, Deerfield"
41.0245,-81.0501,2010,2,"Portage, Deerfield"
41.0245,-81.0501,2010,1,"Portage, Deerfield"
41.6639,-83.582,2010,5,"Lucas, Toledo"
39.9487,-83.2993,2010,34,"Madison, West Jefferson"
40.5321,-83.2077,2010,1,"Marion, Green Camp"
41.0348,-82.0122,2010,12,"Medina, Lodi"
41.0348,-82.0122,2010,4,"Medina, Lodi"
39.0292,-82.034,2010,22,"Meigs, Pomeroy"
39.0292,-82.034,2010,2,"Meigs, Pomeroy"
39.6323,-84.2725,2010,2,"Montgomery, Miamisburg"
39.6323,-84.2725,2010,9,"Montgomery, Miamisburg"
40.6209,-82.6618,2010,5,"Morrow, Shauck"
39.9156,-81.2824,2010,2,"Noble, Batesville"
41.5853,-82.8369,2010,4,"Ottawa, Catawba Island"
41.1798,-84.7378,2010,1,"Paulding, Antwerp"
39.921,-82.4271,2010,66,"Perry, Thornport"
39.554,-82.7779,2010,12,"Pickaway, Tarlton"
39.554,-82.7779,2010,32,"Pickaway, Tarlton"
41.0245,-81.0501,2010,9,"Portage, Deerfield"
40.9345,-82.4502,2010,7,"Richland, Adario"
40.9345,-82.4502,2010,10,"Richland, Adario"
40.9345,-82.4502,2010,3,"Richland, Adario"
39.4069,-83.1842,2010,1,"Ross, Frankfort"
39.4069,-83.1842,2010,44,"Ross, Frankfort"
39.4069,-83.1842,2010,12,"Ross, Frankfort"
39.4069,-83.1842,2010,2,"Ross, Frankfort"
38.7383,-82.842,2010,10,"Scioto, Wheelersburg"
41.6639,-83.582,2010,21,"Lucas, Toledo"
41.6639,-83.582,2010,11,"Lucas, Toledo"
39.9487,-83.2993,2010,2,"Madison, West Jefferson"
40.9207,-81.0231,2010,65,"Mahoning, Sebring"
40.9207,-81.0231,2010,116,"Mahoning, Sebring"
40.5321,-83.2077,2010,4,"Marion, Green Camp"
41.0348,-82.0122,2010,2,"Medina, Lodi"
39.7927,-84.3165,2010,22,"Montgomery, Trotwood"
39.7927,-84.3165,2010,6,"Montgomery, Trotwood"
41.267,-80.7958,2010,14,"Trumbull, Morgandale"
41.267,-80.7958,2010,14,"Trumbull, Morgandale"
40.6209,-82.6618,2010,13,"Morrow, Shauck"
40.6209,-82.6618,2010,1,"Morrow, Shauck"
41.1798,-84.7378,2010,1,"Paulding, Antwerp"
39.1517,-82.9102,2010,6,"Pike, Omega"
41.0245,-81.0501,2010,3,"Portage, Deerfield"
39.7917,-84.7133,2010,1,"Preble, New Hope"
39.4069,-83.1842,2010,8,"Ross, Frankfort"
40.9207,-81.0231,2010,5,"Mahoning, Sebring"
40.5321,-83.2077,2010,36,"Marion, Green Camp"
40.5321,-83.2077,2010,2,"Marion, Green Camp"
41.0348,-82.0122,2010,2,"Medina, Lodi"
39.7927,-84.3165,2010,126,"Montgomery, Trotwood"
39.7927,-84.3165,2010,1,"Montgomery, Trotwood"
39.9037,-82.018,2010,1,"Muskingum, South Zanesville"
41.5853,-82.8369,2010,1,"Ottawa, Catawba Island"
39.554,-82.7779,2010,71,"Pickaway, Tarlton"
39.1517,-82.9102,2010,60,"Pike, Omega"
39.7917,-84.7133,2010,5,"Preble, New Hope"
41.0997,-84.2693,2010,1,"Putnam, Continental"
40.9345,-82.4502,2010,5,"Richland, Adario"
41.388,-83.3218,2010,3,"Sandusky, Gibsonburg"
38.7383,-82.842,2010,379,"Scioto, Wheelersburg"
38.7383,-82.842,2010,2,"Scioto, Wheelersburg"
41.2162,-83.3285,2010,4,"Seneca, Amsden"
41.2162,-83.3285,2010,1,"Seneca, Amsden"
41.2162,-83.3285,2010,12,"Seneca, Amsden"
41.2162,-83.3285,2010,1,"Seneca, Amsden"
40.4389,-84.2597,2010,3,"Shelby, Kettlersville"
40.4389,-84.2597,2010,38,"Shelby, Kettlersville"
40.9207,-81.0231,2010,6,"Mahoning, Sebring"
40.5321,-83.2077,2010,6,"Marion, Green Camp"
41.0348,-82.0122,2010,92,"Medina, Lodi"
41.0348,-82.0122,2010,28,"Medina, Lodi"
41.0348,-82.0122,2010,80,"Medina, Lodi"
39.0292,-82.034,2010,11,"Meigs, Pomeroy"
40.4113,-84.7761,2010,2,"Mercer, Fort Recovery"
40.4113,-84.7761,2010,7,"Mercer, Fort Recovery"
39.6323,-84.2725,2010,3,"Montgomery, Miamisburg"
39.6323,-84.2725,2010,4,"Montgomery, Miamisburg"
39.7927,-84.3165,2010,6,"Montgomery, Trotwood"
