year,loc_x,loc_y,real_count
2,-77.4655,38.3319,284
3,-77.4655,38.3319,265
4,-77.4655,38.3319,230
5,-77.4655,38.3319,301
6,-77.4655,38.3319,392
7,-77.4655,38.3319,403
0,-77.4712,39.0302,149
1,-77.4712,39.0302,192
2,-77.4712,39.0302,169
3,-77.4712,39.0302,165
4,-77.4712,39.0302,175
5,-77.4712,39.0302,258
6,-77.4712,39.0302,201
7,-77.4712,39.0302,179
0,-82.7774,36.8615,303
1,-82.7774,36.8615,323
2,-82.7774,36.8615,337
3,-82.7774,36.8615,369
4,-82.7774,36.8615,283
5,-82.7774,36.8615,276
6,-82.7774,36.8615,110
7,-82.7774,36.8615,135
0,-76.2883,37.4984,6
1,-76.2883,37.4984,2
2,-76.2883,37.4984,16
3,-76.2883,37.4984,20
4,-76.2883,37.4984,26
5,-76.2883,37.4984,45
6,-76.2883,37.4984,12
7,-76.2883,37.4984,4
0,-81.8015,37.2473,143
1,-81.8015,37.2473,98
2,-81.8015,37.2473,114
3,-81.8015,37.2473,129
4,-81.8015,37.2473,117
5,-81.8015,37.2473,146
6,-81.8015,37.2473,159
7,-81.8015,37.2473,174
0,-78.9012,38.0673,7
1,-78.9012,38.0673,0
2,-78.9012,38.0673,2
3,-78.9012,38.0673,24
4,-78.9012,38.0673,0
5,-78.9012,38.0673,0
6,-78.9012,38.0673,0
7,-78.9012,38.0673,6
0,-78.5222,38.041,20
1,-78.5222,38.041,7
2,-78.5222,38.041,15
3,-78.5222,38.041,20
4,-78.5222,38.041,42
5,-78.5222,38.041,41
6,-78.5222,38.041,60
7,-78.5222,38.041,53
0,-81.6257,36.6015,23
1,-81.6257,36.6015,12
2,-81.6257,36.6015,16
3,-81.6257,36.6015,35
4,-81.6257,36.6015,18
5,-81.6257,36.6015,15
6,-81.6257,36.6015,29
7,-81.6257,36.6015,42
0,-78.8828,37.913000000000004,1
1,-78.8828,37.913000000000004,6
2,-78.8828,37.913000000000004,5
3,-78.8828,37.913000000000004,3
4,-78.8828,37.913000000000004,2
5,-78.8828,37.913000000000004,8
6,-78.8828,37.913000000000004,20
7,-78.8828,37.913000000000004,91
0,-79.444,37.7825,3
1,-79.444,37.7825,0
2,-79.444,37.7825,0
3,-79.444,37.7825,5
4,-79.444,37.7825,0
5,-79.444,37.7825,0
6,-79.444,37.7825,0
7,-79.444,37.7825,0
0,-82.2961,36.9791,135
1,-82.2961,36.9791,125
2,-82.2961,36.9791,131
3,-82.2961,36.9791,120
4,-82.2961,36.9791,114
5,-82.2961,36.9791,85
6,-82.2961,36.9791,63
7,-82.2961,36.9791,87
0,-76.8978,36.9052,72
1,-76.8978,36.9052,29
2,-76.8978,36.9052,40
3,-76.8978,36.9052,164
4,-76.8978,36.9052,28
5,-76.8978,36.9052,45
6,-76.8978,36.9052,33
7,-76.8978,36.9052,54
0,-76.8229,38.0941,16
1,-76.8229,38.0941,18
2,-76.8229,38.0941,32
3,-76.8229,38.0941,26
4,-76.8229,38.0941,40
5,-76.8229,38.0941,52
6,-76.8229,38.0941,47
7,-76.8229,38.0941,69
0,-80.3578,36.7168,39
1,-80.3578,36.7168,42
2,-80.3578,36.7168,53
3,-80.3578,36.7168,38
4,-80.3578,36.7168,32
5,-80.3578,36.7168,32
6,-80.3578,36.7168,82
7,-80.3578,36.7168,29
0,-79.9917,36.8293,74
1,-79.9917,36.8293,68
2,-79.9917,36.8293,98
3,-79.9917,36.8293,196
4,-79.9917,36.8293,163
5,-79.9917,36.8293,87
6,-79.9917,36.8293,100
7,-79.9917,36.8293,84
0,-83.1152,36.6871,65
1,-83.1152,36.6871,30
2,-83.1152,36.6871,105
3,-83.1152,36.6871,82
4,-83.1152,36.6871,104
5,-83.1152,36.6871,80
6,-83.1152,36.6871,67
7,-83.1152,36.6871,96
0,-79.2895,37.2338,18
1,-79.2895,37.2338,22
2,-79.2895,37.2338,51
3,-79.2895,37.2338,41
4,-79.2895,37.2338,55
5,-79.2895,37.2338,19
6,-79.2895,37.2338,47
7,-79.2895,37.2338,37
0,-82.7962,36.7196,196
1,-82.7962,36.7196,216
2,-82.7962,36.7196,142
3,-82.7962,36.7196,82
4,-82.7962,36.7196,276
5,-82.7962,36.7196,213
6,-82.7962,36.7196,138
7,-82.7962,36.7196,105
0,-77.7219,36.9853,13
1,-77.7219,36.9853,6
2,-77.7219,36.9853,3
3,-77.7219,36.9853,6
4,-77.7219,36.9853,21
5,-77.7219,36.9853,15
6,-77.7219,36.9853,8
7,-77.7219,36.9853,16
0,-80.6997,36.6771,35
1,-80.6997,36.6771,45
2,-80.6997,36.6771,81
3,-80.6997,36.6771,55
4,-80.6997,36.6771,52
5,-80.6997,36.6771,58
6,-80.6997,36.6771,58
7,-80.6997,36.6771,37
0,-75.7182,37.6917,9
1,-75.7182,37.6917,38
2,-75.7182,37.6917,23
3,-75.7182,37.6917,3
4,-75.7182,37.6917,47
5,-75.7182,37.6917,15
6,-75.7182,37.6917,28
7,-75.7182,37.6917,18
0,-75.8283,37.5295,0
1,-75.8283,37.5295,2
2,-75.8283,37.5295,4
3,-75.8283,37.5295,4
4,-75.8283,37.5295,9
5,-75.8283,37.5295,12
6,-75.8283,37.5295,13
7,-75.8283,37.5295,6
0,-78.1283,36.9608,16
1,-78.1283,36.9608,11
2,-78.1283,36.9608,16
3,-78.1283,36.9608,7
4,-78.1283,36.9608,24
5,-78.1283,36.9608,9
6,-78.1283,36.9608,3
7,-78.1283,36.9608,8
0,-76.538,37.7301,2
1,-76.538,37.7301,9
2,-76.538,37.7301,6
3,-76.538,37.7301,12
4,-76.538,37.7301,5
5,-76.538,37.7301,5
6,-76.538,37.7301,8
7,-76.538,37.7301,9
0,-78.6333,37.494,61
1,-78.6333,37.494,72
2,-78.6333,37.494,82
3,-78.6333,37.494,82
4,-78.6333,37.494,50
5,-78.6333,37.494,73
6,-78.6333,37.494,76
7,-78.6333,37.494,136
0,-79.7872,36.6871,26
1,-79.7872,36.6871,51
2,-79.7872,36.6871,73
3,-79.7872,36.6871,41
4,-79.7872,36.6871,52
5,-79.7872,36.6871,80
6,-79.7872,36.6871,43
7,-79.7872,36.6871,143
0,-77.8267,38.416,101
1,-77.8267,38.416,101
2,-77.8267,38.416,153
3,-77.8267,38.416,140
4,-77.8267,38.416,157
5,-77.8267,38.416,136
6,-77.8267,38.416,204
7,-77.8267,38.416,189
0,-78.1745,39.1734,72
1,-78.1745,39.1734,2
2,-78.1745,39.1734,8
3,-78.1745,39.1734,127
4,-78.1745,39.1734,27
5,-78.1745,39.1734,5
6,-78.1745,39.1734,10
7,-78.1745,39.1734,25
0,-78.1125,38.2484,39
1,-78.1125,38.2484,30
2,-78.1125,38.2484,66
3,-78.1125,38.2484,42
4,-78.1125,38.2484,49
5,-78.1125,38.2484,91
6,-78.1125,38.2484,78
7,-78.1125,38.2484,77
0,-77.6492,37.506,217
1,-77.6492,37.506,289
2,-77.6492,37.506,361
3,-77.6492,37.506,441
4,-77.6492,37.506,601
5,-77.6492,37.506,593
6,-77.6492,37.506,817
7,-77.6492,37.506,727
0,-77.6661,38.6355,112
1,-77.6661,38.6355,178
2,-77.6661,38.6355,185
3,-77.6661,38.6355,216
4,-77.6661,38.6355,132
5,-77.6661,38.6355,229
6,-77.6661,38.6355,161
7,-77.6661,38.6355,138
0,-78.9061,38.6601,66
1,-78.9061,38.6601,78
2,-78.9061,38.6601,86
3,-78.9061,38.6601,99
4,-78.9061,38.6601,85
5,-78.9061,38.6601,65
6,-78.9061,38.6601,92
7,-78.9061,38.6601,113
0,-77.9882,37.3366,8
1,-77.9882,37.3366,10
2,-77.9882,37.3366,15
3,-77.9882,37.3366,31
4,-77.9882,37.3366,6
5,-77.9882,37.3366,1
6,-77.9882,37.3366,3
7,-77.9882,37.3366,9
0,-78.3908,36.666,16
1,-78.3908,36.666,19
2,-78.3908,36.666,92
3,-78.3908,36.666,45
4,-78.3908,36.666,54
5,-78.3908,36.666,46
6,-78.3908,36.666,63
7,-78.3908,36.666,80
0,-81.6382,36.666,117
1,-81.6382,36.666,139
2,-81.6382,36.666,109
3,-81.6382,36.666,108
4,-81.6382,36.666,91
5,-81.6382,36.666,67
6,-81.6382,36.666,86
7,-81.6382,36.666,98
0,-81.192,36.8862,140
1,-81.192,36.8862,159
2,-81.192,36.8862,146
3,-81.192,36.8862,146
4,-81.192,36.8862,228
5,-81.192,36.8862,162
6,-81.192,36.8862,119
7,-81.192,36.8862,87
0,-77.9061,38.0068,29
1,-77.9061,38.0068,38
2,-77.9061,38.0068,66
3,-77.9061,38.0068,35
4,-77.9061,38.0068,45
5,-77.9061,38.0068,62
6,-77.9061,38.0068,32
7,-77.9061,38.0068,46
0,-78.3681,39.0551,102
1,-78.3681,39.0551,187
2,-78.3681,39.0551,121
3,-78.3681,39.0551,153
4,-78.3681,39.0551,194
5,-78.3681,39.0551,135
6,-78.3681,39.0551,123
7,-78.3681,39.0551,131
0,-81.5927,36.7929,92
1,-81.5927,36.7929,33
2,-81.5927,36.7929,86
3,-81.5927,36.7929,64
4,-81.5927,36.7929,48
5,-81.5927,36.7929,49
6,-81.5927,36.7929,105
7,-81.5927,36.7929,116
0,-76.6625,37.9501,599
1,-76.6625,37.9501,2
2,-76.6625,37.9501,11
3,-76.6625,37.9501,763
4,-76.6625,37.9501,97
5,-76.6625,37.9501,15
6,-76.6625,37.9501,140
7,-76.6625,37.9501,116
0,-77.4689,36.816,20
1,-77.4689,36.816,17
2,-77.4689,36.816,17
3,-77.4689,36.816,6
4,-77.4689,36.816,8
5,-77.4689,36.816,20
6,-77.4689,36.816,16
7,-77.4689,36.816,15
0,-77.0687,37.344,0
1,-77.0687,37.344,0
2,-77.0687,37.344,6
3,-77.0687,37.344,4
4,-77.0687,37.344,2
5,-77.0687,37.344,1
6,-77.0687,37.344,0
7,-77.0687,37.344,1
0,-80.5583,37.1229,32
1,-80.5583,37.1229,0
2,-80.5583,37.1229,0
3,-80.5583,37.1229,41
4,-80.5583,37.1229,2
5,-80.5583,37.1229,0
6,-80.5583,37.1229,2
7,-80.5583,37.1229,2
0,-78.0883,37.6674,8
1,-78.0883,37.6674,4
2,-78.0883,37.6674,8
3,-78.0883,37.6674,16
4,-78.0883,37.6674,12
5,-78.0883,37.6674,7
6,-78.0883,37.6674,9
7,-78.0883,37.6674,15
0,-78.1033,38.9231,187
1,-78.1033,38.9231,232
2,-78.1033,38.9231,235
3,-78.1033,38.9231,273
4,-78.1033,38.9231,339
5,-78.1033,38.9231,288
6,-78.1033,38.9231,267
7,-78.1033,38.9231,179
0,-77.8937,36.8553,7
1,-77.8937,36.8553,5
2,-77.8937,36.8553,26
3,-77.8937,36.8553,30
4,-77.8937,36.8553,18
5,-77.8937,36.8553,9
6,-77.8937,36.8553,20
7,-77.8937,36.8553,12
0,-78.4545,38.6653,42
1,-78.4545,38.6653,93
2,-78.4545,38.6653,66
3,-78.4545,38.6653,84
4,-78.4545,38.6653,62
5,-78.4545,38.6653,45
6,-78.4545,38.6653,54
7,-78.4545,38.6653,61
0,-78.601,36.9933,8
1,-78.601,36.9933,4
2,-78.601,36.9933,19
3,-78.601,36.9933,63
4,-78.601,36.9933,11
5,-78.601,36.9933,35
6,-78.601,36.9933,13
7,-78.601,36.9933,12
0,-79.6403,38.3237,1
1,-79.6403,38.3237,0
2,-79.6403,38.3237,1
3,-79.6403,38.3237,0
4,-79.6403,38.3237,2
5,-79.6403,38.3237,0
6,-79.6403,38.3237,0
7,-79.6403,38.3237,0
0,-80.8576,37.373000000000005,153
1,-80.8576,37.373000000000005,131
2,-80.8576,37.373000000000005,150
3,-80.8576,37.373000000000005,123
4,-80.8576,37.373000000000005,99
5,-80.8576,37.373000000000005,36
6,-80.8576,37.373000000000005,81
7,-80.8576,37.373000000000005,48
0,-77.0436,37.4418,14
1,-77.0436,37.4418,21
2,-77.0436,37.4418,17
3,-77.0436,37.4418,23
4,-77.0436,37.4418,28
5,-77.0436,37.4418,21
6,-77.0436,37.4418,21
7,-77.0436,37.4418,26
0,-80.7255,36.9342,222
1,-80.7255,36.9342,229
2,-80.7255,36.9342,180
3,-80.7255,36.9342,195
4,-80.7255,36.9342,133
5,-80.7255,36.9342,110
6,-80.7255,36.9342,117
7,-80.7255,36.9342,111
0,-77.3473,38.0533,19
1,-77.3473,38.0533,50
2,-77.3473,38.0533,54
3,-77.3473,38.0533,35
4,-77.3473,38.0533,48
5,-77.3473,38.0533,40
6,-77.3473,38.0533,71
7,-77.3473,38.0533,69
0,-76.0435,36.7335,195
1,-76.0435,36.7335,9
2,-76.0435,36.7335,3
3,-76.0435,36.7335,233
4,-76.0435,36.7335,21
5,-76.0435,36.7335,3
6,-76.0435,36.7335,35
7,-76.0435,36.7335,34
0,-79.7253,37.3866,42
1,-79.7253,37.3866,75
2,-79.7253,37.3866,93
3,-79.7253,37.3866,123
4,-79.7253,37.3866,126
5,-79.7253,37.3866,105
6,-79.7253,37.3866,63
7,-79.7253,37.3866,138
0,-79.4196,36.6716,16
1,-79.4196,36.6716,30
2,-79.4196,36.6716,31
3,-79.4196,36.6716,57
4,-79.4196,36.6716,28
5,-79.4196,36.6716,36
6,-79.4196,36.6716,51
7,-79.4196,36.6716,42
0,-77.2604,38.6823,344
1,-77.2604,38.6823,347
2,-77.2604,38.6823,536
3,-77.2604,38.6823,662
4,-77.2604,38.6823,600
5,-77.2604,38.6823,564
6,-77.2604,38.6823,540
7,-77.2604,38.6823,636
0,-79.8779,37.4167,56
1,-79.8779,37.4167,79
2,-79.8779,37.4167,68
3,-79.8779,37.4167,51
4,-79.8779,37.4167,96
5,-79.8779,37.4167,54
6,-79.8779,37.4167,77
7,-79.8779,37.4167,56
0,-76.8308,36.866,8
1,-76.8308,36.866,5
2,-76.8308,36.866,35
3,-76.8308,36.866,35
4,-76.8308,36.866,16
5,-76.8308,36.866,48
6,-76.8308,36.866,51
7,-76.8308,36.866,39
0,-77.7022,37.6015,12
1,-77.7022,37.6015,2
2,-77.7022,37.6015,5
3,-77.7022,37.6015,5
4,-77.7022,37.6015,11
5,-77.7022,37.6015,7
6,-77.7022,37.6015,9
7,-77.7022,37.6015,17
0,-78.3319,39.264,140
1,-78.3319,39.264,190
2,-78.3319,39.264,160
3,-78.3319,39.264,228
4,-78.3319,39.264,234
5,-78.3319,39.264,254
6,-78.3319,39.264,207
7,-78.3319,39.264,199
0,-81.1501,37.1521,12
1,-81.1501,37.1521,5
2,-81.1501,37.1521,18
3,-81.1501,37.1521,12
4,-81.1501,37.1521,6
5,-81.1501,37.1521,10
6,-81.1501,37.1521,16
7,-81.1501,37.1521,6
0,-77.3706,37.7668,147
1,-77.3706,37.7668,156
2,-77.3706,37.7668,132
3,-77.3706,37.7668,203
4,-77.3706,37.7668,221
5,-77.3706,37.7668,137
6,-77.3706,37.7668,170
7,-77.3706,37.7668,289
0,-76.3024,36.6778,167
1,-76.3024,36.6778,8
2,-76.3024,36.6778,0
3,-76.3024,36.6778,241
4,-76.3024,36.6778,19
5,-76.3024,36.6778,0
6,-76.3024,36.6778,60
7,-76.3024,36.6778,79
0,-76.8665,37.9185,5
1,-76.8665,37.9185,3
2,-76.8665,37.9185,22
3,-76.8665,37.9185,7
4,-76.8665,37.9185,10
5,-76.8665,37.9185,5
6,-76.8665,37.9185,8
7,-76.8665,37.9185,4
0,-77.2875,36.8457,9
1,-77.2875,36.8457,6
2,-77.2875,36.8457,10
3,-77.2875,36.8457,14
4,-77.2875,36.8457,8
5,-77.2875,36.8457,14
6,-77.2875,36.8457,6
7,-77.2875,36.8457,17
0,-78.3261,38.4879,17
1,-78.3261,38.4879,6
2,-78.3261,38.4879,12
3,-78.3261,38.4879,6
4,-78.3261,38.4879,18
5,-78.3261,38.4879,18
6,-78.3261,38.4879,30
7,-78.3261,38.4879,11
0,-76.5747,37.6395,4
1,-76.5747,37.6395,2
2,-76.5747,37.6395,13
3,-76.5747,37.6395,2
4,-76.5747,37.6395,6
5,-76.5747,37.6395,16
6,-76.5747,37.6395,22
7,-76.5747,37.6395,17
0,-79.5709,38.1948,18
1,-79.5709,38.1948,19
2,-79.5709,38.1948,17
3,-79.5709,38.1948,4
4,-79.5709,38.1948,5
5,-79.5709,38.1948,5
6,-79.5709,38.1948,2
7,-79.5709,38.1948,7
0,-77.1011,38.8786,112
1,-77.1011,38.8786,111
2,-77.1011,38.8786,112
3,-77.1011,38.8786,136
4,-77.1011,38.8786,136
5,-77.1011,38.8786,166
6,-77.1011,38.8786,224
7,-77.1011,38.8786,211
0,-78.0029,37.0821,3
1,-78.0029,37.0821,7
2,-78.0029,37.0821,10
3,-78.0029,37.0821,12
4,-78.0029,37.0821,12
5,-78.0029,37.0821,17
6,-78.0029,37.0821,27
7,-78.0029,37.0821,12
0,-78.4417,38.2504,11
1,-78.4417,38.2504,7
2,-78.4417,38.2504,17
3,-78.4417,38.2504,15
4,-78.4417,38.2504,8
5,-78.4417,38.2504,18
6,-78.4417,38.2504,30
7,-78.4417,38.2504,24
0,-79.9868,37.7786,0
1,-79.9868,37.7786,0
2,-79.9868,37.7786,0
3,-79.9868,37.7786,0
4,-79.9868,37.7786,0
5,-79.9868,37.7786,0
6,-79.9868,37.7786,0
7,-79.9868,37.7786,1
0,-81.6387,37.1909,237
1,-81.6387,37.1909,201
2,-81.6387,37.1909,296
3,-81.6387,37.1909,359
4,-81.6387,37.1909,485
5,-81.6387,37.1909,466
6,-81.6387,37.1909,433
7,-81.6387,37.1909,349
0,-78.4856,38.0374,14
1,-78.4856,38.0374,0
2,-78.4856,38.0374,2
3,-78.4856,38.0374,35
4,-78.4856,38.0374,4
5,-78.4856,38.0374,0
6,-78.4856,38.0374,3
7,-78.4856,38.0374,17
0,-80.1395,37.4293,27
1,-80.1395,37.4293,5
2,-80.1395,37.4293,2
3,-80.1395,37.4293,5
4,-80.1395,37.4293,7
5,-80.1395,37.4293,4
6,-80.1395,37.4293,1
7,-80.1395,37.4293,5
0,-79.9795,37.8865,34
1,-79.9795,37.8865,36
2,-79.9795,37.8865,36
3,-79.9795,37.8865,19
4,-79.9795,37.8865,64
5,-79.9795,37.8865,63
6,-79.9795,37.8865,48
7,-79.9795,37.8865,74
0,-76.4402,37.2801,34
1,-76.4402,37.2801,18
2,-76.4402,37.2801,52
3,-76.4402,37.2801,45
4,-76.4402,37.2801,28
5,-76.4402,37.2801,56
6,-76.4402,37.2801,62
7,-76.4402,37.2801,59
0,-76.259,36.8945,160
1,-76.259,36.8945,8
2,-76.259,36.8945,7
3,-76.259,36.8945,232
4,-76.259,36.8945,14
5,-76.259,36.8945,16
6,-76.259,36.8945,60
7,-76.259,36.8945,80
0,-76.6847,36.5882,52
1,-76.6847,36.5882,4
2,-76.6847,36.5882,2
3,-76.6847,36.5882,121
4,-76.6847,36.5882,10
5,-76.6847,36.5882,3
6,-76.6847,36.5882,27
7,-76.6847,36.5882,12
0,-77.9823,39.1508,8
1,-77.9823,39.1508,13
2,-77.9823,39.1508,5
3,-77.9823,39.1508,20
4,-77.9823,39.1508,33
5,-77.9823,39.1508,24
6,-77.9823,39.1508,12
7,-77.9823,39.1508,12
0,-77.3914,37.2042,23
1,-77.3914,37.2042,0
2,-77.3914,37.2042,0
3,-77.3914,37.2042,63
4,-77.3914,37.2042,10
5,-77.3914,37.2042,0
6,-77.3914,37.2042,6
7,-77.3914,37.2042,5
0,-76.9665,37.2273,1
1,-76.9665,37.2273,1
2,-76.9665,37.2273,3
3,-76.9665,37.2273,2
4,-76.9665,37.2273,1
5,-76.9665,37.2273,0
6,-76.9665,37.2273,0
7,-76.9665,37.2273,4
0,-77.1878,38.8648,7
1,-77.1878,38.8648,0
2,-77.1878,38.8648,0
3,-77.1878,38.8648,3
4,-77.1878,38.8648,0
5,-77.1878,38.8648,0
6,-77.1878,38.8648,0
7,-77.1878,38.8648,1
0,-78.2322,38.6562,21
1,-78.2322,38.6562,9
2,-78.2322,38.6562,18
3,-78.2322,38.6562,12
4,-78.2322,38.6562,12
5,-78.2322,38.6562,5
6,-78.2322,38.6562,3
7,-78.2322,38.6562,7
0,-80.9176,36.666,4
1,-80.9176,36.666,0
2,-80.9176,36.666,0
3,-80.9176,36.666,2
4,-80.9176,36.666,0
5,-80.9176,36.666,0
6,-80.9176,36.666,2
7,-80.9176,36.666,0
0,-79.8636,36.6827,8
1,-79.8636,36.6827,1
2,-79.8636,36.6827,0
3,-79.8636,36.6827,36
4,-79.8636,36.6827,0
5,-79.8636,36.6827,1
6,-79.8636,36.6827,4
7,-79.8636,36.6827,6
0,-76.8041,37.3799,25
1,-76.8041,37.3799,29
2,-76.8041,37.3799,17
3,-76.8041,37.3799,17
4,-76.8041,37.3799,23
5,-76.8041,37.3799,27
6,-76.8041,37.3799,28
7,-76.8041,37.3799,78
0,-79.4088,36.5831,42
1,-79.4088,36.5831,0
2,-79.4088,36.5831,0
3,-79.4088,36.5831,47
4,-79.4088,36.5831,0
5,-79.4088,36.5831,0
6,-79.4088,36.5831,4
7,-79.4088,36.5831,8
0,-79.1058,37.4487,64
1,-79.1058,37.4487,26
2,-79.1058,37.4487,59
3,-79.1058,37.4487,71
4,-79.1058,37.4487,35
5,-79.1058,37.4487,34
6,-79.1058,37.4487,30
7,-79.1058,37.4487,41
0,-78.8735,38.4362,8
1,-78.8735,38.4362,4
2,-78.8735,38.4362,21
3,-78.8735,38.4362,15
4,-78.8735,38.4362,2
5,-78.8735,38.4362,0
6,-78.8735,38.4362,4
7,-78.8735,38.4362,3
0,-77.4871,38.2992,50
1,-77.4871,38.2992,0
2,-77.4871,38.2992,1
3,-77.4871,38.2992,77
4,-77.4871,38.2992,19
5,-77.4871,38.2992,0
6,-77.4871,38.2992,15
7,-77.4871,38.2992,10
0,-79.8886,37.2747,317
1,-79.8886,37.2747,154
2,-79.8886,37.2747,161
3,-79.8886,37.2747,478
4,-79.8886,37.2747,148
5,-79.8886,37.2747,132
6,-79.8886,37.2747,178
7,-79.8886,37.2747,201
0,-78.682,37.2642,3
1,-78.682,37.2642,5
2,-78.682,37.2642,10
3,-78.682,37.2642,7
4,-78.682,37.2642,17
5,-78.682,37.2642,9
6,-78.682,37.2642,35
7,-78.682,37.2642,27
0,-76.354,36.8468,240
1,-76.354,36.8468,3
2,-76.354,36.8468,5
3,-76.354,36.8468,210
4,-76.354,36.8468,68
5,-76.354,36.8468,11
6,-76.354,36.8468,45
7,-76.354,36.8468,36
0,-76.5185,37.1052,229
1,-76.5185,37.1052,16
2,-76.5185,37.1052,11
3,-76.5185,37.1052,186
4,-76.5185,37.1052,22
5,-76.5185,37.1052,10
6,-76.5185,37.1052,44
7,-76.5185,37.1052,32
0,-77.5885,38.1982,228
1,-77.5885,38.1982,230
2,-77.5885,38.1982,328
3,-77.5885,38.1982,289
4,-77.5885,38.1982,258
5,-77.5885,38.1982,318
6,-77.5885,38.1982,508
7,-77.5885,38.1982,380
0,-80.0554,37.2864,42
1,-80.0554,37.2864,0
2,-80.0554,37.2864,0
3,-80.0554,37.2864,58
4,-80.0554,37.2864,1
5,-80.0554,37.2864,1
6,-80.0554,37.2864,4
7,-80.0554,37.2864,19
0,-79.0608,38.1593,23
1,-79.0608,38.1593,0
2,-79.0608,38.1593,0
3,-79.0608,38.1593,14
4,-79.0608,38.1593,1
5,-79.0608,38.1593,0
6,-79.0608,38.1593,5
7,-79.0608,38.1593,1
0,-82.1607,36.618,115
1,-82.1607,36.618,0
2,-82.1607,36.618,1
3,-82.1607,36.618,99
4,-82.1607,36.618,10
5,-82.1607,36.618,1
6,-82.1607,36.618,0
7,-82.1607,36.618,11
0,-76.7075,37.2691,1
1,-76.7075,37.2691,0
2,-76.7075,37.2691,0
3,-76.7075,37.2691,13
4,-76.7075,37.2691,2
5,-76.7075,37.2691,0
6,-76.7075,37.2691,0
7,-76.7075,37.2691,1
0,-80.2045,37.0379,17
1,-80.2045,37.0379,17
2,-80.2045,37.0379,4
3,-80.2045,37.0379,13
4,-80.2045,37.0379,16
5,-80.2045,37.0379,2
6,-80.2045,37.0379,21
7,-80.2045,37.0379,14
0,-77.0861,38.8184,17
1,-77.0861,38.8184,8
2,-77.0861,38.8184,8
3,-77.0861,38.8184,19
4,-77.0861,38.8184,0
5,-77.0861,38.8184,7
6,-77.0861,38.8184,29
7,-77.0861,38.8184,11
0,-82.626,36.9317,2
1,-82.626,36.9317,0
2,-82.626,36.9317,0
3,-82.626,36.9317,0
4,-82.626,36.9317,0
5,-82.626,36.9317,0
6,-82.626,36.9317,0
7,-82.626,36.9317,0
0,-79.1911,37.4004,47
1,-79.1911,37.4004,0
2,-79.1911,37.4004,0
3,-79.1911,37.4004,120
4,-79.1911,37.4004,5
5,-79.1911,37.4004,0
6,-79.1911,37.4004,18
7,-79.1911,37.4004,4
0,-76.433,37.1982,22
1,-76.433,37.1982,25
2,-76.433,37.1982,43
3,-76.433,37.1982,31
4,-76.433,37.1982,23
5,-76.433,37.1982,42
6,-76.433,37.1982,67
7,-76.433,37.1982,92
0,-77.5356,36.6953,29
1,-77.5356,36.6953,0
2,-77.5356,36.6953,0
