year,loc_x,loc_y,estm_count
3,-81.8015,37.2473,324
4,-81.8015,37.2473,162
5,-81.8015,37.2473,99
6,-81.8015,37.2473,119
7,-81.8015,37.2473,230
0,-78.9012,38.0673,1
1,-78.9012,38.0673,3
2,-78.9012,38.0673,5
3,-78.9012,38.0673,11
4,-78.9012,38.0673,15
5,-78.9012,38.0673,15
6,-78.9012,38.0673,10
7,-78.9012,38.0673,16
0,-78.5222,38.041,121
1,-78.5222,38.041,31
2,-78.5222,38.041,17
3,-78.5222,38.041,37
4,-78.5222,38.041,21
5,-78.5222,38.041,37
6,-78.5222,38.041,86
7,-78.5222,38.041,175
0,-81.6257,36.6015,81
1,-81.6257,36.6015,46
2,-81.6257,36.6015,22
3,-81.6257,36.6015,16
4,-81.6257,36.6015,16
5,-81.6257,36.6015,25
6,-81.6257,36.6015,54
7,-81.6257,36.6015,97
0,-78.8828,37.913000000000004,62
1,-78.8828,37.913000000000004,13
2,-78.8828,37.913000000000004,11
3,-78.8828,37.913000000000004,40
4,-78.8828,37.913000000000004,7
5,-78.8828,37.913000000000004,11
6,-78.8828,37.913000000000004,20
7,-78.8828,37.913000000000004,81
0,-79.444,37.7825,1
1,-79.444,37.7825,2
2,-79.444,37.7825,0
3,-79.444,37.7825,1
4,-79.444,37.7825,2
5,-79.444,37.7825,2
6,-79.444,37.7825,0
7,-79.444,37.7825,0
0,-82.2961,36.9791,98
1,-82.2961,36.9791,315
2,-82.2961,36.9791,348
3,-82.2961,36.9791,139
4,-82.2961,36.9791,67
5,-82.2961,36.9791,123
6,-82.2961,36.9791,376
7,-82.2961,36.9791,408
0,-76.8978,36.9052,150
1,-76.8978,36.9052,43
2,-76.8978,36.9052,43
3,-76.8978,36.9052,103
4,-76.8978,36.9052,213
5,-76.8978,36.9052,268
6,-76.8978,36.9052,84
7,-76.8978,36.9052,47
0,-76.8229,38.0941,45
1,-76.8229,38.0941,25
2,-76.8229,38.0941,60
3,-76.8229,38.0941,28
4,-76.8229,38.0941,41
5,-76.8229,38.0941,41
6,-76.8229,38.0941,82
7,-76.8229,38.0941,94
0,-80.3578,36.7168,43
1,-80.3578,36.7168,136
2,-80.3578,36.7168,215
3,-80.3578,36.7168,75
4,-80.3578,36.7168,28
5,-80.3578,36.7168,33
6,-80.3578,36.7168,91
7,-80.3578,36.7168,166
0,-79.9917,36.8293,405
1,-79.9917,36.8293,120
2,-79.9917,36.8293,51
3,-79.9917,36.8293,173
4,-79.9917,36.8293,61
5,-79.9917,36.8293,151
6,-79.9917,36.8293,362
7,-79.9917,36.8293,427
0,-83.1152,36.6871,79
1,-83.1152,36.6871,84
2,-83.1152,36.6871,124
3,-83.1152,36.6871,88
4,-83.1152,36.6871,117
5,-83.1152,36.6871,122
6,-83.1152,36.6871,147
7,-83.1152,36.6871,148
0,-79.2895,37.2338,86
1,-79.2895,37.2338,22
2,-79.2895,37.2338,14
3,-79.2895,37.2338,52
4,-79.2895,37.2338,20
5,-79.2895,37.2338,31
6,-79.2895,37.2338,83
7,-79.2895,37.2338,97
0,-82.7962,36.7196,841
1,-82.7962,36.7196,483
2,-82.7962,36.7196,215
3,-82.7962,36.7196,137
4,-82.7962,36.7196,142
5,-82.7962,36.7196,292
6,-82.7962,36.7196,461
7,-82.7962,36.7196,655
0,-77.7219,36.9853,12
1,-77.7219,36.9853,36
2,-77.7219,36.9853,44
3,-77.7219,36.9853,13
4,-77.7219,36.9853,11
5,-77.7219,36.9853,31
6,-77.7219,36.9853,56
7,-77.7219,36.9853,12
0,-80.6997,36.6771,113
1,-80.6997,36.6771,22
2,-80.6997,36.6771,19
3,-80.6997,36.6771,57
4,-80.6997,36.6771,71
5,-80.6997,36.6771,130
6,-80.6997,36.6771,236
7,-80.6997,36.6771,75
0,-75.7182,37.6917,58
1,-75.7182,37.6917,92
2,-75.7182,37.6917,97
3,-75.7182,37.6917,62
4,-75.7182,37.6917,60
5,-75.7182,37.6917,47
6,-75.7182,37.6917,38
7,-75.7182,37.6917,22
0,-75.8283,37.5295,14
1,-75.8283,37.5295,11
2,-75.8283,37.5295,4
3,-75.8283,37.5295,2
4,-75.8283,37.5295,9
5,-75.8283,37.5295,11
6,-75.8283,37.5295,27
7,-75.8283,37.5295,25
0,-78.1283,36.9608,7
1,-78.1283,36.9608,37
2,-78.1283,36.9608,6
3,-78.1283,36.9608,52
4,-78.1283,36.9608,8
5,-78.1283,36.9608,39
6,-78.1283,36.9608,24
7,-78.1283,36.9608,15
0,-76.538,37.7301,17
1,-76.538,37.7301,21
2,-76.538,37.7301,30
3,-76.538,37.7301,10
4,-76.538,37.7301,6
5,-76.538,37.7301,5
6,-76.538,37.7301,6
7,-76.538,37.7301,9
0,-78.6333,37.494,232
1,-78.6333,37.494,309
2,-78.6333,37.494,330
3,-78.6333,37.494,175
4,-78.6333,37.494,149
5,-78.6333,37.494,65
6,-78.6333,37.494,119
7,-78.6333,37.494,112
0,-79.7872,36.6871,197
1,-79.7872,36.6871,66
2,-79.7872,36.6871,33
3,-79.7872,36.6871,106
4,-79.7872,36.6871,25
5,-79.7872,36.6871,43
6,-79.7872,36.6871,102
7,-79.7872,36.6871,204
0,-77.8267,38.416,202
1,-77.8267,38.416,219
2,-77.8267,38.416,193
3,-77.8267,38.416,199
4,-77.8267,38.416,143
5,-77.8267,38.416,227
6,-77.8267,38.416,207
7,-77.8267,38.416,233
0,-78.1745,39.1734,129
1,-78.1745,39.1734,44
2,-78.1745,39.1734,22
3,-78.1745,39.1734,69
4,-78.1745,39.1734,190
5,-78.1745,39.1734,116
6,-78.1745,39.1734,30
7,-78.1745,39.1734,30
0,-78.1125,38.2484,231
1,-78.1125,38.2484,166
2,-78.1125,38.2484,91
3,-78.1125,38.2484,36
4,-78.1125,38.2484,40
5,-78.1125,38.2484,90
6,-78.1125,38.2484,158
7,-78.1125,38.2484,273
0,-77.6492,37.506,486
1,-77.6492,37.506,466
2,-77.6492,37.506,786
3,-77.6492,37.506,1122
4,-77.6492,37.506,1851
5,-77.6492,37.506,1857
6,-77.6492,37.506,2013
7,-77.6492,37.506,2259
0,-77.6661,38.6355,264
1,-77.6661,38.6355,86
2,-77.6661,38.6355,79
3,-77.6661,38.6355,255
4,-77.6661,38.6355,169
5,-77.6661,38.6355,383
6,-77.6661,38.6355,551
7,-77.6661,38.6355,503
0,-78.9061,38.6601,290
1,-78.9061,38.6601,332
2,-78.9061,38.6601,275
3,-78.9061,38.6601,309
4,-78.9061,38.6601,260
5,-78.9061,38.6601,242
6,-78.9061,38.6601,125
7,-78.9061,38.6601,89
0,-77.9882,37.3366,28
1,-77.9882,37.3366,24
2,-77.9882,37.3366,4
3,-77.9882,37.3366,12
4,-77.9882,37.3366,48
5,-77.9882,37.3366,11
6,-77.9882,37.3366,7
7,-77.9882,37.3366,41
0,-78.3908,36.666,68
1,-78.3908,36.666,91
2,-78.3908,36.666,112
3,-78.3908,36.666,159
4,-78.3908,36.666,188
5,-78.3908,36.666,176
6,-78.3908,36.666,173
7,-78.3908,36.666,232
0,-81.6382,36.666,71
1,-81.6382,36.666,161
2,-81.6382,36.666,438
3,-81.6382,36.666,170
4,-81.6382,36.666,71
5,-81.6382,36.666,288
6,-81.6382,36.666,448
7,-81.6382,36.666,123
0,-81.192,36.8862,120
1,-81.192,36.8862,217
2,-81.192,36.8862,1042
3,-81.192,36.8862,185
4,-81.192,36.8862,118
5,-81.192,36.8862,704
6,-81.192,36.8862,442
7,-81.192,36.8862,85
0,-77.9061,38.0068,40
1,-77.9061,38.0068,22
2,-77.9061,38.0068,117
3,-77.9061,38.0068,133
4,-77.9061,38.0068,31
5,-77.9061,38.0068,40
6,-77.9061,38.0068,164
7,-77.9061,38.0068,123
0,-78.3681,39.0551,80
1,-78.3681,39.0551,240
2,-78.3681,39.0551,537
3,-78.3681,39.0551,416
4,-78.3681,39.0551,135
5,-78.3681,39.0551,90
6,-78.3681,39.0551,188
7,-78.3681,39.0551,517
0,-81.5927,36.7929,338
1,-81.5927,36.7929,207
2,-81.5927,36.7929,84
3,-81.5927,36.7929,50
4,-81.5927,36.7929,50
5,-81.5927,36.7929,82
6,-81.5927,36.7929,195
7,-81.5927,36.7929,330
0,-76.6625,37.9501,478
1,-76.6625,37.9501,727
2,-76.6625,37.9501,717
3,-76.6625,37.9501,141
4,-76.6625,37.9501,190
5,-76.6625,37.9501,467
6,-76.6625,37.9501,966
7,-76.6625,37.9501,350
0,-77.4689,36.816,75
1,-77.4689,36.816,9
2,-77.4689,36.816,5
3,-77.4689,36.816,10
4,-77.4689,36.816,17
5,-77.4689,36.816,33
6,-77.4689,36.816,38
7,-77.4689,36.816,21
0,-77.0687,37.344,1
1,-77.0687,37.344,2
2,-77.0687,37.344,4
3,-77.0687,37.344,12
4,-77.0687,37.344,13
5,-77.0687,37.344,4
6,-77.0687,37.344,2
7,-77.0687,37.344,2
0,-80.5583,37.1229,62
1,-80.5583,37.1229,26
2,-80.5583,37.1229,7
3,-80.5583,37.1229,12
4,-80.5583,37.1229,42
5,-80.5583,37.1229,45
6,-80.5583,37.1229,11
7,-80.5583,37.1229,9
0,-78.0883,37.6674,21
1,-78.0883,37.6674,12
2,-78.0883,37.6674,7
3,-78.0883,37.6674,15
4,-78.0883,37.6674,54
5,-78.0883,37.6674,30
6,-78.0883,37.6674,18
7,-78.0883,37.6674,9
0,-78.1033,38.9231,413
1,-78.1033,38.9231,990
2,-78.1033,38.9231,594
3,-78.1033,38.9231,325
4,-78.1033,38.9231,213
5,-78.1033,38.9231,259
6,-78.1033,38.9231,542
7,-78.1033,38.9231,993
0,-77.8937,36.8553,12
1,-77.8937,36.8553,13
2,-77.8937,36.8553,26
3,-77.8937,36.8553,63
4,-77.8937,36.8553,102
5,-77.8937,36.8553,35
6,-77.8937,36.8553,11
7,-77.8937,36.8553,15
0,-78.4545,38.6653,118
1,-78.4545,38.6653,31
2,-78.4545,38.6653,208
3,-78.4545,38.6653,98
4,-78.4545,38.6653,43
5,-78.4545,38.6653,223
6,-78.4545,38.6653,203
7,-78.4545,38.6653,34
0,-78.601,36.9933,17
1,-78.601,36.9933,13
2,-78.601,36.9933,24
3,-78.601,36.9933,76
4,-78.601,36.9933,109
5,-78.601,36.9933,46
6,-78.601,36.9933,16
7,-78.601,36.9933,18
0,-79.6403,38.3237,0
1,-79.6403,38.3237,0
2,-79.6403,38.3237,0
3,-79.6403,38.3237,0
4,-79.6403,38.3237,0
5,-79.6403,38.3237,0
6,-79.6403,38.3237,0
7,-79.6403,38.3237,0
0,-80.8576,37.373000000000005,402
1,-80.8576,37.373000000000005,440
2,-80.8576,37.373000000000005,406
3,-80.8576,37.373000000000005,395
4,-80.8576,37.373000000000005,303
5,-80.8576,37.373000000000005,315
6,-80.8576,37.373000000000005,236
7,-80.8576,37.373000000000005,158
0,-77.0436,37.4418,25
1,-77.0436,37.4418,12
2,-77.0436,37.4418,32
3,-77.0436,37.4418,24
4,-77.0436,37.4418,24
5,-77.0436,37.4418,36
6,-77.0436,37.4418,44
7,-77.0436,37.4418,86
0,-80.7255,36.9342,616
1,-80.7255,36.9342,104
2,-80.7255,36.9342,66
3,-80.7255,36.9342,231
4,-80.7255,36.9342,90
5,-80.7255,36.9342,138
6,-80.7255,36.9342,290
7,-80.7255,36.9342,449
0,-77.3473,38.0533,25
1,-77.3473,38.0533,63
2,-77.3473,38.0533,183
3,-77.3473,38.0533,149
4,-77.3473,38.0533,49
5,-77.3473,38.0533,27
6,-77.3473,38.0533,57
7,-77.3473,38.0533,152
0,-76.0435,36.7335,575
1,-76.0435,36.7335,98
2,-76.0435,36.7335,30
3,-76.0435,36.7335,114
4,-76.0435,36.7335,92
5,-76.0435,36.7335,173
6,-76.0435,36.7335,222
7,-76.0435,36.7335,83
0,-79.7253,37.3866,185
1,-79.7253,37.3866,232
2,-79.7253,37.3866,248
3,-79.7253,37.3866,254
4,-79.7253,37.3866,338
5,-79.7253,37.3866,304
6,-79.7253,37.3866,358
7,-79.7253,37.3866,340
0,-79.4196,36.6716,60
1,-79.4196,36.6716,14
2,-79.4196,36.6716,13
3,-79.4196,36.6716,57
4,-79.4196,36.6716,26
5,-79.4196,36.6716,44
6,-79.4196,36.6716,85
7,-79.4196,36.6716,132
0,-77.2604,38.6823,727
1,-77.2604,38.6823,199
2,-77.2604,38.6823,241
3,-77.2604,38.6823,732
4,-77.2604,38.6823,534
5,-77.2604,38.6823,828
6,-77.2604,38.6823,1171
7,-77.2604,38.6823,1941
0,-79.8779,37.4167,272
1,-79.8779,37.4167,89
2,-79.8779,37.4167,44
3,-79.8779,37.4167,66
4,-79.8779,37.4167,69
5,-79.8779,37.4167,157
6,-79.8779,37.4167,285
7,-79.8779,37.4167,238
0,-76.8308,36.866,74
1,-76.8308,36.866,25
2,-76.8308,36.866,18
3,-76.8308,36.866,40
4,-76.8308,36.866,27
5,-76.8308,36.866,64
6,-76.8308,36.866,101
7,-76.8308,36.866,142
0,-77.7022,37.6015,29
1,-77.7022,37.6015,23
2,-77.7022,37.6015,16
3,-77.7022,37.6015,12
4,-77.7022,37.6015,11
5,-77.7022,37.6015,9
6,-77.7022,37.6015,13
7,-77.7022,37.6015,15
0,-78.3319,39.264,625
1,-78.3319,39.264,132
2,-78.3319,39.264,91
3,-78.3319,39.264,278
4,-78.3319,39.264,192
5,-78.3319,39.264,277
6,-78.3319,39.264,544
7,-78.3319,39.264,817
0,-81.1501,37.1521,47
1,-81.1501,37.1521,37
2,-81.1501,37.1521,16
3,-81.1501,37.1521,7
4,-81.1501,37.1521,8
5,-81.1501,37.1521,12
6,-81.1501,37.1521,25
7,-81.1501,37.1521,39
0,-77.3706,37.7668,209
1,-77.3706,37.7668,468
2,-77.3706,37.7668,754
3,-77.3706,37.7668,696
4,-77.3706,37.7668,411
5,-77.3706,37.7668,229
6,-77.3706,37.7668,171
7,-77.3706,37.7668,223
0,-76.3024,36.6778,403
1,-76.3024,36.6778,44
2,-76.3024,36.6778,29
3,-76.3024,36.6778,122
4,-76.3024,36.6778,113
5,-76.3024,36.6778,143
6,-76.3024,36.6778,312
7,-76.3024,36.6778,247
0,-76.8665,37.9185,22
1,-76.8665,37.9185,4
2,-76.8665,37.9185,7
3,-76.8665,37.9185,30
4,-76.8665,37.9185,13
5,-76.8665,37.9185,5
6,-76.8665,37.9185,23
7,-76.8665,37.9185,36
0,-77.2875,36.8457,16
1,-77.2875,36.8457,16
2,-77.2875,36.8457,17
3,-77.2875,36.8457,13
4,-77.2875,36.8457,15
5,-77.2875,36.8457,25
6,-77.2875,36.8457,24
7,-77.2875,36.8457,26
0,-78.3261,38.4879,64
1,-78.3261,38.4879,19
2,-78.3261,38.4879,16
3,-78.3261,38.4879,12
4,-78.3261,38.4879,20
5,-78.3261,38.4879,28
6,-78.3261,38.4879,44
7,-78.3261,38.4879,65
0,-76.5747,37.6395,28
1,-76.5747,37.6395,23
2,-76.5747,37.6395,8
3,-76.5747,37.6395,8
4,-76.5747,37.6395,8
5,-76.5747,37.6395,17
6,-76.5747,37.6395,44
7,-76.5747,37.6395,54
0,-79.5709,38.1948,15
1,-79.5709,38.1948,18
2,-79.5709,38.1948,53
3,-79.5709,38.1948,16
4,-79.5709,38.1948,21
5,-79.5709,38.1948,3
6,-79.5709,38.1948,4
7,-79.5709,38.1948,9
0,-77.1011,38.8786,224
1,-77.1011,38.8786,127
2,-77.1011,38.8786,118
3,-77.1011,38.8786,196
4,-77.1011,38.8786,56
5,-77.1011,38.8786,114
6,-77.1011,38.8786,317
7,-77.1011,38.8786,183
0,-78.0029,37.0821,31
1,-78.0029,37.0821,13
2,-78.0029,37.0821,10
3,-78.0029,37.0821,6
4,-78.0029,37.0821,17
5,-78.0029,37.0821,20
6,-78.0029,37.0821,28
7,-78.0029,37.0821,50
0,-78.4417,38.2504,63
1,-78.4417,38.2504,15
2,-78.4417,38.2504,8
3,-78.4417,38.2504,19
4,-78.4417,38.2504,11
5,-78.4417,38.2504,19
6,-78.4417,38.2504,45
7,-78.4417,38.2504,88
0,-79.9868,37.7786,0
1,-79.9868,37.7786,0
2,-79.9868,37.7786,0
3,-79.9868,37.7786,0
4,-79.9868,37.7786,0
5,-79.9868,37.7786,0
6,-79.9868,37.7786,0
7,-79.9868,37.7786,0
0,-81.6387,37.1909,424
1,-81.6387,37.1909,541
2,-81.6387,37.1909,795
3,-81.6387,37.1909,1094
4,-81.6387,37.1909,1279
5,-81.6387,37.1909,1468
6,-81.6387,37.1909,1422
7,-81.6387,37.1909,1226
0,-78.4856,38.0374,12
1,-78.4856,38.0374,4
2,-78.4856,38.0374,8
3,-78.4856,38.0374,27
4,-78.4856,38.0374,59
5,-78.4856,38.0374,26
6,-78.4856,38.0374,12
7,-78.4856,38.0374,11
0,-80.1395,37.4293,34
1,-80.1395,37.4293,18
2,-80.1395,37.4293,8
3,-80.1395,37.4293,9
4,-80.1395,37.4293,2
5,-80.1395,37.4293,6
6,-80.1395,37.4293,18
7,-80.1395,37.4293,27
0,-79.9795,37.8865,114
1,-79.9795,37.8865,95
2,-79.9795,37.8865,30
3,-79.9795,37.8865,17
4,-79.9795,37.8865,37
5,-79.9795,37.8865,109
6,-79.9795,37.8865,100
7,-79.9795,37.8865,175
0,-76.4402,37.2801,66
1,-76.4402,37.2801,93
2,-76.4402,37.2801,141
3,-76.4402,37.2801,152
4,-76.4402,37.2801,152
5,-76.4402,37.2801,172
6,-76.4402,37.2801,177
7,-76.4402,37.2801,163
0,-76.259,36.8945,371
1,-76.259,36.8945,43
2,-76.259,36.8945,29
3,-76.259,36.8945,119
4,-76.259,36.8945,108
5,-76.259,36.8945,135
6,-76.259,36.8945,304
7,-76.259,36.8945,261
0,-76.6847,36.5882,66
1,-76.6847,36.5882,19
2,-76.6847,36.5882,24
3,-76.6847,36.5882,62
4,-76.6847,36.5882,115
5,-76.6847,36.5882,146
6,-76.6847,36.5882,47
7,-76.6847,36.5882,26
0,-77.9823,39.1508,50
1,-77.9823,39.1508,9
2,-77.9823,39.1508,7
3,-77.9823,39.1508,24
4,-77.9823,39.1508,18
5,-77.9823,39.1508,27
6,-77.9823,39.1508,49
7,-77.9823,39.1508,59
0,-77.3914,37.2042,79
1,-77.3914,37.2042,9
2,-77.3914,37.2042,5
3,-77.3914,37.2042,35
4,-77.3914,37.2042,14
5,-77.3914,37.2042,29
6,-77.3914,37.2042,43
7,-77.3914,37.2042,34
0,-76.9665,37.2273,3
1,-76.9665,37.2273,2
2,-76.9665,37.2273,9
3,-76.9665,37.2273,3
4,-76.9665,37.2273,1
5,-76.9665,37.2273,1
6,-76.9665,37.2273,1
7,-76.9665,37.2273,5
0,-77.1878,38.8648,8
1,-77.1878,38.8648,8
2,-77.1878,38.8648,6
3,-77.1878,38.8648,3
4,-77.1878,38.8648,2
5,-77.1878,38.8648,1
6,-77.1878,38.8648,1
7,-77.1878,38.8648,2
0,-78.2322,38.6562,40
1,-78.2322,38.6562,28
2,-78.2322,38.6562,8
3,-78.2322,38.6562,7
4,-78.2322,38.6562,42
5,-78.2322,38.6562,39
6,-78.2322,38.6562,12
7,-78.2322,38.6562,8
0,-80.9176,36.666,2
1,-80.9176,36.666,4
2,-80.9176,36.666,3
3,-80.9176,36.666,1
4,-80.9176,36.666,0
5,-80.9176,36.666,0
6,-80.9176,36.666,2
7,-80.9176,36.666,3
0,-79.8636,36.6827,13
1,-79.8636,36.6827,23
2,-79.8636,36.6827,14
3,-79.8636,36.6827,4
4,-79.8636,36.6827,3
5,-79.8636,36.6827,6
6,-79.8636,36.6827,14
7,-79.8636,36.6827,31
0,-76.8041,37.3799,111
1,-76.8041,37.3799,63
2,-76.8041,37.3799,31
3,-76.8041,37.3799,83
4,-76.8041,37.3799,18
5,-76.8041,37.3799,15
6,-76.8041,37.3799,31
7,-76.8041,37.3799,84
0,-79.4088,36.5831,48
1,-79.4088,36.5831,53
2,-79.4088,36.5831,41
3,-79.4088,36.5831,45
4,-79.4088,36.5831,21
5,-79.4088,36.5831,18
6,-79.4088,36.5831,18
7,-79.4088,36.5831,13
0,-79.1058,37.4487,241
1,-79.1058,37.4487,61
2,-79.1058,37.4487,24
3,-79.1058,37.4487,60
4,-79.1058,37.4487,30
5,-79.1058,37.4487,72
6,-79.1058,37.4487,170
7,-79.1058,37.4487,91
0,-78.8735,38.4362,20
1,-78.8735,38.4362,5
2,-78.8735,38.4362,7
3,-78.8735,38.4362,30
4,-78.8735,38.4362,18
5,-78.8735,38.4362,4
6,-78.8735,38.4362,8
7,-78.8735,38.4362,35
0,-77.4871,38.2992,70
1,-77.4871,38.2992,24
2,-77.4871,38.2992,16
3,-77.4871,38.2992,37
4,-77.4871,38.2992,98
5,-77.4871,38.2992,90
6,-77.4871,38.2992,32
7,-77.4871,38.2992,20
0,-79.8886,37.2747,491
1,-79.8886,37.2747,484
2,-79.8886,37.2747,352
3,-79.8886,37.2747,246
4,-79.8886,37.2747,336
5,-79.8886,37.2747,215
6,-79.8886,37.2747,275
7,-79.8886,37.2747,240
0,-78.682,37.2642,27
1,-78.682,37.2642,14
2,-78.682,37.2642,9
3,-78.682,37.2642,9
4,-78.682,37.2642,13
5,-78.682,37.2642,30
6,-78.682,37.2642,54
7,-78.682,37.2642,82
0,-76.354,36.8468,620
1,-76.354,36.8468,134
2,-76.354,36.8468,43
3,-76.354,36.8468,116
4,-76.354,36.8468,88
5,-76.354,36.8468,232
6,-76.354,36.8468,270
7,-76.354,36.8468,101
0,-76.5185,37.1052,180
1,-76.5185,37.1052,262
2,-76.5185,37.1052,96
3,-76.5185,37.1052,44
4,-76.5185,37.1052,117
5,-76.5185,37.1052,365
6,-76.5185,37.1052,196
7,-76.5185,37.1052,80
0,-77.5885,38.1982,850
1,-77.5885,38.1982,178
2,-77.5885,38.1982,128
3,-77.5885,38.1982,436
4,-77.5885,38.1982,272
5,-77.5885,38.1982,287
6,-77.5885,38.1982,779
7,-77.5885,38.1982,1043
0,-80.0554,37.2864,168
1,-80.0554,37.2864,15
2,-80.0554,37.2864,9
3,-80.0554,37.2864,41
4,-80.0554,37.2864,98
5,-80.0554,37.2864,30
6,-80.0554,37.2864,7
7,-80.0554,37.2864,18
0,-79.0608,38.1593,29
1,-79.0608,38.1593,27
2,-79.0608,38.1593,16
3,-79.0608,38.1593,7
4,-79.0608,38.1593,11
5,-79.0608,38.1593,6
6,-79.0608,38.1593,6
7,-79.0608,38.1593,6
0,-82.1607,36.618,50
1,-82.1607,36.618,170
2,-82.1607,36.618,38
3,-82.1607,36.618,34
4,-82.1607,36.618,160
5,-82.1607,36.618,43
6,-82.1607,36.618,20
7,-82.1607,36.618,122
0,-76.7075,37.2691,2
1,-76.7075,37.2691,1
2,-76.7075,37.2691,2
3,-76.7075,37.2691,6
4,-76.7075,37.2691,12
5,-76.7075,37.2691,9
6,-76.7075,37.2691,3
7,-76.7075,37.2691,4
0,-80.2045,37.0379,13
1,-80.2045,37.0379,37
2,-80.2045,37.0379,49
3,-80.2045,37.0379,23
4,-80.2045,37.0379,8
5,-80.2045,37.0379,9
6,-80.2045,37.0379,24
7,-80.2045,37.0379,58
0,-77.0861,38.8184,19
1,-77.0861,38.8184,44
2,-77.0861,38.8184,36
3,-77.0861,38.8184,14
4,-77.0861,38.8184,6
5,-77.0861,38.8184,11
6,-77.0861,38.8184,36
7,-77.0861,38.8184,60
0,-82.626,36.9317,0
1,-82.626,36.9317,0
2,-82.626,36.9317,0
3,-82.626,36.9317,0
4,-82.626,36.9317,0
5,-82.626,36.9317,0
6,-82.626,36.9317,0
7,-82.626,36.9317,0
0,-79.1911,37.4004,154
1,-79.1911,37.4004,33
2,-79.1911,37.4004,21
3,-79.1911,37.4004,50
4,-79.1911,37.4004,108
5,-79.1911,37.4004,79
6,-79.1911,37.4004,21
7,-79.1911,37.4004,19
0,-76.433,37.1982,65
1,-76.433,37.1982,37
2,-76.433,37.1982,56
3,-76.433,37.1982,46
4,-76.433,37.1982,35
5,-76.433,37.1982,59
6,-76.433,37.1982,75
7,-76.433,37.1982,92
0,-77.5356,36.6953,40
1,-77.5356,36.6953,29
