id,name,bias
174,Tyler/West Virginia,2333.0
175,Lewis/West Virginia,81909.0
176,Lincoln/West Virginia,9.0
177,Doddridge/West Virginia,5496.0
178,Westmoreland/Pennsylvania,2037903.0
179,Delaware/Pennsylvania,75174991.0
180,Carbon/Pennsylvania,252989.0
181,Venango/Pennsylvania,5996.0
182,Washington/Pennsylvania,277236.0
183,Lebanon/Pennsylvania,2935282.0
184,Montgomery/Pennsylvania,7769.0
185,Perry/Pennsylvania,206270.0
186,Cambria/Pennsylvania,2362966.0
187,Allegheny/Pennsylvania,926857487.0
188,Lackawanna/Pennsylvania,4283025.0
189,Berks/Pennsylvania,6027238.0
190,Beaver/Pennsylvania,507327.0
191,Wayne/Pennsylvania,43023.0
192,Susquehanna/Pennsylvania,3389.0
193,Bucks/Pennsylvania,36370338.0
194,Schuylkill/Pennsylvania,5237943.0
195,Luzerne/Pennsylvania,9768114.0
196,Armstrong/Pennsylvania,652754.0
197,Snyder/Pennsylvania,19327.0
198,Northampton/Pennsylvania,78405.0
199,Huntingdon/Pennsylvania,111848.0
200,York/Pennsylvania,34768560.0
201,Clearfield/Pennsylvania,72888.0
202,Chester/Pennsylvania,8943675.0
203,Butler/Pennsylvania,322091.0
204,McKean/Pennsylvania,78299.0
205,Clinton/Pennsylvania,50490.0
206,Lancaster/Pennsylvania,2810948.0
207,Warren/Pennsylvania,25216.0
208,Forest/Pennsylvania,612.0
209,Adams/Pennsylvania,99792.0
210,Monroe/Pennsylvania,2085680.0
211,Clarion/Pennsylvania,53400.0
212,Lehigh/Pennsylvania,4410314.0
213,Indiana/Pennsylvania,376560.0
214,Cumberland/Pennsylvania,49202.0
215,Bradford/Pennsylvania,259325.0
216,Bedford/Pennsylvania,144603.0
217,Centre/Pennsylvania,223560.0
218,Mifflin/Pennsylvania,28509.0
219,Mercer/Pennsylvania,55053.0
220,Lycoming/Pennsylvania,566303.0
221,Jefferson/Pennsylvania,123426.0
222,Blair/Pennsylvania,2706759.0
223,Greene/Pennsylvania,76851.0
224,Lawrence/Pennsylvania,508163.0
225,Tioga/Pennsylvania,14383.0
226,Franklin/Pennsylvania,212278.0
227,Fayette/Pennsylvania,1856847.0
228,Columbia/Pennsylvania,230561.0
229,Somerset/Pennsylvania,192187.0
230,Erie/Pennsylvania,3179301.0
231,Dauphin/Pennsylvania,1759342.0
232,Elk/Pennsylvania,2701.0
233,Sullivan/Pennsylvania,589.0
234,Northumberland/Pennsylvania,336536.0
235,Wyoming/Pennsylvania,84287.0
236,Cameron/Pennsylvania,590.0
237,Crawford/Pennsylvania,182100.0
238,Union/Pennsylvania,5581.0
239,Montour/Pennsylvania,6493.0
240,Juniata/Pennsylvania,8893.0
241,Fulton/Pennsylvania,4750.0
242,Potter/Pennsylvania,46125.0
243,Pike/Pennsylvania,92855.0
244,Philadelphia/Pennsylvania,435020991.0
245,Erie/Ohio,4801462.0
246,Putnam/Ohio,835.0
247,Henry/Ohio,4608.0
248,Lorain/Ohio,3003588.0
249,Wood/Ohio,1281850.0
250,Lucas/Ohio,28416877.0
251,Scioto/Ohio,2980398.0
252,Muskingum/Ohio,317916.0
253,Cuyahoga/Ohio,353532026.0
254,Hamilton/Ohio,378427344.0
255,Logan/Ohio,248825.0
256,Williams/Ohio,943.0
257,Clermont/Ohio,4289635.0
258,Van Wert/Ohio,240501.0
259,Knox/Ohio,51666.0
260,Seneca/Ohio,362717.0
261,Hancock/Ohio,77949.0
262,Perry/Ohio,282630.0
263,Belmont/Ohio,731590.0
264,Jackson/Ohio,1913284.0
265,Meigs/Ohio,138360.0
266,Fayette/Ohio,606206.0
267,Union/Ohio,189732.0
268,Huron/Ohio,1778085.0
269,Richland/Ohio,2579552.0
270,Montgomery/Ohio,446957625.0
271,Butler/Ohio,52990288.0
272,Stark/Ohio,5575654.0
273,Wayne/Ohio,46626.0
274,Ashland/Ohio,2228783.0
275,Tuscarawas/Ohio,246618.0
276,Defiance/Ohio,579320.0
277,Ashtabula/Ohio,2683594.0
278,Brown/Ohio,249255.0
279,Franklin/Ohio,107441063.0
280,Morrow/Ohio,179285.0
281,Pickaway/Ohio,1188450.0
282,Summit/Ohio,576932.0
283,Coshocton/Ohio,126688.0
284,Madison/Ohio,663358.0
285,Sandusky/Ohio,1234211.0
286,Mahoning/Ohio,17941340.0
287,Warren/Ohio,1266124.0
288,Noble/Ohio,9002.0
289,Paulding/Ohio,4813.0
290,Athens/Ohio,772332.0
291,Harrison/Ohio,6668.0
292,Licking/Ohio,5624548.0
293,Lawrence/Ohio,76281.0
294,Fairfield/Ohio,4258186.0
295,Lake/Ohio,59705742.0
296,Washington/Ohio,381907.0
297,Gallia/Ohio,485518.0
298,Medina/Ohio,2027579.0
299,Clinton/Ohio,1914750.0
300,Columbiana/Ohio,2522861.0
301,Allen/Ohio,2627117.0
302,Fulton/Ohio,22802.0
303,Trumbull/Ohio,298384.0
304,Champaign/Ohio,141526.0
305,Ross/Ohio,232051.0
306,Greene/Ohio,275669.0
307,Holmes/Ohio,9217.0
308,Shelby/Ohio,790987.0
309,Guernsey/Ohio,1614188.0
310,Mercer/Ohio,777364.0
311,Portage/Ohio,5651952.0
312,Ottawa/Ohio,10980.0
313,Preble/Ohio,3447.0
314,Adams/Ohio,92008.0
315,Pike/Ohio,236672.0
316,Darke/Ohio,179120.0
317,Crawford/Ohio,863141.0
318,Monroe/Ohio,1194.0
319,Wyandot/Ohio,18703.0
320,Jefferson/Ohio,599051.0
321,Delaware/Ohio,5009216.0
322,Geauga/Ohio,227347.0
323,Carroll/Ohio,7235.0
324,Clark/Ohio,1177871.0
325,Vinton/Ohio,90344.0
326,Miami/Ohio,1237989.0
327,Hardin/Ohio,873485.0
328,Highland/Ohio,1326256.0
329,Marion/Ohio,1522380.0
330,Hocking/Ohio,7629.0
331,Auglaize/Ohio,174547.0
332,Morgan/Ohio,9683.0
333,Rowan/Kentucky,1292726.0
334,Jefferson/Kentucky,65693260.0
335,Perry/Kentucky,2569237.0
336,Breckinridge/Kentucky,2180.0
337,Calloway/Kentucky,10512.0
338,Ohio/Kentucky,15089.0
339,Floyd/Kentucky,340585.0
340,Bath/Kentucky,101756.0
341,Oldham/Kentucky,82618.0
342,Union/Kentucky,264.0
343,Scott/Kentucky,640132.0
344,Whitley/Kentucky,873319.0
345,Hopkins/Kentucky,209083.0
346,Kenton/Kentucky,1965001.0
347,Pulaski/Kentucky,1532085.0
348,Pendleton/Kentucky,57925.0
349,Muhlenberg/Kentucky,114644.0
350,Monroe/Kentucky,1251.0
351,Boone/Kentucky,3054799.0
352,Pike/Kentucky,1614432.0
353,Meade/Kentucky,17087.0
354,Breathitt/Kentucky,50163.0
355,Clinton/Kentucky,11222.0
356,Morgan/Kentucky,10990.0
357,Hardin/Kentucky,14833.0
358,Harlan/Kentucky,3219556.0
359,Graves/Kentucky,41798.0
360,Powell/Kentucky,246479.0
361,Nelson/Kentucky,9030.0
362,Lawrence/Kentucky,25991.0
363,Webster/Kentucky,2272.0
364,Leslie/Kentucky,31150.0
365,Metcalfe/Kentucky,495.0
366,Fleming/Kentucky,24592.0
367,Todd/Kentucky,378.0
368,Letcher/Kentucky,148583.0
369,Ballard/Kentucky,3.0
370,Harrison/Kentucky,199610.0
371,Taylor/Kentucky,115276.0
372,Clark/Kentucky,250108.0
373,Wolfe/Kentucky,2869.0
374,Larue/Kentucky,411.0
375,Warren/Kentucky,12056.0
376,Garrard/Kentucky,15843.0
377,Bell/Kentucky,1911630.0
378,Knox/Kentucky,406124.0
379,Christian/Kentucky,88961.0
380,Carroll/Kentucky,32505.0
381,Bracken/Kentucky,18192.0
382,Grant/Kentucky,113571.0
383,Jackson/Kentucky,119358.0
384,Casey/Kentucky,48125.0
385,Henderson/Kentucky,3662.0
386,Campbell/Kentucky,7492844.0
387,Boyd/Kentucky,2522358.0
388,Carlisle/Kentucky,54.0
389,Adair/Kentucky,23569.0
390,Hart/Kentucky,5757.0
391,Marion/Kentucky,30898.0
392,Trigg/Kentucky,987.0
393,Marshall/Kentucky,9403.0
394,Lyon/Kentucky,9014.0
395,Washington/Kentucky,585.0
396,Owen/Kentucky,1106.0
397,Carter/Kentucky,520816.0
398,Fayette/Kentucky,13168331.0
399,Menifee/Kentucky,4377.0
400,Bourbon/Kentucky,40885.0
401,Henry/Kentucky,12272.0
402,Madison/Kentucky,3746448.0
403,Hickman/Kentucky,106.0
404,Daviess/Kentucky,21971.0
405,Johnson/Kentucky,284454.0
406,Magoffin/Kentucky,23982.0
407,Estill/Kentucky,44247.0
408,Boyle/Kentucky,82580.0
409,Logan/Kentucky,7662.0
410,Gallatin/Kentucky,13629.0
411,Lewis/Kentucky,9603.0
412,Jessamine/Kentucky,1187741.0
413,Caldwell/Kentucky,20515.0
414,Nicholas/Kentucky,2281.0
415,Rockcastle/Kentucky,380814.0
416,Mercer/Kentucky,66951.0
417,Woodford/Kentucky,39958.0
418,McLean/Kentucky,451.0
419,Barren/Kentucky,91590.0
420,Hancock/Kentucky,19.0
421,Crittenden/Kentucky,1466.0
422,Franklin/Kentucky,749828.0
423,McCreary/Kentucky,13850.0
424,Greenup/Kentucky,251303.0
425,Fulton/Kentucky,467.0
426,Laurel/Kentucky,1733663.0
427,Lincoln/Kentucky,14102.0
428,Clay/Kentucky,148463.0
429,Spencer/Kentucky,3945.0
430,Livingston/Kentucky,1100.0
431,Wayne/Kentucky,64365.0
432,Bullitt/Kentucky,295225.0
433,Montgomery/Kentucky,961125.0
434,McCracken/Kentucky,142777.0
435,Russell/Kentucky,15383.0
436,Simpson/Kentucky,29316.0
437,Shelby/Kentucky,55301.0
438,Butler/Kentucky,2992.0
439,Mason/Kentucky,408384.0
440,Grayson/Kentucky,38817.0
441,Elliott/Kentucky,21834.0
442,Anderson/Kentucky,27403.0
443,Edmonson/Kentucky,12687.0
444,Allen/Kentucky,22650.0
445,Trimble/Kentucky,5094.0
446,Knott/Kentucky,247987.0
447,Robertson/Kentucky,625.0
448,Martin/Kentucky,7588.0
449,Lee/Kentucky,34504.0
450,Owsley/Kentucky,9520.0
451,Cumberland/Kentucky,3181.0
