StartX,StartY,DestX,DestY,AffectIndex
-83.2993,39.9487,-83.5564,39.6522,0.002099792
-83.3218,41.388000000000005,-83.3285,41.2162,0.002512904
-83.3218,41.388000000000005,-83.4363,41.3236,0.001164442
-81.0231,40.9207,-81.0501,41.0245,0.000254928
-81.0231,40.9207,-81.0031,40.5209,0.025378658
-84.1236,39.3496,-83.8109,39.3224,0.000132002
-81.2824,39.9156,-81.5868,40.0221,0.000572044
-81.2824,39.9156,-81.0354,39.8489,0.003092054
-84.7378,41.1798,-84.41799999999999,41.5024,0.016391192
-84.7378,41.1798,-84.2693,41.0997,0.031668296
-82.1261,39.4005,-82.03399999999999,39.0292,0.006912777
-81.2812,40.2737,-81.1313,40.1621,0.005047200
-81.2812,40.2737,-81.2824,39.9156,0.029190597
-82.4129,39.9595,-82.5446,39.8426,0.000218777
-82.4488,38.4298,-82.4415,38.2254,0.000450516
-82.4488,38.4298,-82.6911,38.4949,0.003793378
-82.5446,39.8426,-82.7779,39.554,0.001445886
-81.469,41.6072,-81.5348,41.4948,0.000003011
-81.469,41.6072,-81.0591,41.3722,0.001309437
-82.1463,38.8862,-82.1706,38.6663,0.000846059
-82.0122,41.0348,-82.2818,40.9214,0.004380852
-83.8109,39.3224,-84.1236,39.3496,0.000852631
-80.675,40.8871,-80.5998,40.6179,0.000172408
-80.675,40.8871,-80.4738,40.5989,0.001046399
-84.0848,40.8305,-84.146,40.6513,0.000968145
-84.0848,40.8305,-84.2693,41.0997,0.009819427
-83.9053,41.7113,-83.9415,41.371,0.005340204
-80.6656,41.461999999999996,-80.6173,41.8567,0.001516024
-83.9635,40.2174,-84.2597,40.4389,0.000266817
-83.7431,39.6598,-83.8109,39.3224,0.001849316
-81.9164,40.5533,-81.7517,40.2761,0.006081218
-81.9164,40.5533,-81.495,40.5609,0.005758480
-84.2597,40.4389,-83.9635,40.2174,0.003033082
-81.5868,40.0221,-81.2812,40.2737,0.012318940
-84.7761,40.4113,-84.2597,40.4389,0.010868181
-81.0501,41.0245,-81.0231,40.9207,0.000110940
-81.0501,41.0245,-80.675,40.8871,0.000069322
-82.8369,41.5853,-83.3218,41.388000000000005,0.002222055
-84.7133,39.7917,-84.3165,39.7927,0.000236608
-83.4713,38.8559,-83.7878,38.8673,0.000800894
-83.4713,38.8559,-83.9191,38.7054,0.012147233
-82.9102,39.1517,-82.6108,39.1117,0.002231499
-84.6384,40.2802,-84.4084,39.9951,0.000564778
-84.6384,40.2802,-84.7761,40.4113,0.001287080
-82.7773,40.7392,-82.6618,40.6209,0.005633923
-82.7773,40.7392,-82.5049,40.5342,0.010885780
-81.0354,39.8489,-81.2824,39.9156,0.015426266
-83.3836,40.95,-83.3285,41.2162,0.000817232
-83.3836,40.95,-83.4363,41.3236,0.001208444
-80.652,40.3653,-80.5998,40.6179,0.000325649
-83.08,40.1679,-83.2628,40.3533,0.003236082
-83.08,40.1679,-83.2993,39.9487,0.000287101
-81.0591,41.3722,-81.0231,40.9207,0.000389554
-81.0591,41.3722,-81.0501,41.0245,0.001300452
-81.0031,40.5209,-81.2812,40.2737,0.000200756
-81.0031,40.5209,-80.652,40.3653,0.005706191
-84.0243,39.8862,-83.9635,40.2174,0.005930803
-82.5243,39.1591,-82.6108,39.1117,0.005706637
-84.4084,39.9951,-84.3165,39.7927,0.000207153
-83.5114,40.8064,-83.5444,40.4007,0.004252815
-83.3871,39.0747,-83.1842,39.4069,0.000209321
-83.2077,40.5321,-83.08,40.1679,0.000011293
-83.2077,40.5321,-83.2628,40.3533,0.000809903
-82.5993,39.4187,-82.7779,39.554,0.000080469
-84.146,40.6513,-84.2597,40.4389,0.003018825
-84.146,40.6513,-83.8235,40.9348,0.006685499
-81.9154,39.7373,-82.1261,39.4005,0.000715835
-81.9154,39.7373,-81.5868,40.0221,0.001901639
-83.3185,38.2529,-83.6341,38.2126,0.028193171
-85.6333,38.2907,-85.4839,38.3355,0.003588644
-88.4381,36.5892,-88.5692,36.5603,0.044073678
-88.4381,36.5892,-88.61200000000001,36.9728,0.022962695
-82.7994,37.451,-82.8382,37.8806,0.182678298
-85.4839,38.3355,-85.3174,38.5955,0.006011488
-84.4699,38.2204,-84.1908,38.0014,0.019906944
-84.4699,38.2204,-84.1101,38.1425,0.015302202
-84.1004,36.9321,-83.7635,37.1464,0.484724866
-84.1004,36.9321,-83.7598,36.8353,0.106369512
-87.6885,37.1737,-87.709,36.9551,0.037231534
-87.6885,37.1737,-87.4875,37.12,0.014450765
-84.5675,39.0338,-84.4815,39.0401,0.000742256
-84.6329,37.1745,-84.7579,37.453,0.042475832
-84.3311,38.6708,-84.5966,38.7326,0.009883041
-84.3311,38.6708,-84.0666,38.6818,0.015687982
-87.2125,37.1231,-87.4875,37.12,0.011809616
-84.6731,38.9472,-84.4815,39.0401,0.002468698
-82.0632,37.4807,-81.9923,37.805,0.003579068
-82.0632,37.4807,-81.8015,37.2473,0.243141586
-85.9915,37.9366,-85.7146,38.0645,0.008913155
-83.0488,37.9734,-83.0188,38.1879,0.133377498
-83.0488,37.9734,-82.8382,37.8806,0.238264592
-85.9358,37.8193,-85.9915,37.9366,0.002355667
-88.5692,36.5603,-88.4656,36.867,0.502426772
-88.5692,36.5603,-88.9353,36.5767,0.147853086
-83.9691,37.9059,-83.8925,37.997,0.003382867
-83.9691,37.9059,-83.9685,37.6969,0.056815151
-83.9691,37.9059,-84.1908,38.0014,0.004287454
-85.2196,37.8996,-85.0701,37.7355,0.192779480
-85.2196,37.8996,-85.1511,38.0562,0.006196333
-85.2196,37.8996,-85.0744,38.137,0.008034149
-82.6735,37.9459,-82.4415,38.2254,0.011174512
-84.2366,38.5426,-84.0666,38.6818,0.002541641
-85.3689,37.4256,-84.9875,37.4551,0.001272880
-85.3689,37.4256,-85.2625,37.5156,0.000803060
-84.1908,38.0014,-83.9691,37.9059,0.008633499
-84.4094,37.6167,-84.4144,37.4027,0.026265442
-84.4094,37.6167,-84.2928,37.724000000000004,0.001686886
-83.8774,36.5942,-84.161,37.0037,0.110053199
-83.7598,36.8353,-83.8774,36.5942,0.091241194
-83.7598,36.8353,-83.7635,37.1464,0.181692572
-87.4875,37.12,-87.2125,37.1231,0.061706507
-85.0681,38.6098,-84.9769,38.6134,0.000717312
-84.5966,38.7326,-84.8239,38.7252,0.002646734
-84.4815,39.0401,-84.6731,38.9472,0.002256478
-84.4815,39.0401,-84.5675,39.0338,0.000282828
-85.2625,37.5156,-85.3689,37.4256,0.011960620
-88.4656,36.867,-88.4381,36.5892,0.015611259
-88.4656,36.867,-88.5692,36.5603,0.153021759
-84.9769,38.6134,-84.8239,38.7252,0.008864492
-82.9371,38.3318,-82.7816,38.3354,0.000992749
-84.5255,38.1059,-84.6545,37.8787,0.000304105
-84.1101,38.1425,-83.8925,37.997,0.006262764
-85.3036,38.4623,-85.4839,38.3355,0.000144154
-85.3036,38.4623,-85.3174,38.5955,0.004956257
-84.2928,37.724000000000004,-83.9685,37.6969,0.024709062
-83.9685,37.6969,-83.9735,37.5751,0.088194142
-83.9685,37.6969,-83.9691,37.9059,0.014336740
-84.7903,37.5855,-84.9097,37.6965,0.002092781
-84.8239,38.7252,-84.9769,38.6134,0.019760224
-83.2524,38.354,-83.3185,38.2529,0.000134113
-83.2524,38.354,-82.9371,38.3318,0.001993823
-84.6545,37.8787,-84.5255,38.1059,0.000308524
-83.8866,38.302,-84.0358,38.5317,0.135950837
-83.8866,38.302,-84.1101,38.1425,0.042397185
-84.4144,37.4027,-84.4094,37.6167,0.065514210
-84.4144,37.4027,-84.6329,37.1745,0.001370931
-84.9097,37.6965,-84.7903,37.5855,0.016338384
-84.7563,37.972,-84.5255,38.1059,0.000341603
-84.8955,38.3228,-84.9769,38.6134,0.043180597
-84.4395,36.6648,-84.1004,36.9321,0.123319425
-84.4395,36.6648,-84.161,37.0037,0.195662298
-82.6911,38.4949,-82.84200000000001,38.7383,0.002585768
-84.161,37.0037,-83.7635,37.1464,0.107772766
-84.161,37.0037,-83.7598,36.8353,0.076465483
-84.7579,37.453,-84.9875,37.4551,0.005221402
-84.7579,37.453,-84.9097,37.6965,0.000534608
-85.1511,38.0562,-84.935,38.089,0.023049015
-85.7146,38.0645,-85.9915,37.9366,0.012460537
-85.7146,38.0645,-85.9358,37.8193,0.003635300
-83.8925,37.997,-83.9691,37.9059,0.011988514
-85.0744,38.137,-84.8955,38.3228,0.001949980
-83.9191,38.7054,-84.0666,38.6818,0.011846703
-83.9191,38.7054,-83.7878,38.8673,0.001635652
-84.935,38.089,-85.1511,38.0562,0.000785835
-85.3174,38.5955,-85.4839,38.3355,0.051302724
-82.4223,37.8416,-82.1696,37.6262,0.216195225
-82.4223,37.8416,-82.4415,38.2254,0.043755700
