year,loc_x,loc_y,real_count
7,-77.4655,38.3319,182
0,-77.4712,39.0302,39
1,-77.4712,39.0302,73
2,-77.4712,39.0302,65
3,-77.4712,39.0302,53
4,-77.4712,39.0302,64
5,-77.4712,39.0302,147
6,-77.4712,39.0302,105
7,-77.4712,39.0302,68
0,-82.7774,36.8615,0
1,-82.7774,36.8615,0
2,-82.7774,36.8615,0
3,-82.7774,36.8615,4
4,-82.7774,36.8615,2
5,-82.7774,36.8615,4
6,-82.7774,36.8615,0
7,-82.7774,36.8615,1
0,-76.2883,37.4984,0
1,-76.2883,37.4984,0
2,-76.2883,37.4984,0
3,-76.2883,37.4984,11
4,-76.2883,37.4984,18
5,-76.2883,37.4984,24
6,-76.2883,37.4984,2
7,-76.2883,37.4984,1
0,-81.8015,37.2473,0
1,-81.8015,37.2473,0
2,-81.8015,37.2473,0
3,-81.8015,37.2473,1
4,-81.8015,37.2473,0
5,-81.8015,37.2473,0
6,-81.8015,37.2473,4
7,-81.8015,37.2473,0
0,-78.9012,38.0673,0
1,-78.9012,38.0673,0
2,-78.9012,38.0673,2
3,-78.9012,38.0673,3
4,-78.9012,38.0673,0
5,-78.9012,38.0673,0
6,-78.9012,38.0673,0
7,-78.9012,38.0673,1
0,-78.5222,38.041,4
1,-78.5222,38.041,0
2,-78.5222,38.041,2
3,-78.5222,38.041,2
4,-78.5222,38.041,17
5,-78.5222,38.041,13
6,-78.5222,38.041,36
7,-78.5222,38.041,31
0,-81.6257,36.6015,0
1,-81.6257,36.6015,0
2,-81.6257,36.6015,0
3,-81.6257,36.6015,0
4,-81.6257,36.6015,0
5,-81.6257,36.6015,2
6,-81.6257,36.6015,3
7,-81.6257,36.6015,0
0,-78.8828,37.913000000000004,0
1,-78.8828,37.913000000000004,0
2,-78.8828,37.913000000000004,0
3,-78.8828,37.913000000000004,0
4,-78.8828,37.913000000000004,2
5,-78.8828,37.913000000000004,2
6,-78.8828,37.913000000000004,4
7,-78.8828,37.913000000000004,44
0,-79.444,37.7825,0
1,-79.444,37.7825,0
2,-79.444,37.7825,0
3,-79.444,37.7825,0
4,-79.444,37.7825,0
5,-79.444,37.7825,0
6,-79.444,37.7825,0
7,-79.444,37.7825,0
0,-82.2961,36.9791,0
1,-82.2961,36.9791,3
2,-82.2961,36.9791,0
3,-82.2961,36.9791,1
4,-82.2961,36.9791,4
5,-82.2961,36.9791,0
6,-82.2961,36.9791,1
7,-82.2961,36.9791,1
0,-76.8978,36.9052,45
1,-76.8978,36.9052,27
2,-76.8978,36.9052,25
3,-76.8978,36.9052,107
4,-76.8978,36.9052,25
5,-76.8978,36.9052,37
6,-76.8978,36.9052,22
7,-76.8978,36.9052,27
0,-76.8229,38.0941,2
1,-76.8229,38.0941,1
2,-76.8229,38.0941,1
3,-76.8229,38.0941,4
4,-76.8229,38.0941,19
5,-76.8229,38.0941,24
6,-76.8229,38.0941,23
7,-76.8229,38.0941,23
0,-80.3578,36.7168,0
1,-80.3578,36.7168,0
2,-80.3578,36.7168,0
3,-80.3578,36.7168,0
4,-80.3578,36.7168,0
5,-80.3578,36.7168,4
6,-80.3578,36.7168,3
7,-80.3578,36.7168,7
0,-79.9917,36.8293,14
1,-79.9917,36.8293,10
2,-79.9917,36.8293,25
3,-79.9917,36.8293,40
4,-79.9917,36.8293,30
5,-79.9917,36.8293,25
6,-79.9917,36.8293,16
7,-79.9917,36.8293,25
0,-83.1152,36.6871,0
1,-83.1152,36.6871,0
2,-83.1152,36.6871,0
3,-83.1152,36.6871,0
4,-83.1152,36.6871,0
5,-83.1152,36.6871,0
6,-83.1152,36.6871,2
7,-83.1152,36.6871,2
0,-79.2895,37.2338,0
1,-79.2895,37.2338,0
2,-79.2895,37.2338,1
3,-79.2895,37.2338,8
4,-79.2895,37.2338,18
5,-79.2895,37.2338,11
6,-79.2895,37.2338,11
7,-79.2895,37.2338,11
0,-82.7962,36.7196,0
1,-82.7962,36.7196,0
2,-82.7962,36.7196,0
3,-82.7962,36.7196,0
4,-82.7962,36.7196,4
5,-82.7962,36.7196,0
6,-82.7962,36.7196,1
7,-82.7962,36.7196,0
0,-77.7219,36.9853,0
1,-77.7219,36.9853,0
2,-77.7219,36.9853,1
3,-77.7219,36.9853,1
4,-77.7219,36.9853,3
5,-77.7219,36.9853,3
6,-77.7219,36.9853,4
7,-77.7219,36.9853,7
0,-80.6997,36.6771,2
1,-80.6997,36.6771,0
2,-80.6997,36.6771,1
3,-80.6997,36.6771,0
4,-80.6997,36.6771,3
5,-80.6997,36.6771,1
6,-80.6997,36.6771,3
7,-80.6997,36.6771,3
0,-75.7182,37.6917,0
1,-75.7182,37.6917,1
2,-75.7182,37.6917,5
3,-75.7182,37.6917,2
4,-75.7182,37.6917,38
5,-75.7182,37.6917,6
6,-75.7182,37.6917,13
7,-75.7182,37.6917,7
0,-75.8283,37.5295,0
1,-75.8283,37.5295,0
2,-75.8283,37.5295,0
3,-75.8283,37.5295,1
4,-75.8283,37.5295,5
5,-75.8283,37.5295,2
6,-75.8283,37.5295,0
7,-75.8283,37.5295,1
0,-78.1283,36.9608,2
1,-78.1283,36.9608,0
2,-78.1283,36.9608,0
3,-78.1283,36.9608,0
4,-78.1283,36.9608,0
5,-78.1283,36.9608,0
6,-78.1283,36.9608,1
7,-78.1283,36.9608,0
0,-76.538,37.7301,0
1,-76.538,37.7301,0
2,-76.538,37.7301,2
3,-76.538,37.7301,6
4,-76.538,37.7301,0
5,-76.538,37.7301,0
6,-76.538,37.7301,0
7,-76.538,37.7301,3
0,-78.6333,37.494,9
1,-78.6333,37.494,11
2,-78.6333,37.494,13
3,-78.6333,37.494,13
4,-78.6333,37.494,9
5,-78.6333,37.494,30
6,-78.6333,37.494,28
7,-78.6333,37.494,48
0,-79.7872,36.6871,0
1,-79.7872,36.6871,1
2,-79.7872,36.6871,8
3,-79.7872,36.6871,3
4,-79.7872,36.6871,10
5,-79.7872,36.6871,8
6,-79.7872,36.6871,4
7,-79.7872,36.6871,20
0,-77.8267,38.416,18
1,-77.8267,38.416,12
2,-77.8267,38.416,30
3,-77.8267,38.416,81
4,-77.8267,38.416,94
5,-77.8267,38.416,90
6,-77.8267,38.416,132
7,-77.8267,38.416,91
0,-78.1745,39.1734,41
1,-78.1745,39.1734,0
2,-78.1745,39.1734,5
3,-78.1745,39.1734,71
4,-78.1745,39.1734,12
5,-78.1745,39.1734,5
6,-78.1745,39.1734,5
7,-78.1745,39.1734,8
0,-78.1125,38.2484,1
1,-78.1125,38.2484,0
2,-78.1125,38.2484,3
3,-78.1125,38.2484,18
4,-78.1125,38.2484,20
5,-78.1125,38.2484,48
6,-78.1125,38.2484,39
7,-78.1125,38.2484,40
0,-77.6492,37.506,69
1,-77.6492,37.506,98
2,-77.6492,37.506,139
3,-77.6492,37.506,225
4,-77.6492,37.506,310
5,-77.6492,37.506,373
6,-77.6492,37.506,477
7,-77.6492,37.506,350
0,-77.6661,38.6355,33
1,-77.6661,38.6355,55
2,-77.6661,38.6355,54
3,-77.6661,38.6355,106
4,-77.6661,38.6355,67
5,-77.6661,38.6355,137
6,-77.6661,38.6355,110
7,-77.6661,38.6355,56
0,-78.9061,38.6601,27
1,-78.9061,38.6601,25
2,-78.9061,38.6601,18
3,-78.9061,38.6601,38
4,-78.9061,38.6601,18
5,-78.9061,38.6601,23
6,-78.9061,38.6601,26
7,-78.9061,38.6601,37
0,-77.9882,37.3366,1
1,-77.9882,37.3366,2
2,-77.9882,37.3366,0
3,-77.9882,37.3366,1
4,-77.9882,37.3366,0
5,-77.9882,37.3366,0
6,-77.9882,37.3366,0
7,-77.9882,37.3366,5
0,-78.3908,36.666,1
1,-78.3908,36.666,1
2,-78.3908,36.666,1
3,-78.3908,36.666,3
4,-78.3908,36.666,3
5,-78.3908,36.666,12
6,-78.3908,36.666,33
7,-78.3908,36.666,34
0,-81.6382,36.666,0
1,-81.6382,36.666,2
2,-81.6382,36.666,0
3,-81.6382,36.666,0
4,-81.6382,36.666,3
5,-81.6382,36.666,0
6,-81.6382,36.666,1
7,-81.6382,36.666,1
0,-81.192,36.8862,1
1,-81.192,36.8862,6
2,-81.192,36.8862,2
3,-81.192,36.8862,3
4,-81.192,36.8862,14
5,-81.192,36.8862,7
6,-81.192,36.8862,10
7,-81.192,36.8862,8
0,-77.9061,38.0068,5
1,-77.9061,38.0068,6
2,-77.9061,38.0068,15
3,-77.9061,38.0068,7
4,-77.9061,38.0068,23
5,-77.9061,38.0068,29
6,-77.9061,38.0068,19
7,-77.9061,38.0068,20
0,-78.3681,39.0551,16
1,-78.3681,39.0551,29
2,-78.3681,39.0551,20
3,-78.3681,39.0551,59
4,-78.3681,39.0551,60
5,-78.3681,39.0551,47
6,-78.3681,39.0551,62
7,-78.3681,39.0551,47
0,-81.5927,36.7929,4
1,-81.5927,36.7929,1
2,-81.5927,36.7929,0
3,-81.5927,36.7929,0
4,-81.5927,36.7929,0
5,-81.5927,36.7929,0
6,-81.5927,36.7929,1
7,-81.5927,36.7929,8
0,-76.6625,37.9501,333
1,-76.6625,37.9501,0
2,-76.6625,37.9501,0
3,-76.6625,37.9501,519
4,-76.6625,37.9501,82
5,-76.6625,37.9501,2
6,-76.6625,37.9501,88
7,-76.6625,37.9501,57
0,-77.4689,36.816,1
1,-77.4689,36.816,1
2,-77.4689,36.816,8
3,-77.4689,36.816,4
4,-77.4689,36.816,4
5,-77.4689,36.816,16
6,-77.4689,36.816,6
7,-77.4689,36.816,7
0,-77.0687,37.344,0
1,-77.0687,37.344,0
2,-77.0687,37.344,3
3,-77.0687,37.344,0
4,-77.0687,37.344,0
5,-77.0687,37.344,0
6,-77.0687,37.344,0
7,-77.0687,37.344,0
0,-80.5583,37.1229,1
1,-80.5583,37.1229,0
2,-80.5583,37.1229,0
3,-80.5583,37.1229,1
4,-80.5583,37.1229,0
5,-80.5583,37.1229,0
6,-80.5583,37.1229,0
7,-80.5583,37.1229,0
0,-78.0883,37.6674,2
1,-78.0883,37.6674,0
2,-78.0883,37.6674,0
3,-78.0883,37.6674,1
4,-78.0883,37.6674,3
5,-78.0883,37.6674,0
6,-78.0883,37.6674,4
7,-78.0883,37.6674,9
0,-78.1033,38.9231,21
1,-78.1033,38.9231,25
2,-78.1033,38.9231,41
3,-78.1033,38.9231,167
4,-78.1033,38.9231,177
5,-78.1033,38.9231,154
6,-78.1033,38.9231,143
7,-78.1033,38.9231,73
0,-77.8937,36.8553,4
1,-77.8937,36.8553,1
2,-77.8937,36.8553,5
3,-77.8937,36.8553,4
4,-77.8937,36.8553,7
5,-77.8937,36.8553,0
6,-77.8937,36.8553,7
7,-77.8937,36.8553,0
0,-78.4545,38.6653,0
1,-78.4545,38.6653,0
2,-78.4545,38.6653,0
3,-78.4545,38.6653,6
4,-78.4545,38.6653,9
5,-78.4545,38.6653,2
6,-78.4545,38.6653,2
7,-78.4545,38.6653,4
0,-78.601,36.9933,0
1,-78.601,36.9933,1
2,-78.601,36.9933,0
3,-78.601,36.9933,5
4,-78.601,36.9933,0
5,-78.601,36.9933,8
6,-78.601,36.9933,7
7,-78.601,36.9933,7
0,-79.6403,38.3237,0
1,-79.6403,38.3237,0
2,-79.6403,38.3237,0
3,-79.6403,38.3237,0
4,-79.6403,38.3237,1
5,-79.6403,38.3237,0
6,-79.6403,38.3237,0
7,-79.6403,38.3237,0
0,-80.8576,37.373000000000005,1
1,-80.8576,37.373000000000005,0
2,-80.8576,37.373000000000005,8
3,-80.8576,37.373000000000005,8
4,-80.8576,37.373000000000005,1
5,-80.8576,37.373000000000005,4
6,-80.8576,37.373000000000005,4
7,-80.8576,37.373000000000005,4
0,-77.0436,37.4418,3
1,-77.0436,37.4418,7
2,-77.0436,37.4418,7
3,-77.0436,37.4418,6
4,-77.0436,37.4418,17
5,-77.0436,37.4418,11
6,-77.0436,37.4418,8
7,-77.0436,37.4418,22
0,-80.7255,36.9342,0
1,-80.7255,36.9342,3
2,-80.7255,36.9342,0
3,-80.7255,36.9342,7
4,-80.7255,36.9342,1
5,-80.7255,36.9342,24
6,-80.7255,36.9342,1
7,-80.7255,36.9342,8
0,-77.3473,38.0533,5
1,-77.3473,38.0533,11
2,-77.3473,38.0533,11
3,-77.3473,38.0533,7
4,-77.3473,38.0533,21
5,-77.3473,38.0533,16
6,-77.3473,38.0533,33
7,-77.3473,38.0533,35
0,-76.0435,36.7335,84
1,-76.0435,36.7335,0
2,-76.0435,36.7335,1
3,-76.0435,36.7335,126
4,-76.0435,36.7335,18
5,-76.0435,36.7335,3
6,-76.0435,36.7335,20
7,-76.0435,36.7335,14
0,-79.7253,37.3866,3
1,-79.7253,37.3866,4
2,-79.7253,37.3866,7
3,-79.7253,37.3866,13
4,-79.7253,37.3866,14
5,-79.7253,37.3866,22
6,-79.7253,37.3866,13
7,-79.7253,37.3866,67
0,-79.4196,36.6716,1
1,-79.4196,36.6716,1
2,-79.4196,36.6716,4
3,-79.4196,36.6716,1
4,-79.4196,36.6716,2
5,-79.4196,36.6716,0
6,-79.4196,36.6716,1
7,-79.4196,36.6716,4
0,-77.2604,38.6823,70
1,-77.2604,38.6823,82
2,-77.2604,38.6823,194
3,-77.2604,38.6823,285
4,-77.2604,38.6823,274
5,-77.2604,38.6823,318
6,-77.2604,38.6823,277
7,-77.2604,38.6823,293
0,-79.8779,37.4167,20
1,-79.8779,37.4167,12
2,-79.8779,37.4167,9
3,-79.8779,37.4167,11
4,-79.8779,37.4167,24
5,-79.8779,37.4167,23
6,-79.8779,37.4167,37
7,-79.8779,37.4167,26
0,-76.8308,36.866,1
1,-76.8308,36.866,2
2,-76.8308,36.866,17
3,-76.8308,36.866,13
4,-76.8308,36.866,9
5,-76.8308,36.866,33
6,-76.8308,36.866,34
7,-76.8308,36.866,13
0,-77.7022,37.6015,2
1,-77.7022,37.6015,0
2,-77.7022,37.6015,0
3,-77.7022,37.6015,2
4,-77.7022,37.6015,6
5,-77.7022,37.6015,4
6,-77.7022,37.6015,2
7,-77.7022,37.6015,7
0,-78.3319,39.264,69
1,-78.3319,39.264,84
2,-78.3319,39.264,65
3,-78.3319,39.264,98
4,-78.3319,39.264,137
5,-78.3319,39.264,146
6,-78.3319,39.264,100
7,-78.3319,39.264,80
0,-81.1501,37.1521,0
1,-81.1501,37.1521,0
2,-81.1501,37.1521,0
3,-81.1501,37.1521,0
4,-81.1501,37.1521,1
5,-81.1501,37.1521,1
6,-81.1501,37.1521,0
7,-81.1501,37.1521,0
0,-77.3706,37.7668,39
1,-77.3706,37.7668,60
2,-77.3706,37.7668,65
3,-77.3706,37.7668,96
4,-77.3706,37.7668,134
5,-77.3706,37.7668,83
6,-77.3706,37.7668,94
7,-77.3706,37.7668,134
0,-76.3024,36.6778,119
1,-76.3024,36.6778,6
2,-76.3024,36.6778,0
3,-76.3024,36.6778,164
4,-76.3024,36.6778,10
5,-76.3024,36.6778,0
6,-76.3024,36.6778,33
7,-76.3024,36.6778,40
0,-76.8665,37.9185,0
1,-76.8665,37.9185,0
2,-76.8665,37.9185,1
3,-76.8665,37.9185,0
4,-76.8665,37.9185,1
5,-76.8665,37.9185,1
6,-76.8665,37.9185,2
7,-76.8665,37.9185,1
0,-77.2875,36.8457,2
1,-77.2875,36.8457,4
2,-77.2875,36.8457,1
3,-77.2875,36.8457,4
4,-77.2875,36.8457,1
5,-77.2875,36.8457,6
6,-77.2875,36.8457,3
7,-77.2875,36.8457,2
0,-78.3261,38.4879,0
1,-78.3261,38.4879,1
2,-78.3261,38.4879,0
3,-78.3261,38.4879,2
4,-78.3261,38.4879,4
5,-78.3261,38.4879,12
6,-78.3261,38.4879,19
7,-78.3261,38.4879,5
0,-76.5747,37.6395,0
1,-76.5747,37.6395,0
2,-76.5747,37.6395,0
3,-76.5747,37.6395,0
4,-76.5747,37.6395,0
5,-76.5747,37.6395,2
6,-76.5747,37.6395,9
7,-76.5747,37.6395,8
0,-79.5709,38.1948,0
1,-79.5709,38.1948,5
2,-79.5709,38.1948,0
3,-79.5709,38.1948,0
4,-79.5709,38.1948,2
5,-79.5709,38.1948,0
6,-79.5709,38.1948,0
7,-79.5709,38.1948,0
0,-77.1011,38.8786,41
1,-77.1011,38.8786,44
2,-77.1011,38.8786,51
3,-77.1011,38.8786,54
4,-77.1011,38.8786,73
5,-77.1011,38.8786,84
6,-77.1011,38.8786,126
7,-77.1011,38.8786,79
0,-78.0029,37.0821,0
1,-78.0029,37.0821,0
2,-78.0029,37.0821,5
3,-78.0029,37.0821,3
4,-78.0029,37.0821,0
5,-78.0029,37.0821,3
6,-78.0029,37.0821,2
7,-78.0029,37.0821,6
0,-78.4417,38.2504,0
1,-78.4417,38.2504,0
2,-78.4417,38.2504,1
3,-78.4417,38.2504,4
4,-78.4417,38.2504,2
5,-78.4417,38.2504,12
6,-78.4417,38.2504,21
7,-78.4417,38.2504,10
0,-79.9868,37.7786,0
1,-79.9868,37.7786,0
2,-79.9868,37.7786,0
3,-79.9868,37.7786,0
4,-79.9868,37.7786,0
5,-79.9868,37.7786,0
6,-79.9868,37.7786,0
7,-79.9868,37.7786,0
0,-81.6387,37.1909,0
1,-81.6387,37.1909,0
2,-81.6387,37.1909,5
3,-81.6387,37.1909,5
4,-81.6387,37.1909,7
5,-81.6387,37.1909,9
6,-81.6387,37.1909,28
7,-81.6387,37.1909,27
0,-78.4856,38.0374,3
1,-78.4856,38.0374,0
2,-78.4856,38.0374,2
3,-78.4856,38.0374,20
4,-78.4856,38.0374,1
5,-78.4856,38.0374,0
6,-78.4856,38.0374,2
7,-78.4856,38.0374,10
0,-80.1395,37.4293,12
1,-80.1395,37.4293,0
2,-80.1395,37.4293,0
3,-80.1395,37.4293,2
4,-80.1395,37.4293,1
5,-80.1395,37.4293,0
6,-80.1395,37.4293,0
7,-80.1395,37.4293,1
0,-79.9795,37.8865,0
1,-79.9795,37.8865,1
2,-79.9795,37.8865,0
3,-79.9795,37.8865,5
4,-79.9795,37.8865,14
5,-79.9795,37.8865,16
6,-79.9795,37.8865,12
7,-79.9795,37.8865,19
0,-76.4402,37.2801,13
1,-76.4402,37.2801,3
2,-76.4402,37.2801,7
3,-76.4402,37.2801,15
4,-76.4402,37.2801,15
5,-76.4402,37.2801,23
6,-76.4402,37.2801,28
7,-76.4402,37.2801,18
0,-76.259,36.8945,134
1,-76.259,36.8945,8
2,-76.259,36.8945,3
3,-76.259,36.8945,178
4,-76.259,36.8945,8
5,-76.259,36.8945,12
6,-76.259,36.8945,43
7,-76.259,36.8945,53
0,-76.6847,36.5882,30
1,-76.6847,36.5882,4
2,-76.6847,36.5882,2
3,-76.6847,36.5882,69
4,-76.6847,36.5882,6
5,-76.6847,36.5882,0
6,-76.6847,36.5882,13
7,-76.6847,36.5882,5
0,-77.9823,39.1508,4
1,-77.9823,39.1508,1
2,-77.9823,39.1508,2
3,-77.9823,39.1508,9
4,-77.9823,39.1508,15
5,-77.9823,39.1508,17
6,-77.9823,39.1508,7
7,-77.9823,39.1508,4
0,-77.3914,37.2042,13
1,-77.3914,37.2042,0
2,-77.3914,37.2042,0
3,-77.3914,37.2042,43
4,-77.3914,37.2042,6
5,-77.3914,37.2042,0
6,-77.3914,37.2042,5
7,-77.3914,37.2042,2
0,-76.9665,37.2273,1
1,-76.9665,37.2273,1
2,-76.9665,37.2273,0
3,-76.9665,37.2273,0
4,-76.9665,37.2273,0
5,-76.9665,37.2273,0
6,-76.9665,37.2273,0
7,-76.9665,37.2273,0
0,-77.1878,38.8648,3
1,-77.1878,38.8648,0
2,-77.1878,38.8648,0
3,-77.1878,38.8648,0
4,-77.1878,38.8648,0
5,-77.1878,38.8648,0
6,-77.1878,38.8648,0
7,-77.1878,38.8648,1
0,-78.2322,38.6562,1
1,-78.2322,38.6562,1
2,-78.2322,38.6562,3
3,-78.2322,38.6562,1
4,-78.2322,38.6562,3
5,-78.2322,38.6562,0
6,-78.2322,38.6562,2
7,-78.2322,38.6562,5
0,-80.9176,36.666,0
1,-80.9176,36.666,0
2,-80.9176,36.666,0
3,-80.9176,36.666,1
4,-80.9176,36.666,0
5,-80.9176,36.666,0
6,-80.9176,36.666,0
7,-80.9176,36.666,0
0,-79.8636,36.6827,0
1,-79.8636,36.6827,0
2,-79.8636,36.6827,0
3,-79.8636,36.6827,0
4,-79.8636,36.6827,0
5,-79.8636,36.6827,0
6,-79.8636,36.6827,1
7,-79.8636,36.6827,1
0,-76.8041,37.3799,10
1,-76.8041,37.3799,4
2,-76.8041,37.3799,3
3,-76.8041,37.3799,4
4,-76.8041,37.3799,4
5,-76.8041,37.3799,17
6,-76.8041,37.3799,13
7,-76.8041,37.3799,33
0,-79.4088,36.5831,3
1,-79.4088,36.5831,0
2,-79.4088,36.5831,0
3,-79.4088,36.5831,1
4,-79.4088,36.5831,0
5,-79.4088,36.5831,0
6,-79.4088,36.5831,1
7,-79.4088,36.5831,4
0,-79.1058,37.4487,7
1,-79.1058,37.4487,0
2,-79.1058,37.4487,0
3,-79.1058,37.4487,3
4,-79.1058,37.4487,3
5,-79.1058,37.4487,3
6,-79.1058,37.4487,6
7,-79.1058,37.4487,15
0,-78.8735,38.4362,4
1,-78.8735,38.4362,4
2,-78.8735,38.4362,20
3,-78.8735,38.4362,2
4,-78.8735,38.4362,2
5,-78.8735,38.4362,0
6,-78.8735,38.4362,2
7,-78.8735,38.4362,0
0,-77.4871,38.2992,8
1,-77.4871,38.2992,0
2,-77.4871,38.2992,1
3,-77.4871,38.2992,37
4,-77.4871,38.2992,12
5,-77.4871,38.2992,0
6,-77.4871,38.2992,9
7,-77.4871,38.2992,6
0,-79.8886,37.2747,130
1,-79.8886,37.2747,57
2,-79.8886,37.2747,64
3,-79.8886,37.2747,294
4,-79.8886,37.2747,88
5,-79.8886,37.2747,79
6,-79.8886,37.2747,89
7,-79.8886,37.2747,100
0,-78.682,37.2642,0
1,-78.682,37.2642,0
2,-78.682,37.2642,5
3,-78.682,37.2642,1
4,-78.682,37.2642,2
5,-78.682,37.2642,0
6,-78.682,37.2642,6
7,-78.682,37.2642,6
0,-76.354,36.8468,214
1,-76.354,36.8468,3
2,-76.354,36.8468,4
3,-76.354,36.8468,175
4,-76.354,36.8468,58
5,-76.354,36.8468,5
6,-76.354,36.8468,29
7,-76.354,36.8468,21
0,-76.5185,37.1052,126
1,-76.5185,37.1052,16
2,-76.5185,37.1052,9
3,-76.5185,37.1052,93
4,-76.5185,37.1052,14
5,-76.5185,37.1052,10
6,-76.5185,37.1052,28
7,-76.5185,37.1052,16
0,-77.5885,38.1982,38
1,-77.5885,38.1982,28
2,-77.5885,38.1982,100
3,-77.5885,38.1982,122
4,-77.5885,38.1982,106
5,-77.5885,38.1982,151
6,-77.5885,38.1982,236
7,-77.5885,38.1982,211
0,-80.0554,37.2864,12
1,-80.0554,37.2864,0
2,-80.0554,37.2864,0
3,-80.0554,37.2864,22
4,-80.0554,37.2864,0
5,-80.0554,37.2864,1
6,-80.0554,37.2864,2
7,-80.0554,37.2864,7
0,-79.0608,38.1593,0
1,-79.0608,38.1593,0
2,-79.0608,38.1593,0
3,-79.0608,38.1593,1
4,-79.0608,38.1593,0
5,-79.0608,38.1593,0
6,-79.0608,38.1593,2
7,-79.0608,38.1593,1
0,-82.1607,36.618,0
1,-82.1607,36.618,0
2,-82.1607,36.618,0
3,-82.1607,36.618,0
4,-82.1607,36.618,0
5,-82.1607,36.618,0
6,-82.1607,36.618,0
7,-82.1607,36.618,0
0,-76.7075,37.2691,1
1,-76.7075,37.2691,0
2,-76.7075,37.2691,0
3,-76.7075,37.2691,5
4,-76.7075,37.2691,0
5,-76.7075,37.2691,0
6,-76.7075,37.2691,0
7,-76.7075,37.2691,0
0,-80.2045,37.0379,0
1,-80.2045,37.0379,0
2,-80.2045,37.0379,0
3,-80.2045,37.0379,1
4,-80.2045,37.0379,1
5,-80.2045,37.0379,0
6,-80.2045,37.0379,3
7,-80.2045,37.0379,6
0,-77.0861,38.8184,5
1,-77.0861,38.8184,7
2,-77.0861,38.8184,8
3,-77.0861,38.8184,16
4,-77.0861,38.8184,0
5,-77.0861,38.8184,3
6,-77.0861,38.8184,15
7,-77.0861,38.8184,5
0,-82.626,36.9317,0
1,-82.626,36.9317,0
2,-82.626,36.9317,0
3,-82.626,36.9317,0
4,-82.626,36.9317,0
5,-82.626,36.9317,0
6,-82.626,36.9317,0
7,-82.626,36.9317,0
0,-79.1911,37.4004,19
1,-79.1911,37.4004,0
2,-79.1911,37.4004,0
3,-79.1911,37.4004,37
4,-79.1911,37.4004,2
5,-79.1911,37.4004,0
6,-79.1911,37.4004,6
7,-79.1911,37.4004,2
0,-76.433,37.1982,8
1,-76.433,37.1982,16
2,-76.433,37.1982,15
3,-76.433,37.1982,18
4,-76.433,37.1982,4
5,-76.433,37.1982,28
6,-76.433,37.1982,26
7,-76.433,37.1982,48
0,-77.5356,36.6953,3
1,-77.5356,36.6953,0
2,-77.5356,36.6953,0
