id,name,bias
222,Blair/Pennsylvania,29324.0
223,Greene/Pennsylvania,474.0
224,Lawrence/Pennsylvania,4815.0
225,Tioga/Pennsylvania,1827.0
226,Franklin/Pennsylvania,32755.0
227,Fayette/Pennsylvania,6132.0
228,Columbia/Pennsylvania,15079.0
229,Somerset/Pennsylvania,44120.0
230,Erie/Pennsylvania,291251.0
231,Dauphin/Pennsylvania,85526.0
232,Elk/Pennsylvania,903.0
233,Sullivan/Pennsylvania,28.0
234,Northumberland/Pennsylvania,2688.0
235,Wyoming/Pennsylvania,11542.0
236,Cameron/Pennsylvania,78.0
237,Crawford/Pennsylvania,16227.0
238,Union/Pennsylvania,965.0
239,Montour/Pennsylvania,2081.0
240,Juniata/Pennsylvania,4637.0
241,Fulton/Pennsylvania,2841.0
242,Potter/Pennsylvania,10963.0
243,Pike/Pennsylvania,420.0
244,Philadelphia/Pennsylvania,84977616.0
245,Erie/Ohio,48760.0
246,Putnam/Ohio,125.0
247,Henry/Ohio,884.0
248,Lorain/Ohio,1461178.0
249,Wood/Ohio,6673.0
250,Lucas/Ohio,1459117.0
251,Scioto/Ohio,687249.0
252,Muskingum/Ohio,13866.0
253,Cuyahoga/Ohio,115985972.0
254,Hamilton/Ohio,12126869.0
255,Logan/Ohio,30748.0
256,Williams/Ohio,139.0
257,Clermont/Ohio,408057.0
258,Van Wert/Ohio,19132.0
259,Knox/Ohio,2602.0
260,Seneca/Ohio,31966.0
261,Hancock/Ohio,69692.0
262,Perry/Ohio,35636.0
263,Belmont/Ohio,11462.0
264,Jackson/Ohio,351464.0
265,Meigs/Ohio,2324.0
266,Fayette/Ohio,8264.0
267,Union/Ohio,22487.0
268,Huron/Ohio,27769.0
269,Richland/Ohio,120006.0
270,Montgomery/Ohio,58541499.0
271,Butler/Ohio,120676.0
272,Stark/Ohio,493388.0
273,Wayne/Ohio,3727.0
274,Ashland/Ohio,164400.0
275,Tuscarawas/Ohio,951.0
276,Defiance/Ohio,80933.0
277,Ashtabula/Ohio,44723.0
278,Brown/Ohio,57243.0
279,Franklin/Ohio,19078931.0
280,Morrow/Ohio,40389.0
281,Pickaway/Ohio,12996.0
282,Summit/Ohio,352744.0
283,Coshocton/Ohio,11335.0
284,Madison/Ohio,16093.0
285,Sandusky/Ohio,39405.0
286,Mahoning/Ohio,2400701.0
287,Warren/Ohio,6232.0
288,Noble/Ohio,2403.0
289,Paulding/Ohio,562.0
290,Athens/Ohio,375233.0
291,Harrison/Ohio,937.0
292,Licking/Ohio,1682049.0
293,Lawrence/Ohio,9090.0
294,Fairfield/Ohio,839951.0
295,Lake/Ohio,5563008.0
296,Washington/Ohio,45040.0
297,Gallia/Ohio,137443.0
298,Medina/Ohio,3628.0
299,Clinton/Ohio,48708.0
300,Columbiana/Ohio,80123.0
301,Allen/Ohio,35453.0
302,Fulton/Ohio,618.0
303,Trumbull/Ohio,821630.0
304,Champaign/Ohio,29743.0
305,Ross/Ohio,401725.0
306,Greene/Ohio,45576.0
307,Holmes/Ohio,1643.0
308,Shelby/Ohio,6853.0
309,Guernsey/Ohio,17615.0
310,Mercer/Ohio,150568.0
311,Portage/Ohio,191963.0
312,Ottawa/Ohio,2130.0
313,Preble/Ohio,4667.0
314,Adams/Ohio,185112.0
315,Pike/Ohio,17685.0
316,Darke/Ohio,5655.0
317,Crawford/Ohio,77752.0
318,Monroe/Ohio,1741.0
319,Wyandot/Ohio,796.0
320,Jefferson/Ohio,8676.0
321,Delaware/Ohio,1186912.0
322,Geauga/Ohio,6551.0
323,Carroll/Ohio,296.0
324,Clark/Ohio,92380.0
325,Vinton/Ohio,10434.0
326,Miami/Ohio,9205.0
327,Hardin/Ohio,56420.0
328,Highland/Ohio,114733.0
329,Marion/Ohio,46143.0
330,Hocking/Ohio,9613.0
331,Auglaize/Ohio,2160.0
332,Morgan/Ohio,949.0
333,Rowan/Kentucky,98837.0
334,Jefferson/Kentucky,2242283.0
335,Perry/Kentucky,519485.0
336,Breckinridge/Kentucky,88.0
337,Calloway/Kentucky,4446.0
338,Ohio/Kentucky,1262.0
339,Floyd/Kentucky,89661.0
340,Bath/Kentucky,13773.0
341,Oldham/Kentucky,5895.0
342,Union/Kentucky,505.0
343,Scott/Kentucky,29872.0
344,Whitley/Kentucky,298743.0
345,Hopkins/Kentucky,21873.0
346,Kenton/Kentucky,2262110.0
347,Pulaski/Kentucky,375528.0
348,Pendleton/Kentucky,9621.0
349,Muhlenberg/Kentucky,3459.0
350,Monroe/Kentucky,285.0
351,Boone/Kentucky,23170.0
352,Pike/Kentucky,120855.0
353,Meade/Kentucky,7471.0
354,Breathitt/Kentucky,48453.0
355,Clinton/Kentucky,1196.0
356,Morgan/Kentucky,3184.0
357,Hardin/Kentucky,63706.0
358,Harlan/Kentucky,1024087.0
359,Graves/Kentucky,10809.0
360,Powell/Kentucky,29420.0
361,Nelson/Kentucky,8040.0
362,Lawrence/Kentucky,3653.0
363,Webster/Kentucky,639.0
364,Leslie/Kentucky,1285.0
365,Metcalfe/Kentucky,93.0
366,Fleming/Kentucky,6289.0
367,Todd/Kentucky,58.0
368,Letcher/Kentucky,41335.0
369,Ballard/Kentucky,5.0
370,Harrison/Kentucky,30019.0
371,Taylor/Kentucky,5807.0
372,Clark/Kentucky,85577.0
373,Wolfe/Kentucky,1826.0
374,Larue/Kentucky,59.0
375,Warren/Kentucky,11695.0
376,Garrard/Kentucky,7759.0
377,Bell/Kentucky,327725.0
378,Knox/Kentucky,132107.0
379,Christian/Kentucky,19058.0
380,Carroll/Kentucky,2150.0
381,Bracken/Kentucky,6271.0
382,Grant/Kentucky,8840.0
383,Jackson/Kentucky,15554.0
384,Casey/Kentucky,665.0
385,Henderson/Kentucky,1201.0
386,Campbell/Kentucky,79019.0
387,Boyd/Kentucky,488733.0
388,Carlisle/Kentucky,30.0
389,Adair/Kentucky,1911.0
390,Hart/Kentucky,441.0
391,Marion/Kentucky,965.0
392,Trigg/Kentucky,106.0
393,Marshall/Kentucky,319.0
394,Lyon/Kentucky,487.0
395,Washington/Kentucky,96.0
396,Owen/Kentucky,61.0
397,Carter/Kentucky,170499.0
398,Fayette/Kentucky,74840.0
399,Menifee/Kentucky,2159.0
400,Bourbon/Kentucky,11209.0
401,Henry/Kentucky,683.0
402,Madison/Kentucky,9372.0
403,Hickman/Kentucky,54.0
404,Daviess/Kentucky,9278.0
405,Johnson/Kentucky,26724.0
406,Magoffin/Kentucky,6866.0
407,Estill/Kentucky,2547.0
408,Boyle/Kentucky,13083.0
409,Logan/Kentucky,2196.0
410,Gallatin/Kentucky,823.0
411,Lewis/Kentucky,11182.0
412,Jessamine/Kentucky,225549.0
413,Caldwell/Kentucky,7305.0
414,Nicholas/Kentucky,11854.0
415,Rockcastle/Kentucky,49770.0
416,Mercer/Kentucky,7891.0
417,Woodford/Kentucky,5347.0
418,McLean/Kentucky,98.0
419,Barren/Kentucky,14905.0
420,Hancock/Kentucky,19.0
421,Crittenden/Kentucky,312.0
422,Franklin/Kentucky,16701.0
423,McCreary/Kentucky,1490.0
424,Greenup/Kentucky,2221.0
425,Fulton/Kentucky,244.0
426,Laurel/Kentucky,436360.0
427,Lincoln/Kentucky,3504.0
428,Clay/Kentucky,46217.0
429,Spencer/Kentucky,1195.0
430,Livingston/Kentucky,37.0
431,Wayne/Kentucky,5796.0
432,Bullitt/Kentucky,181221.0
433,Montgomery/Kentucky,297723.0
434,McCracken/Kentucky,23650.0
435,Russell/Kentucky,1714.0
436,Simpson/Kentucky,2939.0
437,Shelby/Kentucky,1978.0
438,Butler/Kentucky,256.0
439,Mason/Kentucky,49895.0
440,Grayson/Kentucky,6308.0
441,Elliott/Kentucky,12549.0
442,Anderson/Kentucky,2775.0
443,Edmonson/Kentucky,849.0
444,Allen/Kentucky,26166.0
445,Trimble/Kentucky,972.0
446,Knott/Kentucky,39545.0
447,Robertson/Kentucky,288.0
448,Martin/Kentucky,11326.0
449,Lee/Kentucky,75855.0
450,Owsley/Kentucky,779.0
451,Cumberland/Kentucky,516.0
