id,name,bias
223,"Lawrence, Pennsylvania",69884.33010470119
224,"Tioga, Pennsylvania",106174.4615677944
225,"Franklin, Pennsylvania",2317067.006463453
226,"Fayette, Pennsylvania",697233.2018567957
227,"Columbia, Pennsylvania",474396.16572247056
228,"Somerset, Pennsylvania",148345.6476343115
229,"Erie, Pennsylvania",25013.402035479976
230,"Dauphin, Pennsylvania",27992437.53521893
231,"Elk, Pennsylvania",851.4140636222919
232,"Sullivan, Pennsylvania",1356.3134006073003
233,"Northumberland, Pennsylvania",192121.72686328233
234,"Wyoming, Pennsylvania",62508.76810225627
235,"Cameron, Pennsylvania",421.3302171684658
236,"Crawford, Pennsylvania",512441.81883239443
237,"Union, Pennsylvania",3888.5273322889725
238,"Montour, Pennsylvania",27342.21294231123
239,"Juniata, Pennsylvania",8473.29725699253
240,"Fulton, Pennsylvania",7317.488935325845
241,"Potter, Pennsylvania",1556.8136077029972
242,"Pike, Pennsylvania",15083.430934939915
243,"Philadelphia, Pennsylvania",150691692.40855494
244,"Erie, Ohio",60358.438439585356
245,"Putnam, Ohio",2460.4843033317657
246,"Henry, Ohio",5673.243882059525
247,"Lorain, Ohio",5341998.495536121
248,"Wood, Ohio",71310.5908761997
249,"Lucas, Ohio",626313.203571773
250,"Scioto, Ohio",18009.834823084653
251,"Muskingum, Ohio",630747.1294359512
252,"Cuyahoga, Ohio",150812586.5044995
253,"Hamilton, Ohio",192156791.2274761
254,"Logan, Ohio",176741.60281202514
255,"Williams, Ohio",2344.5483295917247
256,"Clermont, Ohio",4417881.498384707
257,"Van Wert, Ohio",5480.138484448822
258,"Knox, Ohio",44946.88203508187
259,"Seneca, Ohio",31070.20699713989
260,"Hancock, Ohio",137331.42829764742
261,"Perry, Ohio",315369.55687828804
262,"Belmont, Ohio",528787.1272559707
263,"Jackson, Ohio",1123543.6592708752
264,"Meigs, Ohio",186140.93444208676
265,"Fayette, Ohio",67529.53293463316
266,"Union, Ohio",231410.89256307442
267,"Huron, Ohio",978259.7060962797
268,"Richland, Ohio",469992.98522110964
269,"Montgomery, Ohio",6530036.0420756545
270,"Butler, Ohio",3832866.7236875286
271,"Stark, Ohio",13397148.620450847
272,"Wayne, Ohio",37189.066442939715
273,"Ashland, Ohio",214250.5890378641
274,"Tuscarawas, Ohio",390229.44290380424
275,"Defiance, Ohio",774378.1068370732
276,"Ashtabula, Ohio",286045.0917111072
277,"Brown, Ohio",1883789.932026417
278,"Franklin, Ohio",11635945.507785132
279,"Morrow, Ohio",413333.667657547
280,"Pickaway, Ohio",180797.65750894815
281,"Summit, Ohio",4666868.109394587
282,"Coshocton, Ohio",18110.150347038612
283,"Madison, Ohio",1013311.5434072693
284,"Sandusky, Ohio",102195.44686415151
285,"Mahoning, Ohio",5895249.625124672
286,"Warren, Ohio",9397856.329722164
287,"Noble, Ohio",3202.3494480628724
288,"Paulding, Ohio",143013.0524480217
289,"Athens, Ohio",1707027.7873079067
290,"Harrison, Ohio",6190.708961386493
291,"Licking, Ohio",16780734.82743611
292,"Lawrence, Ohio",49382.03073568244
293,"Fairfield, Ohio",274345.08280376246
294,"Lake, Ohio",131770476.61434266
295,"Washington, Ohio",19699.79305271664
296,"Gallia, Ohio",1089753.379778581
297,"Medina, Ohio",244581.27583384566
298,"Clinton, Ohio",877692.1050408238
299,"Columbiana, Ohio",383578.0919566009
300,"Allen, Ohio",1542205.5740703999
301,"Fulton, Ohio",23523.348598812343
302,"Trumbull, Ohio",153677.20227207168
303,"Champaign, Ohio",267337.89961056184
304,"Ross, Ohio",15146.83131300442
305,"Greene, Ohio",11003.498838574
306,"Holmes, Ohio",9777.815831618082
307,"Shelby, Ohio",2603.306113443629
308,"Guernsey, Ohio",324822.5219550089
309,"Mercer, Ohio",3158.477446898055
310,"Portage, Ohio",205421.82984255318
311,"Ottawa, Ohio",38211.46147554479
312,"Preble, Ohio",24753.39551685616
313,"Adams, Ohio",1070964.406108219
314,"Pike, Ohio",64172.66242443937
315,"Darke, Ohio",49620.17164596018
316,"Crawford, Ohio",106336.60599936222
317,"Monroe, Ohio",13761.999884417002
318,"Wyandot, Ohio",6467.779251314471
319,"Jefferson, Ohio",9662.46443873557
320,"Delaware, Ohio",9987495.69596813
321,"Geauga, Ohio",98465.05352161525
322,"Carroll, Ohio",11400.89122811421
323,"Clark, Ohio",196277.81180504616
324,"Vinton, Ohio",6782.295826618081
325,"Miami, Ohio",31448.167917916442
326,"Hardin, Ohio",37224.597496921735
327,"Highland, Ohio",1845682.1471500369
328,"Marion, Ohio",71343.92425102378
329,"Hocking, Ohio",6786.026360004127
330,"Auglaize, Ohio",5615.920899722134
331,"Morgan, Ohio",14651.06865326111
332,"Rowan, Kentucky",555632.6391008887
333,"Jefferson, Kentucky",128727885.67000027
334,"Perry, Kentucky",674973.3021446323
335,"Breckinridge, Kentucky",1324.1314178186688
336,"Calloway, Kentucky",12200.674298669936
337,"Ohio, Kentucky",26332.52609627558
338,"Floyd, Kentucky",17465.402423860924
339,"Bath, Kentucky",76945.74545452939
340,"Oldham, Kentucky",7352.501224089225
341,"Union, Kentucky",37700.891170602365
342,"Scott, Kentucky",42205.028664447615
343,"Whitley, Kentucky",847256.4605859023
344,"Hopkins, Kentucky",884689.7475040776
345,"Kenton, Kentucky",136960.08423044693
346,"Pulaski, Kentucky",907190.2282596767
347,"Pendleton, Kentucky",6701.160200817626
348,"Muhlenberg, Kentucky",205929.8458213913
349,"Monroe, Kentucky",5289.641204556804
350,"Boone, Kentucky",21355.490816068665
351,"Pike, Kentucky",3166968.0178303085
352,"Meade, Kentucky",98651.80835301342
353,"Breathitt, Kentucky",5952.443053366089
354,"Clinton, Kentucky",15608.99557586535
355,"Morgan, Kentucky",8453.18757132696
356,"Hardin, Kentucky",40970.28303500941
357,"Harlan, Kentucky",265163.05963834474
358,"Graves, Kentucky",10946.785397546153
359,"Powell, Kentucky",9167.685148077844
360,"Nelson, Kentucky",529502.5246352805
361,"Lawrence, Kentucky",10303.5284891749
362,"Webster, Kentucky",7988.12190968802
363,"Leslie, Kentucky",3824.1722734384034
364,"Metcalfe, Kentucky",1153.2031792088028
365,"Fleming, Kentucky",13052.176085974637
366,"Todd, Kentucky",3370.6817964999295
367,"Letcher, Kentucky",104985.56258115268
368,"Ballard, Kentucky",934.88684630412
369,"Harrison, Kentucky",8958.425998124685
370,"Taylor, Kentucky",639.5601156317209
371,"Clark, Kentucky",23566.842395251006
372,"Wolfe, Kentucky",49566.74549949533
373,"Larue, Kentucky",8410.515076652966
374,"Warren, Kentucky",1198128.4005260845
375,"Garrard, Kentucky",4372.421087679351
376,"Bell, Kentucky",552682.3753681424
377,"Knox, Kentucky",518489.0683003889
378,"Christian, Kentucky",63785.37795052759
379,"Carroll, Kentucky",734.7432767527146
380,"Bracken, Kentucky",523.387046778828
381,"Grant, Kentucky",15490.125924270655
382,"Jackson, Kentucky",5056.209536433672
383,"Casey, Kentucky",6652.971415992607
384,"Henderson, Kentucky",28233.57946618292
385,"Campbell, Kentucky",867370.7153063361
386,"Boyd, Kentucky",3263466.9191473788
387,"Carlisle, Kentucky",2980.8038219541145
388,"Adair, Kentucky",16103.838136867622
389,"Hart, Kentucky",1845.8214945558989
390,"Marion, Kentucky",106848.16686783174
391,"Trigg, Kentucky",2167.8858246841505
392,"Marshall, Kentucky",184.45497917774838
393,"Lyon, Kentucky",17216.002972469727
394,"Washington, Kentucky",3437.9485970887554
395,"Owen, Kentucky",487.26179877846823
396,"Carter, Kentucky",10462.483650963033
397,"Fayette, Kentucky",49754732.666764125
398,"Menifee, Kentucky",588.9332288958261
399,"Bourbon, Kentucky",2044.1061640037265
400,"Henry, Kentucky",42016.17273984554
401,"Madison, Kentucky",47046.83770456337
402,"Hickman, Kentucky",1789.6354133717969
403,"Daviess, Kentucky",6515.792070061123
404,"Johnson, Kentucky",126989.30848467143
405,"Magoffin, Kentucky",6496.963669174951
406,"Estill, Kentucky",52873.820937239776
407,"Boyle, Kentucky",107734.47359284032
408,"Logan, Kentucky",308243.98207914655
409,"Gallatin, Kentucky",13456.071375445277
410,"Lewis, Kentucky",1305.874738237192
411,"Jessamine, Kentucky",1356621.5991583117
412,"Caldwell, Kentucky",84780.61014247348
413,"Nicholas, Kentucky",1515.0756900500235
414,"Rockcastle, Kentucky",114013.31244137093
415,"Mercer, Kentucky",85259.41618090248
416,"Woodford, Kentucky",8832.02602130684
417,"McLean, Kentucky",2990.4724489643936
418,"Barren, Kentucky",43812.89292658209
419,"Hancock, Kentucky",760.3887226603701
420,"Crittenden, Kentucky",2736.425661039288
421,"Franklin, Kentucky",22363.610079735325
422,"McCreary, Kentucky",20593.223595038984
423,"Greenup, Kentucky",26294.17903722914
424,"Fulton, Kentucky",15310.545707210093
425,"Laurel, Kentucky",1004873.4554819707
426,"Lincoln, Kentucky",33746.06437775049
427,"Clay, Kentucky",27906.25972774977
428,"Spencer, Kentucky",5196.449638962955
429,"Livingston, Kentucky",520.965764350387
430,"Wayne, Kentucky",43454.17455874809
431,"Bullitt, Kentucky",1063.4578896397552
432,"Montgomery, Kentucky",803741.9214052046
433,"McCracken, Kentucky",794403.5882772191
434,"Russell, Kentucky",11709.324013140653
435,"Simpson, Kentucky",93188.32993480461
436,"Shelby, Kentucky",15889.379261683456
437,"Butler, Kentucky",575.1693130537498
438,"Mason, Kentucky",83611.91323658645
439,"Grayson, Kentucky",68096.82445553617
440,"Elliott, Kentucky",8730.30956761797
441,"Anderson, Kentucky",5242.604452425783
442,"Edmonson, Kentucky",16081.284670567296
443,"Allen, Kentucky",329106.88914334495
444,"Trimble, Kentucky",11136.947610337429
445,"Knott, Kentucky",61780.55820970719
446,"Robertson, Kentucky",688.0957806671927
447,"Martin, Kentucky",133438.32879736033
448,"Lee, Kentucky",58615.6123028219
449,"Owsley, Kentucky",18648.794439212554
450,"Cumberland, Kentucky",2094.9126642101987
