year,loc_x,loc_y,real_count
5,-77.9061,38.0068,149
6,-77.9061,38.0068,109
0,-78.3681,39.0551,369
1,-78.3681,39.0551,430
2,-78.3681,39.0551,347
3,-78.3681,39.0551,406
4,-78.3681,39.0551,405
5,-78.3681,39.0551,436
6,-78.3681,39.0551,427
0,-81.5927,36.7929,310
1,-81.5927,36.7929,193
2,-81.5927,36.7929,344
3,-81.5927,36.7929,272
4,-81.5927,36.7929,273
5,-81.5927,36.7929,237
6,-81.5927,36.7929,680
0,-76.6625,37.9501,2884
1,-76.6625,37.9501,13
2,-76.6625,37.9501,37
3,-76.6625,37.9501,3248
4,-76.6625,37.9501,396
5,-76.6625,37.9501,52
6,-76.6625,37.9501,418
0,-77.4689,36.816,112
1,-77.4689,36.816,107
2,-77.4689,36.816,105
3,-77.4689,36.816,47
4,-77.4689,36.816,50
5,-77.4689,36.816,71
6,-77.4689,36.816,51
0,-77.0687,37.344,0
1,-77.0687,37.344,0
2,-77.0687,37.344,12
3,-77.0687,37.344,28
4,-77.0687,37.344,5
5,-77.0687,37.344,4
6,-77.0687,37.344,0
0,-80.5583,37.1229,144
1,-80.5583,37.1229,0
2,-80.5583,37.1229,0
3,-80.5583,37.1229,212
4,-80.5583,37.1229,7
5,-80.5583,37.1229,0
6,-80.5583,37.1229,9
0,-78.0883,37.6674,64
1,-78.0883,37.6674,38
2,-78.0883,37.6674,55
3,-78.0883,37.6674,97
4,-78.0883,37.6674,64
5,-78.0883,37.6674,26
6,-78.0883,37.6674,33
0,-78.1033,38.9231,427
1,-78.1033,38.9231,505
2,-78.1033,38.9231,507
3,-78.1033,38.9231,503
4,-78.1033,38.9231,547
5,-78.1033,38.9231,431
6,-78.1033,38.9231,442
0,-77.8937,36.8553,131
1,-77.8937,36.8553,66
2,-77.8937,36.8553,157
3,-77.8937,36.8553,88
4,-77.8937,36.8553,88
5,-77.8937,36.8553,69
6,-77.8937,36.8553,135
0,-78.4545,38.6653,154
1,-78.4545,38.6653,277
2,-78.4545,38.6653,240
3,-78.4545,38.6653,255
4,-78.4545,38.6653,177
5,-78.4545,38.6653,135
6,-78.4545,38.6653,230
0,-78.601,36.9933,75
1,-78.601,36.9933,33
2,-78.601,36.9933,83
3,-78.601,36.9933,127
4,-78.601,36.9933,78
5,-78.601,36.9933,71
6,-78.601,36.9933,50
0,-79.6403,38.3237,3
1,-79.6403,38.3237,0
2,-79.6403,38.3237,2
3,-79.6403,38.3237,0
4,-79.6403,38.3237,6
5,-79.6403,38.3237,0
6,-79.6403,38.3237,0
0,-80.8576,37.373000000000005,241
1,-80.8576,37.373000000000005,190
2,-80.8576,37.373000000000005,215
3,-80.8576,37.373000000000005,189
4,-80.8576,37.373000000000005,148
5,-80.8576,37.373000000000005,88
6,-80.8576,37.373000000000005,171
0,-77.0436,37.4418,105
1,-77.0436,37.4418,94
2,-77.0436,37.4418,120
3,-77.0436,37.4418,97
4,-77.0436,37.4418,97
5,-77.0436,37.4418,71
6,-77.0436,37.4418,57
0,-80.7255,36.9342,503
1,-80.7255,36.9342,592
2,-80.7255,36.9342,490
3,-80.7255,36.9342,556
4,-80.7255,36.9342,473
5,-80.7255,36.9342,326
6,-80.7255,36.9342,431
0,-77.3473,38.0533,138
1,-77.3473,38.0533,260
2,-77.3473,38.0533,210
3,-77.3473,38.0533,205
4,-77.3473,38.0533,195
5,-77.3473,38.0533,163
6,-77.3473,38.0533,170
0,-76.0435,36.7335,1537
1,-76.0435,36.7335,45
2,-76.0435,36.7335,58
3,-76.0435,36.7335,1721
4,-76.0435,36.7335,135
5,-76.0435,36.7335,16
6,-76.0435,36.7335,167
0,-79.7253,37.3866,177
1,-79.7253,37.3866,297
2,-79.7253,37.3866,370
3,-79.7253,37.3866,400
4,-79.7253,37.3866,377
5,-79.7253,37.3866,290
6,-79.7253,37.3866,282
0,-79.4196,36.6716,182
1,-79.4196,36.6716,192
2,-79.4196,36.6716,155
3,-79.4196,36.6716,224
4,-79.4196,36.6716,219
5,-79.4196,36.6716,280
6,-79.4196,36.6716,253
0,-77.2604,38.6823,1551
1,-77.2604,38.6823,236
2,-77.2604,38.6823,207
3,-77.2604,38.6823,2194
4,-77.2604,38.6823,206
5,-77.2604,38.6823,98
6,-77.2604,38.6823,158
0,-79.8779,37.4167,175
1,-79.8779,37.4167,199
2,-79.8779,37.4167,172
3,-79.8779,37.4167,197
4,-79.8779,37.4167,205
5,-79.8779,37.4167,162
6,-79.8779,37.4167,209
0,-76.8308,36.866,169
1,-76.8308,36.866,137
2,-76.8308,36.866,216
3,-76.8308,36.866,248
4,-76.8308,36.866,197
5,-76.8308,36.866,170
6,-76.8308,36.866,170
0,-77.7022,37.6015,49
1,-77.7022,37.6015,52
2,-77.7022,37.6015,30
3,-77.7022,37.6015,42
4,-77.7022,37.6015,36
5,-77.7022,37.6015,38
6,-77.7022,37.6015,61
0,-78.3319,39.264,401
1,-78.3319,39.264,583
2,-78.3319,39.264,489
3,-78.3319,39.264,626
4,-78.3319,39.264,566
5,-78.3319,39.264,511
6,-78.3319,39.264,443
0,-81.1501,37.1521,25
1,-81.1501,37.1521,25
2,-81.1501,37.1521,38
3,-81.1501,37.1521,25
4,-81.1501,37.1521,17
5,-81.1501,37.1521,27
6,-81.1501,37.1521,32
0,-77.3706,37.7668,510
1,-77.3706,37.7668,609
2,-77.3706,37.7668,532
3,-77.3706,37.7668,653
4,-77.3706,37.7668,607
5,-77.3706,37.7668,403
6,-77.3706,37.7668,463
0,-76.3024,36.6778,881
1,-76.3024,36.6778,12
2,-76.3024,36.6778,0
3,-76.3024,36.6778,1065
4,-76.3024,36.6778,88
5,-76.3024,36.6778,0
6,-76.3024,36.6778,140
0,-76.8665,37.9185,94
1,-76.8665,37.9185,117
2,-76.8665,37.9185,150
3,-76.8665,37.9185,123
4,-76.8665,37.9185,51
5,-76.8665,37.9185,47
6,-76.8665,37.9185,114
0,-77.2875,36.8457,59
1,-77.2875,36.8457,68
2,-77.2875,36.8457,90
3,-77.2875,36.8457,58
4,-77.2875,36.8457,66
5,-77.2875,36.8457,71
6,-77.2875,36.8457,45
0,-78.3261,38.4879,68
1,-78.3261,38.4879,41
2,-78.3261,38.4879,43
3,-78.3261,38.4879,36
4,-78.3261,38.4879,56
5,-78.3261,38.4879,42
6,-78.3261,38.4879,45
0,-76.5747,37.6395,30
1,-76.5747,37.6395,75
2,-76.5747,37.6395,52
3,-76.5747,37.6395,40
4,-76.5747,37.6395,29
5,-76.5747,37.6395,26
6,-76.5747,37.6395,39
0,-79.5709,38.1948,40
1,-79.5709,38.1948,61
2,-79.5709,38.1948,28
3,-79.5709,38.1948,30
4,-79.5709,38.1948,21
5,-79.5709,38.1948,26
6,-79.5709,38.1948,14
0,-77.1011,38.8786,610
1,-77.1011,38.8786,673
2,-77.1011,38.8786,788
3,-77.1011,38.8786,849
4,-77.1011,38.8786,859
5,-77.1011,38.8786,907
6,-77.1011,38.8786,1173
0,-78.0029,37.0821,89
1,-78.0029,37.0821,112
2,-78.0029,37.0821,90
3,-78.0029,37.0821,104
4,-78.0029,37.0821,99
5,-78.0029,37.0821,112
6,-78.0029,37.0821,68
0,-78.4417,38.2504,102
1,-78.4417,38.2504,124
2,-78.4417,38.2504,122
3,-78.4417,38.2504,80
4,-78.4417,38.2504,47
5,-78.4417,38.2504,110
6,-78.4417,38.2504,101
0,-79.9868,37.7786,0
1,-79.9868,37.7786,0
2,-79.9868,37.7786,0
3,-79.9868,37.7786,0
4,-79.9868,37.7786,0
5,-79.9868,37.7786,0
6,-79.9868,37.7786,0
0,-81.6387,37.1909,509
1,-81.6387,37.1909,464
2,-81.6387,37.1909,533
3,-81.6387,37.1909,678
4,-81.6387,37.1909,886
5,-81.6387,37.1909,877
6,-81.6387,37.1909,912
0,-78.4856,38.0374,264
1,-78.4856,38.0374,0
2,-78.4856,38.0374,8
3,-78.4856,38.0374,280
4,-78.4856,38.0374,65
5,-78.4856,38.0374,0
6,-78.4856,38.0374,16
0,-80.1395,37.4293,69
1,-80.1395,37.4293,35
2,-80.1395,37.4293,27
3,-80.1395,37.4293,25
4,-80.1395,37.4293,33
5,-80.1395,37.4293,17
6,-80.1395,37.4293,4
0,-79.9795,37.8865,154
1,-79.9795,37.8865,106
2,-79.9795,37.8865,123
3,-79.9795,37.8865,87
4,-79.9795,37.8865,220
5,-79.9795,37.8865,235
6,-79.9795,37.8865,177
0,-76.4402,37.2801,133
1,-76.4402,37.2801,138
2,-76.4402,37.2801,194
3,-76.4402,37.2801,154
4,-76.4402,37.2801,114
5,-76.4402,37.2801,129
6,-76.4402,37.2801,135
0,-76.259,36.8945,1077
1,-76.259,36.8945,35
2,-76.259,36.8945,46
3,-76.259,36.8945,1025
4,-76.259,36.8945,227
5,-76.259,36.8945,55
6,-76.259,36.8945,164
0,-76.6847,36.5882,245
1,-76.6847,36.5882,6
2,-76.6847,36.5882,4
3,-76.6847,36.5882,438
4,-76.6847,36.5882,31
5,-76.6847,36.5882,4
6,-76.6847,36.5882,45
0,-77.9823,39.1508,35
1,-77.9823,39.1508,47
2,-77.9823,39.1508,28
3,-77.9823,39.1508,47
4,-77.9823,39.1508,84
5,-77.9823,39.1508,57
6,-77.9823,39.1508,46
0,-77.3914,37.2042,474
1,-77.3914,37.2042,0
2,-77.3914,37.2042,0
3,-77.3914,37.2042,641
4,-77.3914,37.2042,90
5,-77.3914,37.2042,0
6,-77.3914,37.2042,14
0,-76.9665,37.2273,13
1,-76.9665,37.2273,14
2,-76.9665,37.2273,16
3,-76.9665,37.2273,12
4,-76.9665,37.2273,20
5,-76.9665,37.2273,0
6,-76.9665,37.2273,0
0,-77.1878,38.8648,65
1,-77.1878,38.8648,0
2,-77.1878,38.8648,0
3,-77.1878,38.8648,46
4,-77.1878,38.8648,0
5,-77.1878,38.8648,0
6,-77.1878,38.8648,0
0,-78.2322,38.6562,51
1,-78.2322,38.6562,70
2,-78.2322,38.6562,66
3,-78.2322,38.6562,46
4,-78.2322,38.6562,30
5,-78.2322,38.6562,18
6,-78.2322,38.6562,9
0,-80.9176,36.666,31
1,-80.9176,36.666,0
2,-80.9176,36.666,0
3,-80.9176,36.666,16
4,-80.9176,36.666,0
5,-80.9176,36.666,0
6,-80.9176,36.666,10
0,-79.8636,36.6827,92
1,-79.8636,36.6827,13
2,-79.8636,36.6827,0
3,-79.8636,36.6827,144
4,-79.8636,36.6827,0
5,-79.8636,36.6827,5
6,-79.8636,36.6827,21
0,-76.8041,37.3799,237
1,-76.8041,37.3799,215
2,-76.8041,37.3799,281
3,-76.8041,37.3799,186
4,-76.8041,37.3799,193
5,-76.8041,37.3799,164
6,-76.8041,37.3799,133
0,-79.4088,36.5831,332
1,-79.4088,36.5831,0
2,-79.4088,36.5831,0
3,-79.4088,36.5831,348
4,-79.4088,36.5831,0
5,-79.4088,36.5831,0
6,-79.4088,36.5831,42
0,-79.1058,37.4487,411
1,-79.1058,37.4487,168
2,-79.1058,37.4487,307
3,-79.1058,37.4487,240
4,-79.1058,37.4487,187
5,-79.1058,37.4487,127
6,-79.1058,37.4487,211
0,-78.8735,38.4362,48
1,-78.8735,38.4362,10
2,-78.8735,38.4362,51
3,-78.8735,38.4362,120
4,-78.8735,38.4362,29
5,-78.8735,38.4362,0
6,-78.8735,38.4362,58
0,-77.4871,38.2992,234
1,-77.4871,38.2992,0
2,-77.4871,38.2992,6
3,-77.4871,38.2992,209
4,-77.4871,38.2992,47
5,-77.4871,38.2992,0
6,-77.4871,38.2992,32
0,-79.8886,37.2747,1103
1,-79.8886,37.2747,652
2,-79.8886,37.2747,621
3,-79.8886,37.2747,1535
4,-79.8886,37.2747,484
5,-79.8886,37.2747,394
6,-79.8886,37.2747,689
0,-78.682,37.2642,39
1,-78.682,37.2642,44
2,-78.682,37.2642,64
3,-78.682,37.2642,49
4,-78.682,37.2642,80
5,-78.682,37.2642,48
6,-78.682,37.2642,99
0,-76.354,36.8468,841
1,-76.354,36.8468,12
2,-76.354,36.8468,14
3,-76.354,36.8468,726
4,-76.354,36.8468,135
5,-76.354,36.8468,20
6,-76.354,36.8468,80
0,-76.5185,37.1052,1730
1,-76.5185,37.1052,48
2,-76.5185,37.1052,33
3,-76.5185,37.1052,1134
4,-76.5185,37.1052,111
5,-76.5185,37.1052,14
6,-76.5185,37.1052,159
0,-77.5885,38.1982,716
1,-77.5885,38.1982,798
2,-77.5885,38.1982,1011
3,-77.5885,38.1982,775
4,-77.5885,38.1982,699
5,-77.5885,38.1982,710
6,-77.5885,38.1982,948
0,-80.0554,37.2864,205
1,-80.0554,37.2864,0
2,-80.0554,37.2864,0
3,-80.0554,37.2864,210
4,-80.0554,37.2864,10
5,-80.0554,37.2864,3
6,-80.0554,37.2864,20
0,-79.0608,38.1593,186
1,-79.0608,38.1593,0
2,-79.0608,38.1593,0
3,-79.0608,38.1593,200
4,-79.0608,38.1593,11
5,-79.0608,38.1593,0
6,-79.0608,38.1593,11
0,-82.1607,36.618,276
1,-82.1607,36.618,0
2,-82.1607,36.618,67
3,-82.1607,36.618,286
4,-82.1607,36.618,30
5,-82.1607,36.618,2
6,-82.1607,36.618,0
0,-76.7075,37.2691,41
1,-76.7075,37.2691,0
2,-76.7075,37.2691,0
3,-76.7075,37.2691,102
4,-76.7075,37.2691,25
5,-76.7075,37.2691,0
6,-76.7075,37.2691,0
0,-80.2045,37.0379,78
1,-80.2045,37.0379,123
2,-80.2045,37.0379,90
3,-80.2045,37.0379,170
4,-80.2045,37.0379,149
5,-80.2045,37.0379,69
6,-80.2045,37.0379,114
0,-77.0861,38.8184,427
1,-77.0861,38.8184,123
2,-77.0861,38.8184,63
3,-77.0861,38.8184,301
4,-77.0861,38.8184,0
5,-77.0861,38.8184,26
6,-77.0861,38.8184,101
0,-82.626,36.9317,3
1,-82.626,36.9317,0
2,-82.626,36.9317,0
3,-82.626,36.9317,0
4,-82.626,36.9317,0
5,-82.626,36.9317,0
6,-82.626,36.9317,0
0,-79.1911,37.4004,502
1,-79.1911,37.4004,0
2,-79.1911,37.4004,0
3,-79.1911,37.4004,643
4,-79.1911,37.4004,35
5,-79.1911,37.4004,0
6,-79.1911,37.4004,62
0,-76.433,37.1982,215
1,-76.433,37.1982,233
2,-76.433,37.1982,280
3,-76.433,37.1982,220
4,-76.433,37.1982,196
5,-76.433,37.1982,139
6,-76.433,37.1982,238
0,-77.5356,36.6953,91
1,-77.5356,36.6953,0
2,-77.5356,36.6953,0
3,-77.5356,36.6953,41
4,-77.5356,36.6953,14
5,-77.5356,36.6953,0
6,-77.5356,36.6953,0
0,-76.3569,37.1318,33
1,-76.3569,37.1318,0
2,-76.3569,37.1318,0
3,-76.3569,37.1318,68
4,-76.3569,37.1318,0
5,-76.3569,37.1318,0
6,-76.3569,37.1318,0
0,-77.2985,37.2914,215
1,-77.2985,37.2914,8
2,-77.2985,37.2914,0
3,-77.2985,37.2914,258
4,-77.2985,37.2914,44
5,-77.2985,37.2914,0
6,-77.2985,37.2914,20
0,-79.3565,37.7316,44
1,-79.3565,37.7316,0
2,-79.3565,37.7316,0
3,-79.3565,37.7316,99
4,-79.3565,37.7316,12
5,-79.3565,37.7316,0
6,-79.3565,37.7316,6
0,-77.3969,37.265,190
1,-77.3969,37.265,0
2,-77.3969,37.265,0
3,-77.3969,37.265,269
4,-77.3969,37.265,9
5,-77.3969,37.265,0
6,-77.3969,37.265,10
0,-81.9923,37.805,307
1,-81.9923,37.805,348
2,-81.9923,37.805,346
3,-81.9923,37.805,363
4,-81.9923,37.805,320
5,-81.9923,37.805,223
6,-81.9923,37.805,312
0,-78.8661,38.8779,76
1,-78.8661,38.8779,138
2,-78.8661,38.8779,194
3,-78.8661,38.8779,86
4,-78.8661,38.8779,108
5,-78.8661,38.8779,80
6,-78.8661,38.8779,26
0,-79.6455,39.0813,1
1,-79.6455,39.0813,0
2,-79.6455,39.0813,0
3,-79.6455,39.0813,0
4,-79.6455,39.0813,6
5,-79.6455,39.0813,0
6,-79.6455,39.0813,0
0,-81.0795,37.9607,135
1,-81.0795,37.9607,125
2,-81.0795,37.9607,95
3,-81.0795,37.9607,109
4,-81.0795,37.9607,43
5,-81.0795,37.9607,45
6,-81.0795,37.9607,23
0,-80.5998,40.6179,152
1,-80.5998,40.6179,97
2,-80.5998,40.6179,54
3,-80.5998,40.6179,175
4,-80.5998,40.6179,94
5,-80.5998,40.6179,42
6,-80.5998,40.6179,94
0,-77.7517,39.3242,133
1,-77.7517,39.3242,103
2,-77.7517,39.3242,105
3,-77.7517,39.3242,30
4,-77.7517,39.3242,59
5,-77.7517,39.3242,29
6,-77.7517,39.3242,91
0,-80.2989,39.3923,196
1,-80.2989,39.3923,148
2,-80.2989,39.3923,666
3,-80.2989,39.3923,658
4,-80.2989,39.3923,324
5,-80.2989,39.3923,302
6,-80.2989,39.3923,478
0,-82.4415,38.2254,23
1,-82.4415,38.2254,56
2,-82.4415,38.2254,25
3,-82.4415,38.2254,75
4,-82.4415,38.2254,58
5,-82.4415,38.2254,50
6,-82.4415,38.2254,49
0,-79.3662,39.2711,95
1,-79.3662,39.2711,20
2,-79.3662,39.2711,106
3,-79.3662,39.2711,68
4,-79.3662,39.2711,123
5,-79.3662,39.2711,36
6,-79.3662,39.2711,16
0,-81.4371,37.9443,494
1,-81.4371,37.9443,505
2,-81.4371,37.9443,626
3,-81.4371,37.9443,584
4,-81.4371,37.9443,739
5,-81.4371,37.9443,439
6,-81.4371,37.9443,420
0,-80.964,37.4362,587
1,-80.964,37.4362,567
2,-80.964,37.4362,452
3,-80.964,37.4362,529
4,-80.964,37.4362,315
5,-80.964,37.4362,396
6,-80.964,37.4362,404
0,-81.7138,37.9713,90
1,-81.7138,37.9713,134
2,-81.7138,37.9713,32
3,-81.7138,37.9713,28
4,-81.7138,37.9713,21
5,-81.7138,37.9713,46
