id,name,bias
194,"Schuylkill, Pennsylvania",2981972.0
195,"Luzerne, Pennsylvania",512655.0
196,"Armstrong, Pennsylvania",284026.0
197,"Snyder, Pennsylvania",2188.0
198,"Northampton, Pennsylvania",1100661.0
199,"Huntingdon, Pennsylvania",88929.0
200,"York, Pennsylvania",168043.0
201,"Clearfield, Pennsylvania",141442.0
202,"Chester, Pennsylvania",10087158.0
203,"Butler, Pennsylvania",29795.0
204,"McKean, Pennsylvania",187151.0
205,"Clinton, Pennsylvania",201113.0
206,"Lancaster, Pennsylvania",759594.0
207,"Warren, Pennsylvania",79398.0
208,"Forest, Pennsylvania",1118.0
209,"Adams, Pennsylvania",519272.0
210,"Monroe, Pennsylvania",4874290.0
211,"Clarion, Pennsylvania",4973.0
212,"Lehigh, Pennsylvania",2751323.0
213,"Indiana, Pennsylvania",807716.0
214,"Cumberland, Pennsylvania",147535.0
215,"Bradford, Pennsylvania",251642.0
216,"Bedford, Pennsylvania",17077.0
217,"Centre, Pennsylvania",1025691.0
218,"Mifflin, Pennsylvania",6343.0
219,"Mercer, Pennsylvania",9008.0
220,"Lycoming, Pennsylvania",839746.0
221,"Jefferson, Pennsylvania",97853.0
222,"Blair, Pennsylvania",1920603.0
223,"Greene, Pennsylvania",27371.0
224,"Lawrence, Pennsylvania",433425.0
225,"Tioga, Pennsylvania",60907.0
226,"Franklin, Pennsylvania",2373302.0
227,"Fayette, Pennsylvania",44692.0
228,"Columbia, Pennsylvania",483742.0
229,"Somerset, Pennsylvania",201581.0
230,"Erie, Pennsylvania",10677789.0
231,"Dauphin, Pennsylvania",25045091.0
232,"Elk, Pennsylvania",30765.0
233,"Sullivan, Pennsylvania",3534.0
234,"Northumberland, Pennsylvania",126132.0
235,"Wyoming, Pennsylvania",29798.0
236,"Cameron, Pennsylvania",398.0
237,"Crawford, Pennsylvania",1358558.0
238,"Union, Pennsylvania",45989.0
239,"Montour, Pennsylvania",9592.0
240,"Juniata, Pennsylvania",12829.0
241,"Fulton, Pennsylvania",33403.0
242,"Potter, Pennsylvania",153152.0
243,"Pike, Pennsylvania",73151.0
244,"Philadelphia, Pennsylvania",1949202758.0
245,"Erie, Ohio",1565729.0
246,"Putnam, Ohio",3218.0
247,"Henry, Ohio",32603.0
248,"Lorain, Ohio",2217866.0
249,"Wood, Ohio",112248.0
250,"Lucas, Ohio",16273997.0
251,"Scioto, Ohio",2476000.0
252,"Muskingum, Ohio",557216.0
253,"Cuyahoga, Ohio",174553771.0
254,"Hamilton, Ohio",850365186.0
255,"Logan, Ohio",207118.0
256,"Williams, Ohio",1896.0
257,"Clermont, Ohio",247488.0
258,"Van Wert, Ohio",194983.0
259,"Knox, Ohio",71331.0
260,"Seneca, Ohio",51822.0
261,"Hancock, Ohio",4067666.0
262,"Perry, Ohio",15956.0
263,"Belmont, Ohio",235385.0
264,"Jackson, Ohio",1988301.0
265,"Meigs, Ohio",219813.0
266,"Fayette, Ohio",57554.0
267,"Union, Ohio",260644.0
268,"Huron, Ohio",852672.0
269,"Richland, Ohio",180277.0
270,"Montgomery, Ohio",3073120.0
271,"Butler, Ohio",450155.0
272,"Stark, Ohio",14640526.0
273,"Wayne, Ohio",28901.0
274,"Ashland, Ohio",5981700.0
275,"Tuscarawas, Ohio",331297.0
276,"Defiance, Ohio",1809926.0
277,"Ashtabula, Ohio",626396.0
278,"Brown, Ohio",309165.0
279,"Franklin, Ohio",172740554.0
280,"Morrow, Ohio",491987.0
281,"Pickaway, Ohio",126548.0
282,"Summit, Ohio",6196020.0
283,"Coshocton, Ohio",13045.0
284,"Madison, Ohio",899357.0
285,"Sandusky, Ohio",157961.0
286,"Mahoning, Ohio",25879459.0
287,"Warren, Ohio",6719772.0
288,"Noble, Ohio",8931.0
289,"Paulding, Ohio",19794.0
290,"Athens, Ohio",1928657.0
291,"Harrison, Ohio",7178.0
292,"Licking, Ohio",20289177.0
293,"Lawrence, Ohio",19610.0
294,"Fairfield, Ohio",4743953.0
295,"Lake, Ohio",206060215.0
296,"Washington, Ohio",13236.0
297,"Gallia, Ohio",882234.0
298,"Medina, Ohio",246418.0
299,"Clinton, Ohio",1365377.0
300,"Columbiana, Ohio",487688.0
301,"Allen, Ohio",2428621.0
302,"Fulton, Ohio",12223.0
303,"Trumbull, Ohio",1156020.0
304,"Champaign, Ohio",183691.0
305,"Ross, Ohio",2477266.0
306,"Greene, Ohio",823558.0
307,"Holmes, Ohio",91021.0
308,"Shelby, Ohio",534644.0
309,"Guernsey, Ohio",31402.0
310,"Mercer, Ohio",114181.0
311,"Portage, Ohio",2211372.0
312,"Ottawa, Ohio",328486.0
313,"Preble, Ohio",359281.0
314,"Adams, Ohio",1228553.0
315,"Pike, Ohio",99713.0
316,"Darke, Ohio",9496.0
317,"Crawford, Ohio",1018148.0
318,"Monroe, Ohio",15881.0
319,"Wyandot, Ohio",5597.0
320,"Jefferson, Ohio",6792.0
321,"Delaware, Ohio",2972173.0
322,"Geauga, Ohio",67144.0
323,"Carroll, Ohio",35167.0
324,"Clark, Ohio",234348.0
325,"Vinton, Ohio",66918.0
326,"Miami, Ohio",1361736.0
327,"Hardin, Ohio",1909090.0
328,"Highland, Ohio",1200849.0
329,"Marion, Ohio",74706.0
330,"Hocking, Ohio",25581.0
331,"Auglaize, Ohio",8148.0
332,"Morgan, Ohio",9010.0
333,"Rowan, Kentucky",356247.0
334,"Jefferson, Kentucky",89526997.0
335,"Perry, Kentucky",1659300.0
336,"Breckinridge, Kentucky",1634.0
337,"Calloway, Kentucky",8136.0
338,"Ohio, Kentucky",49984.0
339,"Floyd, Kentucky",67023.0
340,"Bath, Kentucky",10338.0
341,"Oldham, Kentucky",20468.0
342,"Union, Kentucky",44107.0
343,"Scott, Kentucky",166441.0
344,"Whitley, Kentucky",827701.0
345,"Hopkins, Kentucky",391424.0
346,"Kenton, Kentucky",326912.0
347,"Pulaski, Kentucky",498298.0
348,"Pendleton, Kentucky",134607.0
349,"Muhlenberg, Kentucky",261543.0
350,"Monroe, Kentucky",8700.0
351,"Boone, Kentucky",832417.0
352,"Pike, Kentucky",678866.0
353,"Meade, Kentucky",311046.0
354,"Breathitt, Kentucky",32639.0
355,"Clinton, Kentucky",1364.0
356,"Morgan, Kentucky",8930.0
357,"Hardin, Kentucky",2625208.0
358,"Harlan, Kentucky",1391496.0
359,"Graves, Kentucky",206068.0
360,"Powell, Kentucky",132244.0
361,"Nelson, Kentucky",82177.0
362,"Lawrence, Kentucky",14923.0
363,"Webster, Kentucky",1022.0
364,"Leslie, Kentucky",12919.0
365,"Metcalfe, Kentucky",7455.0
366,"Fleming, Kentucky",22389.0
367,"Todd, Kentucky",8134.0
368,"Letcher, Kentucky",104605.0
369,"Ballard, Kentucky",320.0
370,"Harrison, Kentucky",14888.0
371,"Taylor, Kentucky",1591.0
372,"Clark, Kentucky",202201.0
373,"Wolfe, Kentucky",26958.0
374,"Larue, Kentucky",11512.0
375,"Warren, Kentucky",1404394.0
376,"Garrard, Kentucky",6674.0
377,"Bell, Kentucky",757955.0
378,"Knox, Kentucky",488310.0
379,"Christian, Kentucky",655708.0
380,"Carroll, Kentucky",2503.0
381,"Bracken, Kentucky",15349.0
382,"Grant, Kentucky",45827.0
383,"Jackson, Kentucky",2039.0
384,"Casey, Kentucky",12255.0
385,"Henderson, Kentucky",177084.0
386,"Campbell, Kentucky",31118.0
387,"Boyd, Kentucky",3792594.0
388,"Carlisle, Kentucky",514.0
389,"Adair, Kentucky",73289.0
390,"Hart, Kentucky",2051.0
391,"Marion, Kentucky",20108.0
392,"Trigg, Kentucky",2846.0
393,"Marshall, Kentucky",16885.0
394,"Lyon, Kentucky",20478.0
395,"Washington, Kentucky",4548.0
396,"Owen, Kentucky",6026.0
397,"Carter, Kentucky",274409.0
398,"Fayette, Kentucky",583468.0
399,"Menifee, Kentucky",4260.0
400,"Bourbon, Kentucky",29352.0
401,"Henry, Kentucky",3469.0
402,"Madison, Kentucky",38675.0
403,"Hickman, Kentucky",1361.0
404,"Daviess, Kentucky",740.0
405,"Johnson, Kentucky",437553.0
406,"Magoffin, Kentucky",18271.0
407,"Estill, Kentucky",21825.0
408,"Boyle, Kentucky",11164.0
409,"Logan, Kentucky",285929.0
410,"Gallatin, Kentucky",14327.0
411,"Lewis, Kentucky",2231.0
412,"Jessamine, Kentucky",323334.0
413,"Caldwell, Kentucky",85561.0
414,"Nicholas, Kentucky",1741.0
415,"Rockcastle, Kentucky",158268.0
416,"Mercer, Kentucky",64379.0
417,"Woodford, Kentucky",128778.0
418,"McLean, Kentucky",3499.0
419,"Barren, Kentucky",102320.0
420,"Hancock, Kentucky",3640.0
421,"Crittenden, Kentucky",2317.0
422,"Franklin, Kentucky",479174.0
423,"McCreary, Kentucky",10219.0
424,"Greenup, Kentucky",32339.0
425,"Fulton, Kentucky",13003.0
426,"Laurel, Kentucky",1187618.0
427,"Lincoln, Kentucky",48740.0
428,"Clay, Kentucky",271858.0
429,"Spencer, Kentucky",5625.0
430,"Livingston, Kentucky",846.0
431,"Wayne, Kentucky",63864.0
432,"Bullitt, Kentucky",497795.0
433,"Montgomery, Kentucky",230163.0
434,"McCracken, Kentucky",703800.0
435,"Russell, Kentucky",15353.0
436,"Simpson, Kentucky",152374.0
437,"Shelby, Kentucky",62642.0
438,"Butler, Kentucky",679.0
439,"Mason, Kentucky",270967.0
440,"Grayson, Kentucky",84497.0
441,"Elliott, Kentucky",2965.0
442,"Anderson, Kentucky",36185.0
443,"Edmonson, Kentucky",25752.0
444,"Allen, Kentucky",13930.0
445,"Trimble, Kentucky",2963.0
446,"Knott, Kentucky",42621.0
447,"Robertson, Kentucky",1608.0
448,"Martin, Kentucky",44558.0
449,"Lee, Kentucky",31168.0
450,"Owsley, Kentucky",12064.0
451,"Cumberland, Kentucky",2391.0
