Type,x value,Weight
1,0.0513315296877539,11150
1,-1.5207511246620888,9775
1,-0.6539223506077937,54317
1,0.4728983548315009,43914
1,-1.0767296624976461,24787
1,0.2482866945475964,31953
1,-1.1127114615558256,304352
1,0.18461666653237113,64047
1,-0.8863835690498981,72672
1,0.959577698168139,12301
1,-0.4201890840935141,31209
1,1.628193268466998,52863
1,1.0870308614583883,28743
1,-0.5348433567485834,32248
1,-0.8302452787872202,41365
1,-0.22273469456160686,31361
1,2.82846675324733,7754
1,-0.921060463296697,9934
1,-0.544623696039904,7205
1,-1.2486720513446308,12591
1,1.1620478556205627,9845
1,-0.8863641268362488,36559
1,0.8519077706092701,14977
1,-0.335403466548417,23890
1,-0.05128833999013838,12562
1,-0.8543290732993422,2395
1,2.435609535308719,16973
1,0.057607125211302325,16916
1,-0.8644837221432896,33849
1,-0.130021501724343,27261
1,-1.1815150208863288,426379
1,-0.3245388410606146,67569
1,4.2942254810108516,62148
1,-0.9768411260203882,374441
1,0.4496671072199496,32144
1,-1.228010743224213,34609
1,2.3402949156477653,15932
1,-0.9221120923496763,74537
1,6.043678894890313,6308
1,0.913732003955574,97093
1,-0.9782663103766103,215277
1,0.22085501336749497,10742
1,-0.008863420496249153,10868
1,3.4760385739590705,13342
1,0.035710951467312235,10597
1,-0.10216918585240105,4733
1,-0.14191223381026327,194129
1,0.9521483048356219,15275
1,4.241503826039643,17767
1,1.0,5989
1,1.0305245621530257,44058
1,-0.0203772956212578,38381
1,-3.121768394525429,5044
1,-0.6431110580707682,15967
1,-2.2993042367676493,36117
1,-0.8073656730876069,223635
1,-0.5897506538191866,81489
1,-0.6260124758711726,13801
1,-0.9327580872929282,31753
1,-0.5438786834452877,7039
1,-0.46449210042033506,11465
1,-2.336476729389118,7376
1,1.001617798709166,6471
1,-1.1259321611092,13323
1,-1.6689089026254045,63399
1,-0.791866550196711,41686
1,-0.17221331075415655,29928
1,-0.9687899952376702,38267
1,4.1817891687909015,20857
1,-1.0746626816281328,89742
1,-0.20996617768014839,14572
1,-0.8178581194664681,92964
1,-1.4012445417988946,172810
1,-0.9781460287002645,119269
1,-1.1767766997894458,22705
1,-0.689636936611502,21806
1,11.636479035548417,17263
1,-2.3042273186894886,8524
1,0.6983257967762241,15020
1,-0.32578723729906806,132259
1,1.0,3820
1,-0.305773823949642,65378
1,-1.0197523542607554,62575
1,0.5259427825990439,5678
1,-1.2842169578240508,12089
1,-1.0006469905998314,22349
1,-0.17528237570975758,6556
1,-0.6541149929787546,17400
1,1.6829137573068211,35764
1,0.6640505220012461,13822
1,-0.507394877158298,7127
1,0.013008415910685836,44053
1,-2.717499780196571,30503
1,-1.1061437878201634,50634
1,0.21400998774035082,67637
1,-1.6317175680101714,42647
1,-0.8420763380154923,11856
1,-0.012209247418783448,73949
1,1.6660636869792615,60960
1,-1.6949042024260146,24779
1,-0.6154591716734902,30875
1,-0.6989839515531541,13402
1,0.2979103756509627,22229
1,2.4949925127318604,26703
1,-1.5403213647265241,84868
1,0.9594976846266853,85888
1,-1.2835599301272742,54626
1,0.37603402439510114,190213
1,0.588844298673572,93454
1,-1.5740779290149949,23599
1,0.3366700975785124,32496
1,-1.4251170517273268,17300
1,-0.6966345400481382,7666
1,1.1404625119106113,15962
1,1.24920990002252,7578
1,-2.585237133662864,28701
1,0.8615449086605423,16193
1,1.8879477369285904,26808
1,0.23973932255434727,27255
1,-0.7511747198226502,55003
1,-2.5604517245466565,8325
1,2.8260701838689197,9050
1,-0.466418853641983,26475
1,-0.5700888583443817,13845
1,-0.7489107296620491,22492
1,-0.8187702177679844,9271
1,1.127354709389282,23984
1,-1.0196602253767848,15007
1,0.19382125741538037,16697
1,-1.6533095151761235,5833
1,-0.08329597133064749,26117
1,-0.8676231625715525,23002
1,-0.5481702868101529,42870
1,-0.6736976845117016,99414
1,-0.23854883383498304,34605
1,-0.6282637823843773,7303
1,-1.1845675064681183,12543
1,-1.5015517581379247,10504
1,-0.5051843725685209,5753
1,-0.28359150107059433,9250
1,-0.19829497404408414,15661
1,1.6990099769893994,21789
1,-0.3196153284929938,8035
1,-0.31485654254007617,357516
1,-0.4085428850563623,535515
1,-1.6313996564653321,63872
1,1.2531649793863655,53909
1,-0.7179859514223434,202221
1,-1.4752388758317698,127503
1,0.8355874139094212,768322
1,-0.8621472602181831,44827
1,-0.8877046282614511,137150
1,-0.7666316776269335,1186796
1,0.7850343462355359,204573
1,-1.2310267601105267,392650
1,-1.0168573556804634,167501
1,-0.6946136723030477,48241
1,0.5351880591507915,42711
1,8.204882831371135,609439
1,-0.6956454517195404,141298
1,2.4522518250525502,309320
1,-0.7205133254235071,68372
1,-0.5409331843941649,36836
1,-1.408290736691091,281570
1,-0.5265971595473726,40819
1,6.803252289234997,420626
1,1.996976575266973,77823
1,0.6182858906832095,475836
1,-0.9493559988144776,178041
1,2.021406693261977,41227
1,-0.4961080003345372,36225
1,-1.1134214336001615,496821
1,-1.7448438078313206,41072
1,-1.9170835230683059,5370
1,5.229879659857088,96923
1,-0.7236520885917311,164476
1,-0.922068436089285,38330
1,-3.017086811044533,334590
1,-0.5938798034061444,83797
1,10.188614979400173,216753
1,-0.7206286812734377,61768
1,1.7857005388626728,49528
1,3.1470891348304546,132606
1,1.082416388137549,46171
1,-0.23583457095447102,109836
1,0.7241038972332691,111689
1,-1.0090621020572639,45076
1,-0.3793597966470287,123571
1,0.8934801398948035,36213
1,3.2345622581485216,89281
1,-2.6734175677587557,40220
1,4.188977120771722,143173
1,0.06498560907849409,134320
1,-0.59207401419063,62398
1,-3.262497620918372,74603
1,-0.7370220366011021,266403
1,-1.0482423339097335,260537
1,5.750506331936579,32036
1,-0.6553785290652986,6099
1,0.7971465584010646,90811
1,-2.5415063065881514,27728
1,-0.5867245197479896,5124
1,-1.0522527335005958,85853
1,-0.920531746156211,34990
1,-0.6295374279700308,17355
1,-0.6810371254545944,24306
1,-7.6472686965610706,14839
1,2.443306859187168,17273
1,1.3853100933119311,56611
1,1.4484169247850869,1454290
1,-1.7464515692224345,75718
1,-1.3832396498051787,34447
1,-0.826321973398475,27805
1,-0.7250224366768876,289508
1,-0.1848876490963387,116589
1,0.1186355355721459,435577
1,1.0844849869272297,75842
1,-0.4919424422329519,84524
1,-0.43771295136007854,1265067
1,-0.32421071838244553,784515
1,-0.16822465781544754,45133
1,-1.2959988381484324,37239
1,2.3975818478215154,193679
1,-0.009346176446460566,28692
1,2.59306318346308,56833
1,-1.0407509601309093,55182
1,0.1515557480173948,72734
1,-0.6266033776668912,35707
1,0.45558404092072907,65572
1,0.7975381507230084,32984
1,-0.5631326728935557,23649
1,0.9803508041808733,28504
1,-0.8359101277106015,47752
1,1.2707840054200843,59102
1,-0.2628549147597011,118907
1,-2.7584294003367926,523431
1,-0.7907965377669741,348796
1,-0.9238351934564357,367326
1,-1.4056858591598254,111965
1,2.6066128158530355,50409
1,1.3752600270663387,91425
1,-0.3533717436133293,38452
1,2.311850800088038,98683
1,0.22773619507996573,44250
1,-0.9240675091645623,1118712
1,4.010750715128564,34286
1,-0.6522427392521928,50051
1,1.556278304245279,535339
1,-0.29647043826802655,36836
1,-0.9568401552591858,37368
1,-1.5604626753089115,60452
1,0.8224393062573466,235361
1,-0.044474273572675305,201169
1,0.3926979011983685,11895
1,-0.42830181854891136,19561
1,0.14261457682616913,54427
1,-0.5680721303584333,15662
1,-1.4834010696772515,160119
1,0.1740991827561721,61529
1,-1.6181932997677246,141535
1,0.46131131808749176,226664
1,1.0237107122493878,60392
1,-0.014276881366042892,29923
1,-5.644618949125872,168976
1,-0.09592452076218444,41500
1,0.732186084638165,104447
1,-1.266754795517974,102350
1,-1.1425953620779807,42382
1,-1.0941382905548385,208878
1,0.7234329705729403,39716
1,0.3906936888892125,70763
1,-2.042087563293236,150309
1,-2.3160211931323196,41227
1,-0.8463452670172752,48678
1,0.83214343362702,40075
1,-0.30974829401458204,40631
1,0.06462280300727538,152176
1,-1.321298163739701,41211
1,2.1564924479485015,42011
1,-0.6914487263991371,28252
1,-0.4944387566018135,28109
1,2.4931749881517247,52316
1,-0.3217775447869333,43716
1,-0.16754685301171077,14571
1,0.0018423455875164856,22389
1,-0.9915668869250391,67390
1,-0.49097599295918565,163193
1,-1.6674000368428312,91882
1,-0.4337239058317211,28356
1,-2.3583187464477895,136356
1,1.5569090299635917,13353
1,-0.197839097843112,101053
1,-0.2902156222784902,29856
1,1.3817251354456637,43157
1,-0.07145450192204883,60862
1,2.9344111375918955,28545
1,3.1821045112592077,45300
1,0.8919568117521979,15103
1,0.5139845841232678,20405
1,0.16595538581615749,715629
1,1.3995807853208668,28486
1,-0.7983823872512061,19473
1,-1.2581346897147405,33518
1,18.016547660688772,23300
1,-1.6864094691496914,38597
1,0.8103554758681425,11329
1,-2.117900878061219,53776
1,-1.7461301040792072,13845
1,0.9259297425808556,43075
1,-0.5793388453650691,34416
1,1.9592357534919191,46508
1,0.5184694868712096,155997
1,1.06875111273474,61441
1,-2.2347707422968375,14471
1,-0.3666560087493093,30040
1,1.0373605375940544,10929
1,-0.7399618285363188,114026
1,-0.8270531239811867,64406
1,-2.254223208465497,28897
1,-0.6151797655912012,14005
1,-0.252041436607578,10151
1,0.5854090187545975,11995
1,-6.598537608185168,96627
1,-0.7213679488379514,29378
1,1.615960034369982,36250
1,-0.5314339845171812,12440
1,0.18205112318615646,41530
1,-0.05936710647913515,15667
1,7.659303148681485,13428
1,1.436358546590122,11395
1,-1.29368014666546,9950
1,-1.0005044131747687,14186
1,2.2708259358584533,12232
1,1.4525221134242456,24237
1,-0.01574540753818838,8225
1,-0.2615104651349963,18541
1,0.7358374577125731,23382
1,-0.1432116097871503,35105
1,-0.12602157948933326,7234
1,-4.921909652619066,13915
1,1.6091620825043438,104240
1,-1.6404886931794238,16833
1,1.0459547296801872,27634
1,-1.6545019847474658,30731
1,-0.8212397029959457,67236
1,-0.4476212997511477,10583
1,0.06135088460337759,8479
1,1.3688512911921424,24527
1,-0.6325922847354304,13547
1,4.342117769171885,15664
1,-0.2765426036542383,45011
1,-1.0887635280916572,84982
1,-1.0962808222811777,46747
1,-0.18797391920745243,5038
1,0.7778655903389491,17550
1,-0.5131516928865558,17830
1,0.5929323483241267,18113
1,1.1285108491732494,14117
1,-0.6743861676926336,30992
1,1.2370010773230018,6606
1,-0.08339480327700492,11506
1,-0.30534007629275933,10918
1,-0.6344465901038314,26709
1,-0.027087024799514886,276491
1,0.1288494305132949,6353
1,-0.8973697934798516,19563
1,0.5306924569045156,15239
1,0.1083943390062669,75357
1,-0.5303167161384628,4785
1,1.49971751671778,92060
1,0.6106138702639501,22962
1,-2.2822498563783453,13218
1,3.83503212387185,14599
1,-1.1137623629859028,25607
1,4.846965530732511,25571
1,-0.6231325137883439,8182
1,0.8180931011832793,13772
1,0.04054327523106968,45439
1,1.5733598555506496,12866
1,-0.03298605165027242,6983
1,-0.16861868826343152,16713
1,4.003160894505608,21209
1,-2.9128699528380992,24459
1,-0.6196885451255886,9387
1,1.5532812996754606,41103
1,-0.8768461546464472,8483
1,-0.7094781331742033,9183
1,-1.6597376196744806,47071
1,-0.4783138698502303,16543
1,-0.7305168878171464,36459
1,-0.5353770937045398,6498
1,-0.5402586424123033,57367
1,4.195978133674207,24611
1,-2.0259650274984193,20897
1,1.5079147732438762,16419
1,-4.341651507394302,9463
1,-0.4188773928901008,20636
1,-0.7935562248366881,72124
1,1.747837016671799,25723
1,-0.4074990084360959,64028
1,1.3572487598440959,17445
1,6.140408501476757,16830
1,-2.1111706746998204,39324
1,2.3669033934339123,12597
1,0.9217104042779887,16445
1,1.2802923227829617,25306
1,-0.7201727190625948,6468
1,-1.1965543139222425,20899
1,-1.5531001353545106,11530
1,-0.6572608170263671,19274
1,-0.5616202196078889,8807
1,-1.7828785693210507,15925
1,2.537805196875494,2278
1,-0.4338228462404531,12858
1,-1.4662103991137425,6860
1,-0.37472281393905293,4547
1,-0.22424920298363493,6865
2,0.352409540632367,80485
2,0.5736454223539935,21276
2,-0.031512683068527,22217
2,-0.8881275630735828,296169
2,0.015687469991470176,13195
2,-0.3080049882856348,15826
2,-0.6571803857135781,12419
2,-0.2089155989530356,1040341
2,-0.34354711014407074,35834
2,0.5089789741705253,24257
2,-0.7429507421475015,69253
2,-0.08885032986713506,120770
2,-1.0829011492387295,290784
2,-0.7841338848167965,39087
2,-2.1870068190822165,8929
2,-0.9990281903059115,23650
2,-0.2979052684799022,20607
2,-1.028711616100492,91916
2,2.212341096493057,15607
2,-0.9753373596357652,14917
2,-0.4201155354399671,4480
2,-1.8136364244397367,28842
2,-0.6318127044149097,16976
2,-1.0403128880790116,17237
2,-2.160059732702997,18373
2,-2.124938432807658,53674
2,-1.114914479784501,24673
2,-5.606695075252077,53879
2,-2.158126130146768,22735
2,-0.9131894783197478,26523
2,-0.555489644883965,29593
2,-0.9077817529493627,33675
2,-0.901827013384719,12364
2,-1.1383481233200896,11900
2,-0.41100978518718134,11150
2,-0.7188238312983123,9775
2,-1.6593951014850052,54317
2,0.25298492507797044,43914
2,-0.8452605175806968,24787
2,0.16239340774271108,31953
2,1.901316466873446,304352
2,-0.552946708754441,64047
2,-1.7059309436969177,72672
2,0.8142415838072425,12301
2,-0.7941786721597495,31209
2,2.1797436910790196,52863
2,2.333316292227861,28743
2,-0.5820793710861278,32248
2,-3.0650402574162507,41365
2,-0.5769374488145911,31361
2,2.4383462770149245,7754
2,-2.760498821541619,9934
2,-0.5569975302652848,7205
2,-1.2850344522601458,12591
2,0.844269538583457,9845
2,-1.116510614897521,36559
2,1.274093087119982,14977
2,5.2081812958560345,23890
2,-1.8633220062810472,12562
2,-0.6401771687322703,2395
2,2.7370278652789617,16973
2,-0.5473823399565036,16916
2,-1.0715010302180823,33849
2,-0.7726207760518643,27261
2,-0.8462891709340962,426379
